frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud
37201,frame_037201.png,35.45,38.43,5.351,5.27,2.9652,2.9652,1202.2,406.74
37261,frame_037261.png,31.13,38.48,5.343,5.015,2.9652,2.9652,1209.02,416.29
37321,frame_037321.png,39.41,43.48,5.506,5.279,2.9652,2.9652,941.83,301.77
37381,frame_037381.png,35.95,41.54,5.588,5.507,2.9652,2.9652,926.7,314.36
37441,frame_037441.png,35.45,38.59,4.985,4.753,2.9652,2.9652,847.66,309.53
37501,frame_037501.png,37.01,42.04,6.101,5.195,2.9652,2.9652,923.17,300.21
37561,frame_037561.png,57.22,53.11,7.793,6.352,1.4826,1.4826,505.21,312.03
37621,frame_037621.png,33.72,39.07,5.161,4.74,2.9652,2.9652,944.02,277.27
37681,frame_037681.png,34.02,38.01,6.005,4.897,2.9652,2.9652,1033.98,356.23
37741,frame_037741.png,30.9,34.24,4.942,4.482,4.4477,4.4477,985.91,316.25
37801,frame_037801.png,39.47,39.56,5.925,5.165,2.9652,2.9652,819.45,282.85
37861,frame_037861.png,25.42,36.23,4.864,5.067,2.9652,2.9652,538.48,69.65
37921,frame_037921.png,50.63,53.13,7.951,6.622,1.4826,1.4826,613.88,236.27
37981,frame_037981.png,39.08,42.43,6.026,5.621,2.9652,2.9652,853.49,257.09
38041,frame_038041.png,36.63,39.04,5.717,5.316,2.9652,2.9652,837.96,258.84
38101,frame_038101.png,41.04,43.61,6.583,5.551,2.9652,2.9652,707.53,239.59
38161,frame_038161.png,24.69,26.66,4.408,4.047,4.4477,4.4477,1194.84,394.43
38221,frame_038221.png,26.49,29.84,5.059,4.562,2.9652,2.9652,1034.25,349.57
38281,frame_038281.png,46.14,43.37,6.544,5.682,1.4826,1.4826,627.71,296.3
38341,frame_038341.png,38.19,37.07,5.542,5.346,2.9652,2.9652,887.79,430.61
38401,frame_038401.png,77.26,81.48,10.842,8.658,1.4826,1.4826,664.93,412.18
38461,frame_038461.png,54.97,49.41,7.488,6.592,2.9652,1.4826,651.99,417.72
38521,frame_038521.png,34.76,36.3,5.686,5.476,2.9652,2.9652,1023.94,425.73
38581,frame_038581.png,37.55,38.23,5.265,5.066,2.9652,2.9652,782.3,290.2
38641,frame_038641.png,54.01,46.79,6.292,5.338,1.4826,1.4826,381.79,203.09
38701,frame_038701.png,30.91,33.1,4.727,4.474,2.9652,2.9652,816.84,213.38
38761,frame_038761.png,43.59,40.15,5.435,4.763,2.9652,2.9652,871.25,443.67
38821,frame_038821.png,41.24,41.31,5.527,5.028,2.9652,2.9652,1126.14,441.45
38881,frame_038881.png,41.01,43.59,5.525,5.266,2.9652,2.9652,994.5,407.88
38941,frame_038941.png,50.65,51.03,6.809,6.334,1.4826,1.4826,819.01,427.75
39001,frame_039001.png,33.2,37.77,5.285,4.963,2.9652,2.9652,1259.36,477.14
39061,frame_039061.png,43.03,45.95,6.376,5.64,2.9652,2.9652,897.2,361.25
39121,frame_039121.png,40.73,47.65,5.732,5.372,2.9652,2.9652,1374.47,553.03
39181,frame_039181.png,29.06,31.37,4.004,4.252,2.9652,2.9652,1244.43,417.51
39241,frame_039241.png,45.24,41.61,5.203,4.577,1.4826,1.4826,916.8,499.31
39301,frame_039301.png,37.24,38.78,4.817,4.844,2.9652,1.4826,1252.85,416.17
39361,frame_039361.png,47.41,51.41,5.395,5.281,1.4826,1.4826,1173.43,416.28
39421,frame_039421.png,51.98,51.61,6.754,5.782,1.4826,1.4826,887.88,403.2
39481,frame_039481.png,76.05,79.6,10.318,7.642,0.0,0.0,776.12,354.35
39541,frame_039541.png,40.3,44.53,4.943,4.779,1.4826,1.4826,1215.28,402.95
39601,frame_039601.png,46.13,44.12,6.077,5.043,1.4826,1.4826,976.36,412.0
39661,frame_039661.png,40.51,43.57,5.418,5.358,2.9652,2.9652,1474.36,618.72
39721,frame_039721.png,46.69,40.36,6.605,5.924,1.4826,1.4826,703.37,353.64
39781,frame_039781.png,37.4,39.14,6.247,5.74,2.9652,2.9652,992.26,333.36
39841,frame_039841.png,27.57,33.8,5.199,5.138,2.9652,2.9652,1161.42,382.46
39901,frame_039901.png,26.15,29.36,4.65,4.573,2.9652,2.9652,1256.8,414.34
39961,frame_039961.png,40.81,46.31,5.357,5.132,1.4826,1.4826,1091.85,355.69
40021,frame_040021.png,44.9,47.54,5.877,5.652,2.9652,2.9652,1302.0,599.59
40081,frame_040081.png,30.88,36.91,5.523,5.464,2.9652,2.9652,1470.21,557.38
40141,frame_040141.png,36.2,36.46,5.14,4.834,2.9652,2.9652,1224.54,423.59
40201,frame_040201.png,26.8,28.14,4.583,4.306,4.4477,4.4477,1361.53,466.9
40261,frame_040261.png,53.69,54.84,6.367,5.415,1.4826,1.4826,1009.11,487.12
40321,frame_040321.png,37.18,40.04,4.708,4.334,2.9652,2.9652,1420.05,517.99
40381,frame_040381.png,41.01,47.89,5.663,5.146,1.4826,1.4826,1466.41,531.61
40441,frame_040441.png,53.13,50.56,6.831,5.582,1.4826,1.4826,949.36,539.42
40501,frame_040501.png,46.59,47.49,6.684,5.977,1.4826,1.4826,1309.73,575.39
40561,frame_040561.png,37.91,41.84,5.35,5.073,2.9652,2.9652,1428.43,534.55
40621,frame_040621.png,34.5,36.16,5.066,4.586,2.9652,2.9652,1143.95,395.76
40681,frame_040681.png,44.85,42.77,5.683,4.786,2.9652,2.9652,744.07,383.64
40741,frame_040741.png,34.19,40.56,5.583,5.264,2.9652,2.9652,1044.65,336.7
40801,frame_040801.png,48.15,52.72,7.043,6.784,1.4826,1.4826,842.59,304.56
40861,frame_040861.png,64.12,70.58,10.12,7.77,1.4826,1.4826,480.35,97.17
40921,frame_040921.png,47.04,60.2,9.41,7.828,1.4826,1.4826,628.97,105.33
40981,frame_040981.png,46.48,58.44,8.977,7.543,1.4826,1.4826,612.69,90.61
41041,frame_041041.png,23.94,30.85,6.985,5.961,2.9652,2.9652,617.8,105.19
41101,frame_041101.png,38.78,45.53,5.724,5.127,2.9652,2.9652,2048.91,936.82
41161,frame_041161.png,25.61,34.69,7.07,6.583,2.9652,2.9652,654.85,104.59
41221,frame_041221.png,66.93,72.71,11.911,7.775,1.4826,1.4826,425.36,109.94
41281,frame_041281.png,67.58,73.02,11.717,8.211,1.4826,1.4826,390.81,99.81
41341,frame_041341.png,42.49,52.26,6.201,6.239,1.4826,1.4826,1221.84,401.8
41401,frame_041401.png,34.37,43.03,5.556,5.517,1.4826,1.4826,1235.71,395.0
41461,frame_041461.png,35.73,40.39,5.481,5.084,2.9652,2.9652,1306.83,447.49
41521,frame_041521.png,33.34,36.53,5.241,4.777,2.9652,2.9652,1368.61,557.32
41581,frame_041581.png,35.53,37.37,5.375,4.765,2.9652,2.9652,1256.18,496.11
41641,frame_041641.png,93.66,108.58,22.613,28.977,0.0,0.0,432.38,15.83
41701,frame_041701.png,58.42,55.82,6.939,6.341,1.4826,1.4826,764.01,469.34
41761,frame_041761.png,40.55,41.01,5.633,5.058,2.9652,2.9652,1125.93,353.51
41821,frame_041821.png,37.65,40.59,5.035,4.66,2.9652,2.9652,1228.66,398.83
41881,frame_041881.png,94.38,108.64,22.019,28.887,0.0,0.0,471.93,15.1
41941,frame_041941.png,26.09,32.91,4.726,4.657,2.9652,2.9652,889.64,257.43
42001,frame_042001.png,36.12,37.74,5.0,4.437,2.9652,2.9652,1139.34,467.78
42061,frame_042061.png,41.1,40.88,5.173,4.463,2.9652,2.9652,1226.16,490.61
42121,frame_042121.png,53.33,53.85,4.943,4.601,2.9652,2.9652,1433.13,645.52
42181,frame_042181.png,89.01,109.44,20.874,25.855,0.0,0.0,406.03,7.87
42241,frame_042241.png,40.64,42.9,5.234,5.09,2.9652,2.9652,1557.46,677.61
42301,frame_042301.png,48.27,46.45,5.892,5.303,2.9652,2.9652,1262.84,607.05
42361,frame_042361.png,32.26,34.79,4.552,4.481,2.9652,2.9652,1566.51,635.55
42421,frame_042421.png,30.6,35.67,4.538,4.596,2.9652,2.9652,1612.99,629.18
42481,frame_042481.png,38.06,39.56,5.275,5.141,2.9652,2.9652,1350.0,630.29
42541,frame_042541.png,38.46,38.44,5.095,4.741,2.9652,2.9652,1317.86,630.69
42601,frame_042601.png,23.72,26.96,4.39,4.133,4.4477,4.4477,1593.29,678.43
42661,frame_042661.png,49.94,49.92,6.495,5.928,2.9652,2.9652,1171.64,633.65
42721,frame_042721.png,32.78,36.87,5.63,4.887,2.9652,2.9652,1426.53,553.58
42781,frame_042781.png,57.51,62.69,5.65,5.115,1.4826,1.4826,2023.81,776.95
42841,frame_042841.png,53.85,60.76,5.209,5.133,1.4826,1.4826,1811.72,744.47
42901,frame_042901.png,45.83,49.99,4.582,4.319,1.4826,1.4826,1930.78,705.37
42961,frame_042961.png,50.68,55.15,4.697,4.56,1.4826,1.4826,1843.07,711.97
43021,frame_043021.png,47.18,52.58,5.167,4.712,1.4826,1.4826,1844.56,714.49
43081,frame_043081.png,45.13,45.63,5.583,5.132,2.9652,2.9652,1220.67,539.31
43141,frame_043141.png,59.06,60.75,7.134,5.952,1.4826,1.4826,899.33,389.86
43201,frame_043201.png,42.21,45.23,6.223,5.659,2.9652,2.9652,1122.33,380.72
43261,frame_043261.png,36.54,38.19,5.676,5.093,2.9652,2.9652,1076.56,422.35
43321,frame_043321.png,40.42,41.74,6.035,5.384,2.9652,2.9652,855.14,315.66
43381,frame_043381.png,41.0,43.86,6.087,5.274,2.9652,2.9652,849.89,312.16
43441,frame_043441.png,42.47,46.21,6.263,5.419,1.4826,1.4826,995.64,360.84
43501,frame_043501.png,36.92,39.99,6.01,5.52,1.4826,1.4826,965.35,352.87
43561,frame_043561.png,40.34,45.4,6.682,6.575,2.9652,1.4826,1084.4,361.32
43621,frame_043621.png,38.95,44.69,5.735,6.156,2.9652,2.9652,1180.99,463.73
43681,frame_043681.png,38.88,42.21,6.4,6.008,1.4826,1.4826,874.2,237.78
43741,frame_043741.png,28.11,31.16,5.264,4.789,2.9652,2.9652,960.85,274.15
43801,frame_043801.png,47.7,53.99,7.627,6.641,1.4826,1.4826,719.14,212.85
43861,frame_043861.png,33.95,42.17,6.339,6.265,2.9652,1.4826,777.61,189.62
43921,frame_043921.png,93.41,109.69,21.922,28.974,0.0,0.0,364.22,4.2
43981,frame_043981.png,30.59,36.89,5.487,5.183,2.9652,2.9652,908.19,246.07
44041,frame_044041.png,38.55,44.84,6.547,6.048,2.9652,1.4826,901.94,267.46
44101,frame_044101.png,54.93,62.76,8.283,7.504,1.4826,1.4826,724.01,169.34
44161,frame_044161.png,34.17,43.84,6.185,6.189,1.4826,1.4826,774.61,174.71
44221,frame_044221.png,22.73,28.11,6.593,5.716,2.9652,2.9652,534.76,64.63
44281,frame_044281.png,61.11,63.52,7.323,6.164,1.4826,1.4826,324.43,103.24
44341,frame_044341.png,30.07,42.67,5.477,5.261,2.9652,1.4826,752.78,171.93
44401,frame_044401.png,69.38,75.89,7.858,6.751,0.0,0.0,1800.53,807.3
44461,frame_044461.png,42.73,44.04,6.85,6.441,1.4826,1.4826,1599.98,676.77
44521,frame_044521.png,63.46,67.74,8.059,7.289,1.4826,1.4826,1446.72,637.27
44581,frame_044581.png,49.52,49.84,7.115,6.802,1.4826,1.4826,1496.58,686.38
44641,frame_044641.png,29.11,28.72,6.527,6.308,1.4826,1.4826,2056.26,839.55
44701,frame_044701.png,54.55,55.68,7.355,6.439,1.4826,1.4826,678.83,260.25
44761,frame_044761.png,54.19,63.28,7.631,7.833,1.4826,1.4826,1552.34,627.56
44821,frame_044821.png,50.1,64.82,8.751,8.168,1.4826,1.4826,1720.93,637.52
44881,frame_044881.png,40.11,49.72,8.119,7.775,1.4826,1.4826,1324.88,443.86
44941,frame_044941.png,42.13,51.67,6.758,6.824,1.4826,1.4826,1161.14,418.88
45001,frame_045001.png,55.86,68.31,9.83,9.716,1.4826,1.4826,1014.73,368.44
45061,frame_045061.png,60.13,65.66,8.013,7.536,1.4826,1.4826,940.1,410.62
45121,frame_045121.png,37.37,35.94,6.691,6.33,2.9652,1.4826,1463.7,758.6
45181,frame_045181.png,49.42,53.7,7.79,7.368,1.4826,1.4826,1265.62,626.0
45241,frame_045241.png,38.46,37.21,6.394,5.785,2.9652,1.4826,1481.65,760.16
45301,frame_045301.png,37.43,35.01,6.12,5.688,2.9652,1.4826,1447.98,740.86
45361,frame_045361.png,38.53,39.08,6.006,6.127,1.4826,1.4826,1482.12,763.32
45421,frame_045421.png,49.09,53.29,7.724,7.588,1.4826,1.4826,1355.77,666.43
45481,frame_045481.png,37.54,35.86,5.688,5.555,1.4826,1.4826,1624.54,812.86
45541,frame_045541.png,40.64,39.88,5.697,5.547,1.4826,1.4826,1680.56,834.54
45601,frame_045601.png,35.74,34.95,5.605,5.456,1.4826,1.4826,1744.11,881.13
45661,frame_045661.png,49.18,49.27,5.465,5.855,1.4826,1.4826,1845.03,937.42
45721,frame_045721.png,46.44,49.43,6.308,6.067,1.4826,1.4826,1598.12,756.25
45781,frame_045781.png,43.93,45.98,6.381,6.34,1.4826,1.4826,1742.32,837.34
45841,frame_045841.png,48.26,49.95,5.966,6.491,1.4826,1.4826,1726.77,857.74
45901,frame_045901.png,48.81,50.52,6.117,6.435,1.4826,1.4826,1724.21,867.99
45961,frame_045961.png,54.7,56.0,6.135,6.534,1.4826,1.4826,1659.44,846.19
46021,frame_046021.png,44.27,44.83,5.615,5.813,1.4826,1.4826,1659.39,853.12
46081,frame_046081.png,43.7,44.76,6.129,6.077,1.4826,1.4826,1628.72,845.46
46141,frame_046141.png,50.37,53.92,7.397,6.297,1.4826,1.4826,1272.56,666.72
46201,frame_046201.png,42.6,45.28,6.655,6.32,1.4826,1.4826,1440.98,755.16
46261,frame_046261.png,42.87,51.18,8.264,8.234,1.4826,1.4826,1137.25,419.51
46321,frame_046321.png,46.49,56.95,8.299,8.848,1.4826,1.4826,1179.15,437.77
46381,frame_046381.png,30.83,25.1,6.686,5.852,4.4477,2.9652,1263.03,499.74
46441,frame_046441.png,31.18,33.48,6.79,6.711,2.9652,2.9652,1217.15,454.22
46501,frame_046501.png,31.39,33.75,6.696,6.426,2.9652,2.9652,1227.26,444.29
46561,frame_046561.png,48.25,54.03,6.48,6.507,1.4826,1.4826,1208.5,478.2
46621,frame_046621.png,30.29,26.66,5.965,5.766,4.4477,2.9652,984.07,379.85
46681,frame_046681.png,52.02,56.84,6.705,6.655,2.9652,2.9652,1076.24,448.81
46741,frame_046741.png,48.81,53.14,5.956,5.688,2.9652,1.4826,1448.96,672.52
46801,frame_046801.png,47.23,53.3,5.614,5.174,1.4826,1.4826,1715.31,688.57
46861,frame_046861.png,41.16,46.17,5.195,4.943,2.9652,2.9652,1478.59,625.53
46921,frame_046921.png,30.46,40.63,5.636,5.809,2.9652,1.4826,1415.81,497.92
46981,frame_046981.png,33.38,46.81,6.293,6.676,1.4826,1.4826,1369.67,476.15
47041,frame_047041.png,41.57,49.86,5.798,5.87,2.9652,2.9652,1682.72,631.38
47101,frame_047101.png,49.95,50.85,6.434,5.584,2.9652,2.9652,1233.21,579.71
47161,frame_047161.png,32.32,43.97,6.049,5.846,2.9652,1.4826,1154.36,351.81
47221,frame_047221.png,32.82,43.49,6.388,6.179,1.4826,1.4826,1165.96,354.66
47281,frame_047281.png,53.98,62.31,7.269,6.829,1.4826,1.4826,792.42,183.97
47341,frame_047341.png,48.99,56.71,7.948,6.684,1.4826,1.4826,933.87,371.11
47401,frame_047401.png,75.13,73.26,11.233,7.731,0.0,0.0,398.36,157.84
47461,frame_047461.png,47.4,61.71,9.68,8.613,1.4826,1.4826,1038.05,313.83
47521,frame_047521.png,69.87,79.57,11.725,10.352,0.0,0.0,1172.47,392.51
47581,frame_047581.png,43.25,55.99,7.487,7.641,1.4826,1.4826,1348.21,455.02
47641,frame_047641.png,39.84,51.58,5.58,5.908,2.9652,2.9652,1727.55,702.3
47701,frame_047701.png,50.41,58.61,6.037,5.783,1.4826,1.4826,1882.79,796.78
47761,frame_047761.png,43.84,43.13,5.418,4.94,2.9652,2.9652,1212.57,550.71
47821,frame_047821.png,36.46,42.62,4.983,5.365,2.9652,2.9652,1764.32,585.0
47881,frame_047881.png,39.66,48.29,5.584,6.187,2.9652,1.4826,1612.69,595.9
47941,frame_047941.png,45.95,53.17,5.473,5.872,1.4826,1.4826,1908.99,652.54
48001,frame_048001.png,47.9,55.56,5.843,6.303,1.4826,1.4826,1970.19,699.0
48061,frame_048061.png,53.28,59.92,6.266,6.222,1.4826,1.4826,1663.13,671.47
48121,frame_048121.png,50.25,58.73,5.92,5.869,1.4826,1.4826,1933.23,683.8
48181,frame_048181.png,43.27,53.94,5.944,6.375,1.4826,1.4826,2059.48,878.09
48241,frame_048241.png,44.73,56.55,6.157,6.139,1.4826,1.4826,2085.34,863.42
48301,frame_048301.png,46.45,56.92,6.183,6.453,1.4826,1.4826,2138.97,836.78
48361,frame_048361.png,42.56,54.16,5.907,6.222,2.9652,1.4826,2031.57,869.46
48421,frame_048421.png,42.53,53.06,5.803,6.437,1.4826,1.4826,2026.19,861.07
48481,frame_048481.png,41.49,51.43,5.691,5.778,1.4826,1.4826,1955.6,839.62
48541,frame_048541.png,37.19,46.93,5.413,6.251,2.9652,1.4826,2114.48,886.06
48601,frame_048601.png,34.81,44.15,5.347,5.966,2.9652,2.9652,2189.42,891.98
48661,frame_048661.png,33.93,45.09,5.619,6.134,2.9652,1.4826,2159.48,889.5
48721,frame_048721.png,25.33,32.26,6.486,6.14,4.4477,4.4477,1221.64,422.46
48781,frame_048781.png,31.22,40.34,7.35,6.78,4.4477,2.9652,1309.65,450.74
48841,frame_048841.png,50.52,55.64,6.449,5.981,2.9652,2.9652,967.81,425.7
48901,frame_048901.png,18.01,18.58,6.052,5.882,5.9303,5.9303,1403.84,490.32
48961,frame_048961.png,18.99,17.8,6.329,5.833,5.9303,5.9303,1437.19,491.1
49021,frame_049021.png,23.28,30.22,6.394,5.847,4.4477,4.4477,1445.63,532.75
49081,frame_049081.png,22.2,30.48,6.092,5.698,4.4477,4.4477,1443.35,518.76
49141,frame_049141.png,32.03,40.51,6.837,5.972,4.4477,4.4477,1370.23,528.46
49201,frame_049201.png,27.19,35.08,6.888,6.215,4.4477,4.4477,1442.99,552.91
49261,frame_049261.png,25.38,33.29,5.213,5.4,4.4477,4.4477,1407.24,549.06
49321,frame_049321.png,22.36,28.66,6.432,6.4,4.4477,4.4477,1442.8,520.6
49381,frame_049381.png,20.46,19.45,6.927,5.989,5.9303,4.4477,1401.29,474.74
49441,frame_049441.png,19.56,18.4,6.39,6.123,5.9303,5.9303,1549.86,597.36
49501,frame_049501.png,35.51,45.51,7.266,6.625,4.4477,2.9652,1378.32,523.54
49561,frame_049561.png,39.87,46.58,7.09,6.347,2.9652,2.9652,1314.26,506.11
49621,frame_049621.png,51.57,54.87,7.263,6.497,2.9652,2.9652,437.25,212.14
49681,frame_049681.png,19.01,16.01,5.142,4.968,5.9303,5.9303,1357.59,496.08
49741,frame_049741.png,20.61,22.61,4.94,5.068,5.9303,4.4477,1194.28,399.45
49801,frame_049801.png,35.3,43.27,6.063,6.751,2.9652,2.9652,1538.29,548.07
49861,frame_049861.png,38.41,45.95,5.884,6.584,2.9652,2.9652,1672.49,596.74
49921,frame_049921.png,40.83,46.41,6.043,5.918,2.9652,2.9652,1478.11,525.63
49981,frame_049981.png,33.1,42.33,5.803,5.982,1.4826,1.4826,1522.91,576.92
50041,frame_050041.png,62.16,60.36,8.118,6.433,1.4826,1.4826,430.33,175.74
50101,frame_050101.png,37.17,45.09,6.405,6.807,1.4826,1.4826,1452.71,508.48
50161,frame_050161.png,51.51,59.38,7.97,8.109,1.4826,1.4826,1393.07,506.65
50221,frame_050221.png,39.06,47.03,6.36,6.749,2.9652,2.9652,1456.79,516.33
50281,frame_050281.png,47.38,51.17,7.092,6.853,2.9652,2.9652,1341.7,547.27
50341,frame_050341.png,40.7,46.47,6.054,6.348,1.4826,1.4826,1042.86,321.48
50401,frame_050401.png,41.94,49.65,6.213,6.287,1.4826,1.4826,1061.75,305.17
50461,frame_050461.png,34.27,42.05,6.015,5.867,1.4826,1.4826,1135.96,345.99
50521,frame_050521.png,29.1,34.57,4.815,4.63,2.9652,2.9652,1101.91,330.91
50581,frame_050581.png,48.65,51.48,7.406,6.517,1.4826,1.4826,567.66,119.1
50641,frame_050641.png,42.17,49.37,6.522,6.364,1.4826,1.4826,685.51,134.37
50701,frame_050701.png,48.81,57.38,8.398,8.15,1.4826,1.4826,732.96,168.9
50761,frame_050761.png,61.76,62.28,9.656,7.658,1.4826,1.4826,526.92,136.89
50821,frame_050821.png,97.58,111.86,22.32,29.481,0.0,0.0,460.36,2.12
50881,frame_050881.png,43.0,45.57,5.834,5.475,1.4826,1.4826,798.51,237.88
50941,frame_050941.png,36.63,37.89,5.443,4.988,1.4826,1.4826,912.07,268.4
51001,frame_051001.png,43.18,45.77,6.113,5.309,1.4826,1.4826,618.16,220.22
51061,frame_051061.png,92.67,110.2,22.124,29.021,0.0,0.0,389.33,1.39
51121,frame_051121.png,34.39,40.13,5.252,5.252,2.9652,1.4826,742.26,179.25
51181,frame_051181.png,26.65,31.18,4.661,4.731,2.9652,2.9652,854.31,219.28
51241,frame_051241.png,94.98,110.63,21.109,28.734,0.0,0.0,234.82,12.92
51301,frame_051301.png,47.67,52.06,6.839,6.179,1.4826,1.4826,593.13,152.5
51361,frame_051361.png,27.38,33.29,4.721,5.0,2.9652,2.9652,815.12,192.38
51421,frame_051421.png,35.47,42.33,5.003,5.204,1.4826,1.4826,860.42,229.22
51481,frame_051481.png,49.21,61.56,9.138,8.273,1.4826,1.4826,979.04,283.67
51541,frame_051541.png,24.9,30.92,5.806,5.604,2.9652,2.9652,2404.07,987.14
51601,frame_051601.png,37.53,36.7,4.786,4.25,2.9652,2.9652,1871.01,849.12
51661,frame_051661.png,33.92,37.35,4.903,4.658,2.9652,2.9652,1560.76,678.04
51721,frame_051721.png,61.32,72.39,9.211,8.458,1.4826,1.4826,1002.94,404.44
51781,frame_051781.png,70.4,70.19,10.749,6.822,1.4826,1.4826,559.96,279.16
51841,frame_051841.png,44.24,55.54,7.573,7.298,1.4826,1.4826,963.78,242.04
51901,frame_051901.png,43.2,54.43,6.633,6.447,1.4826,1.4826,927.69,240.54
51961,frame_051961.png,46.57,57.23,8.106,6.799,1.4826,1.4826,789.87,248.93
52021,frame_052021.png,48.81,56.31,6.308,6.316,1.4826,1.4826,881.76,251.41
52081,frame_052081.png,50.71,58.5,7.873,7.456,1.4826,1.4826,911.43,252.66
52141,frame_052141.png,46.5,59.53,9.031,8.27,1.4826,1.4826,1004.78,291.87
52201,frame_052201.png,51.72,40.81,7.439,5.392,13.3432,11.8606,2324.96,1234.07
52261,frame_052261.png,36.01,27.06,6.449,4.865,11.8606,10.3781,1436.27,766.2
52321,frame_052321.png,43.87,41.69,8.519,5.686,5.9303,5.9303,1235.9,576.79
52381,frame_052381.png,56.87,45.84,7.345,5.447,13.3432,11.8606,1957.14,1058.03
52441,frame_052441.png,49.41,53.19,7.116,6.067,2.9652,2.9652,980.5,417.5
52501,frame_052501.png,25.1,26.13,6.036,4.92,7.4129,7.4129,1355.75,512.23
52561,frame_052561.png,92.93,94.16,11.215,8.584,5.9303,5.9303,2517.41,1423.3
52621,frame_052621.png,57.32,57.44,7.208,6.616,1.4826,1.4826,1475.22,689.89
52681,frame_052681.png,49.04,62.04,8.69,7.933,1.4826,1.4826,958.34,252.34
52741,frame_052741.png,31.7,37.28,4.803,4.896,2.9652,2.9652,1098.47,305.39
52801,frame_052801.png,40.6,44.83,5.477,5.485,1.4826,1.4826,1462.85,552.39
52861,frame_052861.png,91.95,100.66,20.316,22.644,0.0,0.0,248.16,17.82
52921,frame_052921.png,46.79,53.96,5.715,5.228,1.4826,1.4826,1330.86,494.96
52981,frame_052981.png,33.94,39.49,4.881,4.73,2.9652,2.9652,1365.22,467.18
53041,frame_053041.png,38.31,46.08,5.141,5.229,2.9652,1.4826,2227.73,850.88
53101,frame_053101.png,70.98,73.68,9.509,7.504,1.4826,1.4826,567.96,221.18
53161,frame_053161.png,41.2,52.86,5.752,5.977,1.4826,1.4826,2057.69,794.36
53221,frame_053221.png,47.43,62.9,7.87,7.624,1.4826,1.4826,2221.45,881.36
53281,frame_053281.png,71.18,83.52,5.693,6.492,0.0,0.0,2246.66,938.69
53341,frame_053341.png,67.85,78.61,5.124,5.968,0.0,0.0,2591.38,952.89
53401,frame_053401.png,61.31,68.96,4.738,5.151,0.0,0.0,2489.09,948.82
53461,frame_053461.png,58.7,63.97,6.967,6.31,1.4826,1.4826,1366.02,626.77
53521,frame_053521.png,67.26,79.85,5.809,6.639,0.0,0.0,2557.8,1006.65
53581,frame_053581.png,66.0,77.5,5.111,5.258,0.0,0.0,2642.62,988.99
53641,frame_053641.png,70.53,83.99,7.002,6.234,0.0,0.0,2675.95,1045.96
53701,frame_053701.png,70.44,83.51,7.114,6.546,0.0,0.0,2653.16,1044.39
53761,frame_053761.png,71.36,84.22,6.975,6.722,0.0,0.0,2714.59,1057.8
53821,frame_053821.png,74.02,88.18,7.933,7.324,0.0,0.0,2545.43,1052.02
53881,frame_053881.png,74.28,89.52,8.41,7.427,0.0,0.0,2643.03,1044.96
53941,frame_053941.png,71.88,85.5,6.684,6.498,0.0,0.0,2691.76,1054.37
54001,frame_054001.png,72.63,87.54,6.938,6.718,0.0,0.0,2732.93,1048.75
54061,frame_054061.png,71.48,84.74,6.169,6.355,0.0,0.0,2719.25,1046.8
54121,frame_054121.png,71.37,84.48,5.818,5.712,0.0,0.0,2723.65,1045.03
54181,frame_054181.png,72.01,85.6,6.14,6.366,0.0,0.0,2748.24,1047.89
54241,frame_054241.png,73.14,86.9,6.36,6.474,0.0,0.0,2711.71,1045.51
54301,frame_054301.png,72.07,86.07,6.487,6.657,0.0,0.0,2699.76,1044.74
54361,frame_054361.png,72.33,85.62,5.981,6.244,0.0,0.0,2694.11,1040.63
54421,frame_054421.png,72.17,84.63,5.782,5.946,0.0,0.0,2683.62,1041.9
54481,frame_054481.png,71.9,83.85,6.216,6.615,0.0,0.0,2636.81,1039.18
54541,frame_054541.png,72.94,84.19,6.401,6.514,0.0,0.0,2612.14,1036.04
54601,frame_054601.png,70.59,82.35,6.238,6.66,0.0,0.0,2596.66,1006.48
54661,frame_054661.png,70.3,81.48,6.174,6.528,0.0,0.0,2582.8,1008.06
54721,frame_054721.png,72.34,84.47,6.956,7.072,0.0,0.0,2551.0,992.87
54781,frame_054781.png,73.01,85.22,6.663,6.61,0.0,0.0,2488.76,971.66
54841,frame_054841.png,70.36,80.85,5.887,5.91,0.0,0.0,2479.87,969.43
54901,frame_054901.png,69.58,79.97,5.979,6.328,0.0,0.0,2516.76,983.12
54961,frame_054961.png,69.77,80.6,5.995,6.721,0.0,0.0,2513.87,971.72
55021,frame_055021.png,69.74,80.05,5.774,6.724,0.0,0.0,2492.6,943.27
55081,frame_055081.png,69.3,79.05,5.569,5.988,0.0,0.0,2464.68,934.47
55141,frame_055141.png,66.91,76.01,5.45,5.945,0.0,0.0,2482.29,945.22
55201,frame_055201.png,66.66,76.82,5.403,5.863,0.0,0.0,2460.87,948.89
55261,frame_055261.png,67.75,76.59,5.665,6.363,0.0,0.0,2384.57,926.68
55321,frame_055321.png,65.99,76.2,4.917,4.9,0.0,0.0,2399.61,928.95
55381,frame_055381.png,66.28,78.37,4.792,4.542,0.0,0.0,2409.66,899.4
55441,frame_055441.png,62.86,73.52,4.788,4.585,0.0,0.0,2367.17,910.35
55501,frame_055501.png,62.43,72.31,5.01,4.615,0.0,0.0,2322.39,897.31
