frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud
73981,frame_073981.png,44.41,53.37,6.994,6.208,1.4826,1.4826,765.14,171.02
74041,frame_074041.png,34.98,42.51,6.134,5.802,1.4826,1.4826,721.7,166.27
74101,frame_074101.png,34.59,40.27,5.955,5.516,1.4826,1.4826,678.76,140.62
74161,frame_074161.png,30.81,38.24,5.574,5.248,2.9652,1.4826,934.08,279.75
74221,frame_074221.png,48.59,53.76,6.532,6.783,1.4826,1.4826,793.28,210.45
74281,frame_074281.png,41.09,44.77,6.046,5.653,1.4826,1.4826,725.22,241.82
74341,frame_074341.png,49.52,54.01,6.472,6.029,1.4826,1.4826,500.61,89.83
74401,frame_074401.png,31.74,37.16,5.254,5.203,2.9652,1.4826,780.88,180.44
74461,frame_074461.png,34.18,41.9,5.581,5.501,1.4826,1.4826,744.07,164.34
74521,frame_074521.png,41.81,43.29,5.99,5.779,1.4826,1.4826,673.4,245.09
74581,frame_074581.png,43.62,39.27,4.956,4.658,2.9652,2.9652,377.04,148.33
74641,frame_074641.png,28.83,40.83,6.333,6.518,2.9652,2.9652,785.4,180.4
74701,frame_074701.png,31.93,39.17,5.683,5.669,2.9652,2.9652,835.72,197.07
74761,frame_074761.png,60.98,70.01,8.592,7.709,1.4826,1.4826,934.57,270.98
74821,frame_074821.png,38.96,42.62,5.541,5.41,1.4826,1.4826,2139.35,960.98
74881,frame_074881.png,32.75,35.48,6.072,5.608,1.4826,1.4826,2464.45,971.06
74941,frame_074941.png,31.48,33.35,5.071,4.322,2.9652,2.9652,1383.1,512.26
75001,frame_075001.png,34.73,36.63,4.486,4.256,4.4477,4.4477,1529.01,639.81
75061,frame_075061.png,33.47,41.59,5.542,5.505,1.4826,1.4826,1165.57,359.22
75121,frame_075121.png,39.96,48.21,7.001,6.825,1.4826,1.4826,972.11,249.4
75181,frame_075181.png,40.24,51.22,7.001,6.543,1.4826,1.4826,968.21,242.83
75241,frame_075241.png,43.34,52.95,7.425,7.355,1.4826,1.4826,853.38,233.64
75301,frame_075301.png,43.61,50.67,6.325,5.838,1.4826,1.4826,757.6,226.75
75361,frame_075361.png,51.44,57.56,6.127,6.268,1.4826,1.4826,907.37,261.99
75421,frame_075421.png,51.35,59.55,8.367,7.392,1.4826,1.4826,920.59,260.92
75481,frame_075481.png,54.35,57.97,8.474,6.295,7.4129,5.9303,1705.28,818.62
75541,frame_075541.png,41.55,37.06,7.839,5.604,7.4129,7.4129,1702.91,825.34
75601,frame_075601.png,35.13,27.23,7.961,5.641,8.8955,8.8955,1419.78,718.36
75661,frame_075661.png,62.87,65.43,10.871,7.131,4.4477,4.4477,1425.88,674.66
75721,frame_075721.png,75.74,69.35,9.884,7.254,7.4129,7.4129,1798.75,909.78
75781,frame_075781.png,45.11,54.79,7.306,5.751,2.9652,2.9652,1096.64,414.71
75841,frame_075841.png,95.93,103.15,10.021,6.772,2.9652,2.9652,2060.02,1123.91
75901,frame_075901.png,63.76,53.87,6.345,5.533,22.2387,20.7561,3256.6,2096.02
75961,frame_075961.png,59.04,67.89,10.221,7.869,1.4826,1.4826,963.87,286.73
76021,frame_076021.png,53.11,54.24,7.583,7.014,1.4826,1.4826,820.91,290.35
76081,frame_076081.png,38.86,44.27,5.412,5.376,2.9652,1.4826,1504.79,541.1
76141,frame_076141.png,36.09,41.88,5.242,5.235,2.9652,2.9652,1693.86,585.29
76201,frame_076201.png,47.11,52.68,5.908,5.778,1.4826,1.4826,1210.44,421.7
76261,frame_076261.png,52.6,49.01,6.206,5.223,1.4826,1.4826,961.74,521.22
76321,frame_076321.png,94.47,109.92,22.48,26.57,0.0,0.0,302.43,4.33
76381,frame_076381.png,44.72,51.91,5.053,5.779,1.4826,1.4826,2154.28,890.56
76441,frame_076441.png,43.68,54.06,5.701,5.871,1.4826,1.4826,1818.64,703.82
76501,frame_076501.png,47.24,62.84,8.126,8.078,1.4826,1.4826,2216.36,871.84
76561,frame_076561.png,52.92,69.83,8.672,8.71,1.4826,1.4826,2129.04,855.37
76621,frame_076621.png,71.71,83.42,6.198,7.206,0.0,0.0,2487.24,925.45
76681,frame_076681.png,65.16,76.63,5.323,5.984,0.0,0.0,2517.35,940.77
76741,frame_076741.png,59.76,69.71,4.725,5.141,0.0,0.0,2515.97,971.48
76801,frame_076801.png,48.47,57.39,5.703,6.11,1.4826,1.4826,1852.46,785.28
76861,frame_076861.png,65.03,76.34,4.748,5.613,0.0,0.0,2623.52,1016.24
76921,frame_076921.png,69.35,80.53,4.491,5.226,0.0,0.0,2629.39,973.55
76981,frame_076981.png,68.59,81.22,6.364,6.46,0.0,0.0,2644.84,1036.29
77041,frame_077041.png,69.32,82.3,6.403,6.322,0.0,0.0,2718.16,1040.15
77101,frame_077101.png,72.09,85.26,6.899,6.624,0.0,0.0,2396.06,1029.17
77161,frame_077161.png,71.99,85.21,7.122,6.582,0.0,0.0,2651.07,1039.29
77221,frame_077221.png,71.34,84.06,6.895,6.72,0.0,0.0,2684.79,1053.68
77281,frame_077281.png,73.75,88.29,7.248,7.262,0.0,0.0,2637.52,1044.82
77341,frame_077341.png,72.45,86.73,6.848,6.788,0.0,0.0,2664.81,1044.11
77401,frame_077401.png,73.87,88.12,6.787,6.494,0.0,0.0,2679.91,1044.38
77461,frame_077461.png,73.22,88.1,6.828,6.454,0.0,0.0,2729.5,1045.98
77521,frame_077521.png,72.7,87.48,7.041,7.084,0.0,0.0,2735.27,1043.93
77581,frame_077581.png,74.78,89.26,7.557,7.178,0.0,0.0,2692.04,1043.62
77641,frame_077641.png,71.78,85.59,6.153,6.132,0.0,0.0,2707.64,1041.3
77701,frame_077701.png,71.11,84.13,5.935,5.974,0.0,0.0,2705.25,1044.94
77761,frame_077761.png,71.42,83.04,5.974,6.004,0.0,0.0,2680.66,1037.82
77821,frame_077821.png,70.11,81.18,5.726,5.929,0.0,0.0,2631.7,1034.05
77881,frame_077881.png,70.72,80.91,5.797,6.04,0.0,0.0,2621.06,1023.86
77941,frame_077941.png,70.77,82.89,6.159,6.735,0.0,0.0,2599.86,1014.51
78001,frame_078001.png,69.69,80.9,6.091,14.934,0.0,0.0,2560.85,999.94
78061,frame_078061.png,69.88,80.89,6.049,6.245,0.0,0.0,2541.14,985.4
78121,frame_078121.png,70.41,81.29,6.174,6.474,0.0,0.0,2488.87,968.14
78181,frame_078181.png,71.21,81.94,6.274,6.402,0.0,0.0,2497.81,971.96
78241,frame_078241.png,70.2,80.59,5.985,6.196,0.0,0.0,2492.06,978.92
78301,frame_078301.png,69.68,79.5,5.749,6.176,0.0,0.0,2492.98,958.84
78361,frame_078361.png,68.84,78.92,5.892,6.031,0.0,0.0,2471.29,930.81
78421,frame_078421.png,68.47,78.59,5.656,6.271,0.0,0.0,2482.6,940.01
78481,frame_078481.png,68.78,79.7,11.013,6.288,0.0,0.0,2468.77,948.48
78541,frame_078541.png,66.46,76.26,5.427,5.952,0.0,0.0,2435.22,939.88
78601,frame_078601.png,65.93,75.2,5.038,5.428,0.0,0.0,2324.14,924.63
78661,frame_078661.png,65.46,75.88,4.583,4.608,0.0,0.0,2412.29,924.91
78721,frame_078721.png,63.03,73.48,4.693,4.547,0.0,0.0,2419.24,910.07
78781,frame_078781.png,61.97,72.19,5.072,4.482,0.0,0.0,2373.57,910.49
78841,frame_078841.png,59.71,69.0,4.887,4.484,0.0,0.0,2342.41,900.56
78901,frame_078901.png,59.92,69.27,5.161,4.55,0.0,0.0,2318.54,893.6
78961,frame_078961.png,57.96,65.9,4.855,4.436,0.0,0.0,2310.21,884.61
79021,frame_079021.png,56.45,64.13,5.044,4.386,0.0,0.0,2230.99,855.68
79081,frame_079081.png,53.14,59.76,4.971,4.278,1.4826,0.0,1996.76,691.41
79141,frame_079141.png,57.78,64.5,5.265,4.828,1.4826,0.0,2111.04,842.76
79201,frame_079201.png,54.75,60.46,5.321,4.847,1.4826,1.4826,2094.89,843.95
79261,frame_079261.png,55.81,61.22,5.713,5.074,1.4826,1.4826,2004.87,803.47
79321,frame_079321.png,52.28,58.89,5.539,4.715,1.4826,1.4826,1990.61,765.87
79381,frame_079381.png,49.48,56.36,5.644,5.084,1.4826,1.4826,1987.49,787.04
79441,frame_079441.png,50.38,58.45,6.454,5.541,1.4826,1.4826,1883.72,746.95
79501,frame_079501.png,44.73,48.46,5.168,4.466,1.4826,1.4826,1913.23,774.34
79561,frame_079561.png,42.36,46.25,4.846,4.382,2.9652,1.4826,1835.96,717.59
79621,frame_079621.png,38.48,42.83,5.044,4.456,2.9652,2.9652,1752.05,643.01
79681,frame_079681.png,42.47,46.72,4.771,4.689,2.9652,2.9652,1859.24,722.0
79741,frame_079741.png,45.04,49.93,4.962,4.846,2.9652,1.4826,1819.54,718.67
79801,frame_079801.png,59.18,63.73,7.216,6.16,1.4826,1.4826,1246.18,630.41
79861,frame_079861.png,49.59,50.76,6.581,6.215,1.4826,1.4826,1305.82,532.83
79921,frame_079921.png,35.15,38.58,5.207,4.956,2.9652,2.9652,1695.62,667.16
79981,frame_079981.png,66.64,72.5,8.578,7.384,1.4826,1.4826,889.0,342.65
80041,frame_080041.png,37.43,40.75,5.373,5.185,1.4826,1.4826,1632.16,634.02
80101,frame_080101.png,38.19,47.64,5.646,5.951,1.4826,1.4826,1884.63,714.22
80161,frame_080161.png,37.88,46.36,5.727,5.286,1.4826,1.4826,1873.36,716.24
80221,frame_080221.png,47.9,59.23,8.224,7.578,1.4826,1.4826,1331.8,455.39
80281,frame_080281.png,59.6,64.1,9.689,7.686,1.4826,1.4826,1005.65,410.65
80341,frame_080341.png,36.74,41.96,6.032,5.678,1.4826,1.4826,1658.57,609.04
80401,frame_080401.png,94.06,108.47,20.489,24.311,0.0,0.0,333.89,9.39
80461,frame_080461.png,43.74,41.23,5.849,5.048,2.9652,2.9652,1053.2,556.11
80521,frame_080521.png,39.92,39.25,5.81,5.074,2.9652,2.9652,1424.88,649.89
80581,frame_080581.png,36.97,38.08,5.708,5.076,2.9652,2.9652,1497.2,627.21
80641,frame_080641.png,93.22,110.81,19.174,21.889,0.0,0.0,346.38,8.9
80701,frame_080701.png,28.78,31.26,5.087,4.939,2.9652,2.9652,1492.2,535.99
80761,frame_080761.png,54.44,52.53,6.709,6.072,2.9652,2.9652,949.73,488.45
80821,frame_080821.png,34.56,38.57,5.422,5.389,2.9652,2.9652,1560.74,587.82
80881,frame_080881.png,39.43,40.05,5.841,5.121,2.9652,2.9652,1155.04,435.47
80941,frame_080941.png,36.02,36.56,5.233,4.937,2.9652,2.9652,1193.29,468.87
81001,frame_081001.png,36.62,39.22,5.601,4.8,2.9652,2.9652,1101.31,408.86
81061,frame_081061.png,58.03,51.91,6.587,5.52,2.9652,2.9652,580.54,354.46
81121,frame_081121.png,54.35,52.87,5.913,5.472,1.4826,1.4826,1920.54,942.39
81181,frame_081181.png,56.4,53.61,6.088,5.992,4.4477,4.4477,1484.13,745.37
81241,frame_081241.png,49.82,51.56,6.955,6.177,2.9652,2.9652,1479.77,763.61
81301,frame_081301.png,50.96,47.5,6.268,5.683,4.4477,4.4477,725.55,427.39
81361,frame_081361.png,54.92,56.8,6.189,5.723,1.4826,1.4826,2072.56,970.17
81421,frame_081421.png,80.8,81.47,11.326,10.273,0.0,0.0,272.25,8.01
81481,frame_081481.png,27.03,28.32,4.6,4.163,2.9652,2.9652,1311.89,461.7
81541,frame_081541.png,40.4,42.6,6.337,5.501,2.9652,2.9652,1141.13,430.09
81601,frame_081601.png,27.58,32.54,4.363,4.294,2.9652,2.9652,1322.43,487.05
81661,frame_081661.png,38.05,39.37,5.857,4.993,2.9652,2.9652,1213.14,461.77
81721,frame_081721.png,27.69,31.28,4.841,4.617,2.9652,2.9652,1249.66,467.26
81781,frame_081781.png,51.57,50.19,6.93,6.12,1.4826,1.4826,960.71,534.7
81841,frame_081841.png,48.13,49.91,6.436,5.838,1.4826,1.4826,1118.68,551.58
81901,frame_081901.png,52.15,51.62,6.384,5.848,1.4826,1.4826,896.14,490.19
81961,frame_081961.png,36.04,37.99,5.664,4.853,2.9652,2.9652,1304.71,486.23
82021,frame_082021.png,28.06,33.62,4.946,4.753,2.9652,2.9652,1367.5,469.07
82081,frame_082081.png,52.94,59.39,7.582,6.665,1.4826,1.4826,537.34,97.53
82141,frame_082141.png,35.65,42.7,5.476,5.311,2.9652,2.9652,1261.88,441.38
82201,frame_082201.png,55.93,56.4,7.819,6.897,1.4826,1.4826,914.02,389.45
82261,frame_082261.png,33.36,35.36,4.825,4.53,2.9652,2.9652,1280.92,423.44
82321,frame_082321.png,77.67,66.97,8.836,8.499,1.4826,1.4826,305.99,20.26
82381,frame_082381.png,40.91,43.64,5.884,5.593,2.9652,2.9652,965.53,332.11
82441,frame_082441.png,38.49,38.8,5.64,5.077,2.9652,2.9652,834.98,303.3
82501,frame_082501.png,35.5,36.99,5.228,4.72,2.9652,2.9652,1336.82,488.99
82561,frame_082561.png,40.1,44.72,6.163,5.526,2.9652,2.9652,1288.06,433.57
82621,frame_082621.png,33.31,36.15,4.892,4.493,2.9652,2.9652,1353.37,509.36
82681,frame_082681.png,36.07,39.05,5.173,4.839,2.9652,2.9652,1356.5,515.94
82741,frame_082741.png,37.33,40.15,5.287,4.858,2.9652,2.9652,1247.59,448.07
82801,frame_082801.png,40.38,43.59,5.992,5.599,1.4826,1.4826,1404.42,540.91
82861,frame_082861.png,35.58,41.39,5.326,5.095,2.9652,2.9652,982.65,279.15
82921,frame_082921.png,39.46,42.28,5.544,5.088,2.9652,2.9652,1377.99,502.31
82981,frame_082981.png,37.32,39.55,5.203,4.901,2.9652,2.9652,1367.68,479.88
83041,frame_083041.png,90.79,107.43,21.422,29.172,0.0,0.0,453.2,16.77
83101,frame_083101.png,37.26,45.31,5.629,5.502,2.9652,1.4826,1068.93,339.56
83161,frame_083161.png,55.26,57.25,6.745,6.54,1.4826,1.4826,709.93,291.35
83221,frame_083221.png,35.67,40.69,5.738,5.463,2.9652,2.9652,1382.8,494.27
83281,frame_083281.png,27.9,32.35,4.399,4.58,2.9652,2.9652,1400.07,469.13
83341,frame_083341.png,57.12,59.74,7.878,6.047,1.4826,1.4826,751.61,369.7
83401,frame_083401.png,42.67,47.92,6.126,5.644,1.4826,1.4826,1108.29,366.01
83461,frame_083461.png,53.29,55.25,6.584,6.123,1.4826,1.4826,1107.62,503.14
83521,frame_083521.png,33.13,40.36,5.147,4.994,2.9652,1.4826,1512.59,557.73
83581,frame_083581.png,37.77,44.09,5.568,5.291,1.4826,1.4826,1313.86,459.44
83641,frame_083641.png,46.76,57.48,9.649,7.0,1.4826,1.4826,1230.53,449.75
83701,frame_083701.png,52.9,49.52,5.682,5.184,5.9303,4.4477,849.53,412.48
83761,frame_083761.png,47.15,45.41,11.898,8.319,2.9652,2.9652,1013.01,448.5
83821,frame_083821.png,31.64,35.21,4.469,4.433,2.9652,2.9652,1280.55,426.94
83881,frame_083881.png,31.32,35.58,4.912,4.81,2.9652,2.9652,1212.29,367.41
83941,frame_083941.png,43.3,44.03,5.814,5.453,2.9652,2.9652,799.94,277.54
84001,frame_084001.png,48.27,51.63,7.189,6.661,1.4826,1.4826,800.9,305.26
84061,frame_084061.png,49.23,47.8,6.854,6.059,2.9652,2.9652,652.59,300.39
84121,frame_084121.png,50.5,49.22,6.96,5.769,2.9652,2.9652,591.68,317.95
84181,frame_084181.png,27.36,31.06,3.941,4.16,4.4477,4.4477,855.14,244.59
84241,frame_084241.png,32.46,37.73,4.89,4.639,4.4477,2.9652,959.32,318.2
84301,frame_084301.png,30.39,33.11,4.722,4.269,2.9652,2.9652,1075.92,353.7
84361,frame_084361.png,39.81,37.02,5.478,5.001,4.4477,2.9652,700.23,340.87
84421,frame_084421.png,36.23,38.69,5.174,4.699,4.4477,4.4477,898.2,289.46
84481,frame_084481.png,37.0,48.41,6.621,6.235,2.9652,1.4826,533.55,67.4
84541,frame_084541.png,56.79,58.94,8.266,7.73,1.4826,1.4826,310.44,43.17
84601,frame_084601.png,42.45,42.94,6.145,5.567,2.9652,2.9652,752.79,249.84
84661,frame_084661.png,32.63,36.33,5.228,4.825,2.9652,2.9652,938.88,277.25
84721,frame_084721.png,56.49,68.92,8.726,7.433,1.4826,1.4826,482.66,43.71
84781,frame_084781.png,31.13,33.95,5.041,4.478,2.9652,2.9652,1144.62,387.78
84841,frame_084841.png,35.09,38.1,5.275,4.774,2.9652,2.9652,976.21,333.05
84901,frame_084901.png,68.35,67.34,8.268,6.61,1.4826,1.4826,497.24,317.64
84961,frame_084961.png,52.08,48.55,6.902,6.07,2.9652,2.9652,840.13,436.63
85021,frame_085021.png,74.79,74.8,9.248,8.638,1.4826,1.4826,326.53,49.65
85081,frame_085081.png,28.54,30.41,4.244,4.321,4.4477,4.4477,1035.46,345.19
85141,frame_085141.png,32.9,31.22,5.24,4.95,2.9652,2.9652,1031.43,536.86
85201,frame_085201.png,41.81,39.11,5.878,5.245,2.9652,2.9652,659.73,324.32
85261,frame_085261.png,92.9,102.02,22.015,27.862,0.0,0.0,223.77,22.46
85321,frame_085321.png,30.8,30.95,4.762,4.468,2.9652,2.9652,840.63,210.64
85381,frame_085381.png,57.35,55.78,6.252,5.583,1.4826,1.4826,803.55,438.67
85441,frame_085441.png,53.82,52.69,6.253,5.462,2.9652,1.4826,864.06,429.78
85501,frame_085501.png,41.41,44.98,5.87,5.729,2.9652,2.9652,1197.93,481.83
85561,frame_085561.png,24.01,25.12,4.72,4.663,2.9652,2.9652,1230.13,407.82
85621,frame_085621.png,38.66,43.03,5.844,5.637,2.9652,2.9652,1190.04,470.11
85681,frame_085681.png,35.81,39.32,5.295,5.128,2.9652,2.9652,1182.36,443.07
85741,frame_085741.png,43.62,47.5,5.994,5.48,2.9652,2.9652,1109.72,513.13
85801,frame_085801.png,30.48,31.39,4.645,4.497,2.9652,2.9652,1258.98,419.13
85861,frame_085861.png,88.01,76.77,15.461,10.073,0.0,0.0,188.5,7.67
85921,frame_085921.png,45.5,50.12,5.46,5.493,1.4826,1.4826,1172.39,406.84
85981,frame_085981.png,32.53,34.32,4.199,4.434,2.9652,2.9652,1322.53,446.3
86041,frame_086041.png,94.85,104.34,16.943,16.587,0.0,0.0,205.64,10.5
86101,frame_086101.png,94.52,108.58,22.642,28.696,0.0,0.0,366.94,9.83
86161,frame_086161.png,39.02,41.39,4.615,4.74,1.4826,1.4826,1188.41,392.83
86221,frame_086221.png,47.51,44.78,6.41,5.639,1.4826,1.4826,907.94,388.31
86281,frame_086281.png,37.4,41.37,5.106,5.3,2.9652,2.9652,1243.84,503.85
86341,frame_086341.png,40.87,45.24,5.378,5.28,2.9652,2.9652,1688.45,602.72
86401,frame_086401.png,41.07,41.37,6.424,5.926,1.4826,1.4826,915.08,324.19
86461,frame_086461.png,36.58,36.59,6.447,5.876,2.9652,2.9652,985.05,378.05
86521,frame_086521.png,34.74,37.05,6.192,5.253,2.9652,2.9652,1174.65,395.12
86581,frame_086581.png,36.37,43.37,6.019,5.366,2.9652,1.4826,1121.35,352.26
86641,frame_086641.png,44.47,47.34,5.941,5.605,2.9652,2.9652,1457.84,604.27
86701,frame_086701.png,32.42,37.15,5.826,5.513,2.9652,2.9652,1367.89,536.08
86761,frame_086761.png,48.51,51.02,6.755,5.871,1.4826,1.4826,1149.28,405.35
86821,frame_086821.png,26.62,28.56,4.156,4.192,4.4477,2.9652,1373.38,468.39
86881,frame_086881.png,95.01,108.07,22.932,29.217,0.0,0.0,472.26,12.34
86941,frame_086941.png,40.89,43.96,5.387,4.808,2.9652,1.4826,1400.94,476.87
87001,frame_087001.png,38.47,42.85,4.912,4.588,2.9652,2.9652,1421.71,526.9
87061,frame_087061.png,91.41,104.48,20.521,24.141,0.0,0.0,296.14,13.52
87121,frame_087121.png,28.9,30.24,4.483,4.265,2.9652,2.9652,1425.15,498.54
87181,frame_087181.png,39.83,40.92,5.229,4.839,2.9652,2.9652,1371.26,593.49
87241,frame_087241.png,44.01,47.9,6.624,5.656,2.9652,2.9652,1116.41,370.66
87301,frame_087301.png,59.43,56.72,7.281,6.361,1.4826,1.4826,634.21,389.41
87361,frame_087361.png,43.94,49.5,5.788,5.8,1.4826,1.4826,886.17,343.27
87421,frame_087421.png,26.92,34.07,5.135,4.917,2.9652,2.9652,1068.32,322.67
87481,frame_087481.png,57.65,65.53,8.626,7.167,1.4826,1.4826,425.36,81.22
87541,frame_087541.png,30.04,40.87,6.742,6.052,1.4826,1.4826,637.17,106.59
87601,frame_087601.png,30.15,41.94,6.41,6.293,1.4826,1.4826,637.08,99.11
87661,frame_087661.png,50.7,63.61,10.095,8.637,1.4826,1.4826,601.61,88.79
87721,frame_087721.png,53.2,61.48,6.49,5.972,1.4826,1.4826,2344.06,1079.1
87781,frame_087781.png,39.21,52.11,11.588,9.847,1.4826,1.4826,646.23,102.96
87841,frame_087841.png,23.04,33.47,7.387,6.356,2.9652,2.9652,650.71,104.5
87901,frame_087901.png,21.91,30.95,7.621,6.495,2.9652,2.9652,660.72,108.19
87961,frame_087961.png,39.59,49.22,6.574,6.276,1.4826,1.4826,1257.84,404.72
88021,frame_088021.png,34.99,42.05,5.436,5.579,1.4826,1.4826,1234.83,403.05
88081,frame_088081.png,26.65,29.67,3.928,4.163,4.4477,2.9652,1395.14,466.24
88141,frame_088141.png,33.63,36.67,4.659,4.5,2.9652,2.9652,1380.1,502.65
88201,frame_088201.png,42.83,45.25,5.942,5.442,1.4826,1.4826,1189.49,490.28
88261,frame_088261.png,47.73,46.71,6.877,6.313,2.9652,1.4826,891.14,357.93
88321,frame_088321.png,93.36,102.93,13.864,15.002,0.0,0.0,225.19,12.89
88381,frame_088381.png,36.77,40.19,5.229,4.988,2.9652,2.9652,1097.59,337.07
88441,frame_088441.png,47.53,46.42,5.6,5.041,2.9652,2.9652,890.71,469.05
88501,frame_088501.png,39.64,41.61,5.396,4.696,2.9652,2.9652,1084.48,413.24
88561,frame_088561.png,31.54,37.92,5.325,5.174,2.9652,2.9652,857.62,245.55
88621,frame_088621.png,37.57,36.17,4.919,4.462,2.9652,2.9652,977.84,498.39
88681,frame_088681.png,45.7,48.3,5.688,5.316,2.9652,2.9652,1219.77,493.31
88741,frame_088741.png,56.92,57.65,5.697,5.213,2.9652,2.9652,1382.86,641.57
88801,frame_088801.png,67.55,74.87,8.089,5.653,0.0,0.0,1815.19,791.29
88861,frame_088861.png,44.2,43.61,5.2,4.975,2.9652,2.9652,1410.55,653.49
88921,frame_088921.png,28.32,27.9,4.396,4.305,4.4477,2.9652,1541.91,574.59
88981,frame_088981.png,30.71,33.55,4.419,4.375,2.9652,2.9652,1693.23,659.44
89041,frame_089041.png,26.95,30.74,4.447,4.181,4.4477,2.9652,1698.88,638.88
89101,frame_089101.png,48.82,52.55,6.087,5.892,2.9652,2.9652,1214.49,592.14
89161,frame_089161.png,48.0,50.23,6.026,5.584,2.9652,2.9652,1168.45,597.68
89221,frame_089221.png,27.89,31.16,4.691,4.554,4.4477,2.9652,1591.17,660.27
89281,frame_089281.png,28.71,31.71,4.964,4.436,4.4477,2.9652,1468.72,573.57
89341,frame_089341.png,46.99,44.59,6.302,5.289,2.9652,2.9652,1051.65,556.09
89401,frame_089401.png,56.57,62.68,5.631,5.263,1.4826,1.4826,1876.28,767.67
89461,frame_089461.png,49.37,55.69,4.829,4.516,1.4826,1.4826,1995.59,778.65
89521,frame_089521.png,53.04,57.14,4.975,4.763,1.4826,1.4826,1899.81,717.15
89581,frame_089581.png,54.96,62.0,5.481,5.022,1.4826,1.4826,1791.1,705.13
89641,frame_089641.png,59.43,66.06,6.096,5.9,1.4826,1.4826,1679.53,683.13
89701,frame_089701.png,52.83,55.51,6.354,5.846,1.4826,1.4826,1312.75,557.07
89761,frame_089761.png,39.14,43.55,5.472,5.401,2.9652,2.9652,1384.78,511.58
89821,frame_089821.png,37.86,40.4,5.607,5.183,2.9652,2.9652,1039.55,354.53
89881,frame_089881.png,39.38,41.27,6.001,5.3,2.9652,2.9652,1011.35,391.74
89941,frame_089941.png,62.55,69.34,9.641,7.554,1.4826,1.4826,797.4,413.36
90001,frame_090001.png,41.74,48.83,7.233,6.334,1.4826,1.4826,971.26,314.6
90061,frame_090061.png,62.36,62.02,7.961,7.033,1.4826,1.4826,683.4,376.53
90121,frame_090121.png,58.67,56.1,7.774,6.886,1.4826,1.4826,703.22,377.6
90181,frame_090181.png,22.34,25.87,4.843,4.754,4.4477,2.9652,1175.21,387.48
90241,frame_090241.png,34.67,40.63,5.31,5.22,2.9652,2.9652,1216.24,474.1
90301,frame_090301.png,39.64,41.03,5.318,5.208,2.9652,2.9652,1128.3,548.96
90361,frame_090361.png,31.0,35.21,5.805,5.383,2.9652,2.9652,921.43,261.11
90421,frame_090421.png,49.92,47.52,6.207,5.34,1.4826,1.4826,492.58,199.21
90481,frame_090481.png,35.53,42.66,6.36,6.388,1.4826,1.4826,811.38,190.85
90541,frame_090541.png,33.12,43.04,6.467,6.49,1.4826,1.4826,810.6,196.12
90601,frame_090601.png,37.13,45.37,6.215,5.962,1.4826,1.4826,859.62,236.35
90661,frame_090661.png,26.49,33.43,4.602,4.621,2.9652,2.9652,962.93,269.76
90721,frame_090721.png,31.74,39.77,5.819,5.192,2.9652,2.9652,785.15,187.08
90781,frame_090781.png,32.81,42.44,6.203,5.665,2.9652,2.9652,790.08,185.37
90841,frame_090841.png,28.3,39.49,6.281,5.979,2.9652,1.4826,503.53,48.34
90901,frame_090901.png,32.65,44.7,6.948,6.163,1.4826,1.4826,498.33,47.05
90961,frame_090961.png,34.44,48.72,6.837,6.249,1.4826,1.4826,744.17,167.99
91021,frame_091021.png,103.55,100.76,16.595,24.818,0.0,0.0,2221.14,1017.8
91081,frame_091081.png,73.31,76.92,11.991,8.305,0.0,0.0,901.07,296.98
91141,frame_091141.png,45.64,44.78,7.345,6.356,1.4826,1.4826,1471.36,612.77
91201,frame_091201.png,47.57,50.91,6.83,6.91,1.4826,1.4826,1460.99,620.69
91261,frame_091261.png,33.31,34.81,6.312,6.258,1.4826,1.4826,1577.56,746.83
91321,frame_091321.png,53.5,57.21,7.246,6.356,1.4826,1.4826,894.49,393.36
91381,frame_091381.png,55.16,59.8,6.824,6.649,1.4826,1.4826,1306.99,621.65
91441,frame_091441.png,51.63,67.87,10.319,10.608,1.4826,1.4826,1787.6,692.04
91501,frame_091501.png,52.15,63.87,9.775,9.603,1.4826,1.4826,1343.59,452.6
91561,frame_091561.png,42.82,51.3,7.762,7.117,1.4826,1.4826,1163.57,420.14
91621,frame_091621.png,34.86,37.52,6.981,5.925,1.4826,1.4826,1098.47,386.1
91681,frame_091681.png,35.28,38.37,7.217,6.776,2.9652,1.4826,1250.77,534.77
91741,frame_091741.png,45.97,48.31,7.699,7.091,1.4826,1.4826,1372.84,679.39
91801,frame_091801.png,29.22,27.81,5.473,5.274,2.9652,2.9652,1437.65,744.32
91861,frame_091861.png,40.0,40.91,6.278,6.681,1.4826,1.4826,1403.19,698.19
91921,frame_091921.png,40.05,37.93,6.652,6.276,1.4826,1.4826,1452.67,747.21
91981,frame_091981.png,44.11,45.26,6.849,6.838,1.4826,1.4826,1466.73,759.79
92041,frame_092041.png,40.02,40.85,6.634,6.99,1.4826,1.4826,1515.14,772.75
92101,frame_092101.png,42.94,44.72,5.917,6.013,1.4826,1.4826,1584.0,797.28
92161,frame_092161.png,56.17,60.66,8.724,7.558,1.4826,1.4826,1267.42,589.94
92221,frame_092221.png,46.7,49.98,7.275,6.88,1.4826,1.4826,1671.38,826.57
92281,frame_092281.png,47.38,47.06,5.575,5.775,1.4826,1.4826,1828.01,933.01
