frame_idx,nombre_archivo,mae_hud,mae_termico,sobel_energia,var_lap_sin_hud,var_lap_denoised,sigma_orig,sigma_sin_hud,sigma_denoised
9117,frame_74128.png,16.0535,19.9829,172.586,9780.42,2105.2,87.4722,63.7509,34.0993
9118,frame_74129.png,15.6165,19.1281,165.492,9201.96,2060.92,81.5419,59.3032,34.0993
9119,frame_74130.png,16.113,20.2813,171.751,9672.93,2004.23,87.4722,62.2683,32.6168
9120,frame_74131.png,17.4987,21.2636,178.254,11789.45,2004.88,102.298,66.7161,32.6168
9121,frame_74132.png,16.6052,20.4101,174.341,10490.46,1957.72,90.4374,63.7509,32.6168
9122,frame_74133.png,15.772,19.0812,164.076,9303.56,1973.8,80.0593,57.8206,32.6168
9123,frame_74134.png,16.1509,20.1579,170.656,9570.96,2024.27,85.9896,62.2683,34.0993
9124,frame_74135.png,15.765,19.566,165.008,9227.45,2030.11,83.0245,59.3032,32.6168
9125,frame_74136.png,15.9835,19.6223,169.335,9364.24,1935.42,85.9896,60.7858,32.6168
9126,frame_74137.png,15.5947,18.9179,164.97,9177.51,1898.95,81.5419,59.3032,32.6168
9127,frame_74138.png,16.1679,20.1822,172.595,9812.79,1945.65,87.4722,63.7509,32.6168
9128,frame_74139.png,15.7354,19.4203,165.11,9231.35,2050.6,81.5419,59.3032,32.6168
9129,frame_74140.png,16.0802,19.9489,171.546,9676.76,2085.12,85.9896,63.7509,34.0993
9130,frame_74141.png,15.6303,18.5772,165.081,9182.87,2081.44,83.0245,57.8206,34.0993
9131,frame_74142.png,16.1289,19.6398,172.783,9793.47,2175.6,87.4722,63.7509,34.0993
9132,frame_74143.png,15.8705,19.1773,168.265,9591.2,2101.76,84.507,60.7858,34.0993
9133,frame_74144.png,16.3041,19.9075,173.188,9966.38,2039.42,87.4722,63.7509,34.0993
9134,frame_74145.png,15.8962,19.5721,167.857,9605.78,2018.44,84.507,60.7858,32.6168
9135,frame_74146.png,16.0616,19.9306,171.055,9666.55,1927.77,87.4722,62.2683,32.6168
9136,frame_74147.png,15.782,19.3614,167.118,9546.36,1938.04,81.5419,60.7858,32.6168
9137,frame_74148.png,16.0245,20.1593,171.154,9751.04,1865.66,85.9896,63.7509,32.6168
9138,frame_74149.png,15.6409,19.4022,165.298,9307.92,1884.18,81.5419,59.3032,32.6168
9139,frame_74150.png,16.0819,20.4423,171.026,9727.7,1874.03,87.4722,63.7509,32.6168
9140,frame_74151.png,15.5023,19.445,164.636,9070.31,1951.1,83.0245,57.8206,32.6168
9141,frame_74152.png,16.1003,20.1269,172.742,9873.13,1964.16,88.9548,65.2335,32.6168
9142,frame_74153.png,15.6329,18.9017,166.551,9420.1,1923.92,83.0245,60.7858,32.6168
9143,frame_74154.png,16.0559,19.9519,171.913,9823.36,2007.16,87.4722,63.7509,34.0993
9144,frame_74155.png,15.6742,19.9119,164.518,9235.93,2029.61,83.0245,59.3032,34.0993
9145,frame_74156.png,15.891,19.5023,168.606,9393.38,2046.76,87.4722,60.7858,34.0993
9146,frame_74157.png,15.6491,18.7567,164.628,9289.71,2020.07,81.5419,59.3032,34.0993
9147,frame_74158.png,16.0215,19.3166,169.236,9603.57,2028.52,87.4722,62.2683,34.0993
9148,frame_74159.png,15.477,19.0338,162.801,9044.56,1923.7,81.5419,57.8206,32.6168
9149,frame_74160.png,15.8552,20.5061,169.097,9467.03,1836.38,85.9896,62.2683,31.1342
9150,frame_74161.png,17.1339,21.3747,173.755,11497.45,1769.48,102.298,59.3032,31.1342
9151,frame_74162.png,16.3698,22.8126,170.947,10206.68,1677.45,90.4374,56.338,29.6516
9152,frame_74163.png,15.3795,19.7088,160.99,9048.6,1726.6,81.5419,50.4077,29.6516
9153,frame_74164.png,15.8617,21.4604,167.393,9315.04,1753.24,87.4722,54.8554,28.169
9154,frame_74165.png,15.599,21.5371,163.214,9160.8,1674.9,84.507,53.3729,29.6516
9155,frame_74166.png,15.5937,25.1775,162.309,9147.22,1547.58,88.9548,47.4426,28.169
9156,frame_74167.png,16.1712,24.3883,159.542,9322.28,1504.84,87.4722,45.96,28.169
9157,frame_74168.png,13.0593,27.7025,187.415,11547.72,1436.56,85.9896,62.2683,28.169
9158,frame_74169.png,8.1408,30.3805,147.46,7973.36,1290.41,50.4077,41.5122,26.6864
9159,frame_74170.png,7.4953,20.893,144.183,6862.17,1172.41,50.4077,41.5122,25.2039
9160,frame_74171.png,6.8748,16.8744,131.378,5539.24,1109.07,42.9948,34.0993,22.2387
9161,frame_74172.png,6.7938,17.0365,135.468,5589.0,1027.17,44.4774,35.5819,20.7561
9162,frame_74173.png,6.6038,16.1554,128.681,5158.91,979.37,41.5122,32.6168,20.7561
9163,frame_74174.png,6.834,16.7817,135.25,5726.23,920.92,44.4774,37.0645,19.2735
9164,frame_74175.png,6.6383,15.8747,128.845,5237.82,918.46,41.5122,34.0993,19.2735
9165,frame_74176.png,6.8289,16.3574,134.306,5652.95,890.86,44.4774,35.5819,19.2735
9166,frame_74177.png,6.6374,15.8385,127.135,5187.18,894.31,40.0297,32.6168,19.2735
9167,frame_74178.png,6.6938,16.602,131.495,5324.19,936.81,41.5122,34.0993,19.2735
9168,frame_74179.png,6.506,19.2933,127.609,5114.16,1170.26,40.0297,32.6168,25.2039
9169,frame_74180.png,6.7287,25.8297,135.453,5551.74,1257.61,44.4774,37.0645,26.6864
9170,frame_74181.png,7.5091,27.6942,151.163,6988.26,1253.33,53.3729,42.9948,26.6864
9171,frame_74182.png,18.1756,42.7244,201.303,14018.74,1238.99,108.2283,66.7161,25.2039
9172,frame_74183.png,15.4598,35.6226,163.906,8663.86,1262.65,69.6812,42.9948,25.2039
9173,frame_74184.png,12.6053,19.1626,141.103,5828.13,1298.81,45.96,32.6168,25.2039
9174,frame_74185.png,11.4912,18.4375,129.879,4715.94,1286.57,47.4426,32.6168,25.2039
9175,frame_74186.png,12.0801,16.7792,140.772,5303.73,1138.19,56.338,41.5122,23.7213
9176,frame_74187.png,12.1158,15.99,144.028,5536.8,1181.05,59.3032,44.4774,25.2039
9177,frame_74188.png,12.6341,16.2028,150.76,6066.37,1241.82,63.7509,48.9251,25.2039
9178,frame_74189.png,12.3112,15.4884,145.841,5779.47,1319.21,60.7858,45.96,26.6864
9179,frame_74190.png,12.4173,16.6268,149.56,6017.34,1366.43,63.7509,47.4426,26.6864
9180,frame_74191.png,14.2672,17.673,158.439,7895.09,1404.16,71.1638,50.4077,28.169
9181,frame_74192.png,13.3856,16.0494,152.475,6738.71,1447.48,63.7509,50.4077,28.169
9182,frame_74193.png,12.5931,15.0123,145.363,5940.31,1490.78,59.3032,45.96,28.169
9183,frame_74194.png,12.6594,15.8369,148.481,6050.44,1605.35,62.2683,48.9251,29.6516
9184,frame_74195.png,12.4331,15.4102,145.661,5850.51,1592.21,60.7858,47.4426,28.169
9185,frame_74196.png,12.4674,15.4596,149.785,6075.38,1544.33,63.7509,48.9251,28.169
9186,frame_74197.png,12.3594,15.2098,149.407,6074.53,1542.94,62.2683,50.4077,28.169
9187,frame_74198.png,12.774,15.8353,152.477,6243.94,1547.04,63.7509,50.4077,28.169
9188,frame_74199.png,12.3975,15.6035,149.966,6121.03,1608.22,62.2683,50.4077,29.6516
9189,frame_74200.png,12.6098,15.8142,152.35,6249.27,1622.0,63.7509,51.8903,29.6516
9190,frame_74201.png,12.178,14.8025,147.86,5893.32,1612.49,60.7858,48.9251,29.6516
9191,frame_74202.png,12.6867,15.3599,152.747,6289.26,1672.49,65.2335,51.8903,29.6516
9192,frame_74203.png,12.3445,14.9352,148.845,5982.05,1688.5,62.2683,48.9251,29.6516
9193,frame_74204.png,12.6233,15.4832,152.463,6217.58,1600.5,63.7509,50.4077,29.6516
9194,frame_74205.png,12.1219,15.0272,147.642,5907.16,1565.97,60.7858,48.9251,28.169
9195,frame_74206.png,12.6623,15.6253,151.588,6110.72,1549.64,63.7509,50.4077,28.169
9196,frame_74207.png,12.3243,16.0222,149.421,6020.05,1528.36,60.7858,48.9251,28.169
9197,frame_74208.png,12.5061,15.931,153.582,6307.51,1513.36,63.7509,51.8903,28.169
9198,frame_74209.png,12.4444,15.8258,150.955,6224.1,1493.03,62.2683,50.4077,28.169
9199,frame_74210.png,12.5789,16.1506,153.504,6410.36,1485.28,63.7509,51.8903,28.169
9200,frame_74211.png,12.1223,15.315,147.61,5910.52,1508.03,60.7858,47.4426,28.169
9201,frame_74212.png,12.5221,16.0995,151.715,6209.67,1513.06,63.7509,50.4077,28.169
9202,frame_74213.png,12.2149,15.5267,149.304,6044.33,1524.36,60.7858,48.9251,28.169
9203,frame_74214.png,12.562,15.7437,154.343,6424.37,1536.52,65.2335,51.8903,28.169
9204,frame_74215.png,12.1965,15.2819,148.658,6038.59,1610.39,60.7858,48.9251,29.6516
9205,frame_74216.png,12.5461,15.6382,152.269,6142.05,1685.41,63.7509,50.4077,29.6516
9206,frame_74217.png,12.4626,15.1446,150.831,6114.07,1682.01,62.2683,50.4077,29.6516
9207,frame_74218.png,12.727,15.5163,153.595,6309.36,1670.61,65.2335,51.8903,29.6516
9208,frame_74219.png,12.3896,15.5589,150.718,6160.84,1735.09,62.2683,50.4077,31.1342
9209,frame_74220.png,12.672,16.593,152.236,6271.87,1754.67,63.7509,50.4077,31.1342
9210,frame_74221.png,14.077,16.8187,160.476,8042.31,1683.5,69.6812,51.8903,29.6516
9211,frame_74222.png,13.4634,16.0279,156.464,7060.23,1647.31,66.7161,51.8903,29.6516
9212,frame_74223.png,12.6393,15.2301,149.144,6285.82,1667.27,60.7858,48.9251,29.6516
9213,frame_74224.png,12.5601,16.0205,149.777,6206.17,1714.27,62.2683,48.9251,29.6516
9214,frame_74225.png,12.5232,15.9369,149.692,6148.82,1593.83,62.2683,50.4077,29.6516
9215,frame_74226.png,12.5875,15.8171,152.026,6252.17,1512.95,65.2335,50.4077,28.169
9216,frame_74227.png,12.2957,15.5164,149.999,6117.39,1525.12,62.2683,50.4077,28.169
9217,frame_74228.png,12.5288,16.2101,153.791,6350.02,1506.89,63.7509,51.8903,28.169
9218,frame_74229.png,12.0203,15.6231,147.838,5955.51,1504.56,60.7858,48.9251,28.169
9219,frame_74230.png,12.4585,15.8623,151.772,6212.07,1499.6,63.7509,50.4077,28.169
9220,frame_74231.png,12.0274,15.1347,147.851,5873.1,1520.86,60.7858,48.9251,28.169
9221,frame_74232.png,12.4964,16.1268,154.787,6438.96,1557.24,65.2335,53.3729,28.169
9222,frame_74233.png,12.2493,15.721,150.845,6216.0,1553.67,62.2683,50.4077,28.169
9223,frame_74234.png,12.3727,16.0017,151.844,6231.63,1500.12,63.7509,51.8903,28.169
9224,frame_74235.png,12.1535,15.5803,148.925,6079.15,1482.47,62.2683,50.4077,28.169
9225,frame_74236.png,12.3535,15.795,151.485,6145.01,1460.68,63.7509,50.4077,28.169
9226,frame_74237.png,11.9513,15.8731,148.085,5971.59,1437.94,59.3032,48.9251,28.169
9227,frame_74238.png,12.1673,16.0329,151.49,6164.23,1411.16,62.2683,50.4077,26.6864
9228,frame_74239.png,11.9546,15.3201,146.728,5791.94,1409.92,60.7858,47.4426,28.169
9229,frame_74240.png,12.1721,16.1565,151.127,6098.39,1444.22,63.7509,50.4077,28.169
9230,frame_74241.png,11.9213,15.6217,146.055,5755.61,1444.3,60.7858,47.4426,28.169
9231,frame_74242.png,12.5538,15.7982,150.744,6098.45,1453.25,63.7509,50.4077,28.169
9232,frame_74243.png,12.1446,15.1998,147.847,5941.48,1508.76,60.7858,48.9251,28.169
9233,frame_74244.png,12.5679,15.7527,153.071,6282.62,1494.47,63.7509,51.8903,28.169
9234,frame_74245.png,12.199,15.2997,149.229,6048.65,1505.89,60.7858,48.9251,28.169
9235,frame_74246.png,12.4656,15.8526,151.303,6101.89,1497.98,63.7509,50.4077,28.169
9236,frame_74247.png,12.3662,15.6974,148.513,5982.16,1491.9,60.7858,48.9251,28.169
9237,frame_74248.png,12.515,16.0452,152.768,6244.27,1446.33,63.7509,51.149,28.169
9238,frame_74249.png,12.4252,16.0465,150.801,6175.29,1372.04,62.2683,50.4077,26.6864
9239,frame_74250.png,12.7083,17.1663,152.828,6295.58,1322.85,63.7509,51.8903,26.6864
9240,frame_74251.png,15.1341,18.0749,154.077,7540.25,1254.5,69.6812,48.9251,26.6864
9241,frame_74252.png,14.0802,21.6049,146.162,6359.49,1117.88,63.7509,45.96,25.2039
9242,frame_74253.png,13.2062,21.8557,137.664,5577.68,1326.76,57.8206,41.5122,28.169
9243,frame_74254.png,13.2482,26.5522,132.615,5410.58,1408.28,48.9251,35.5819,28.169
9244,frame_74255.png,6.9015,70.7374,108.364,4903.5,1499.2,29.6516,23.7213,29.6516
9245,frame_74256.png,18.835,31.8681,232.409,17428.29,1520.13,128.9844,93.4025,29.6516
9246,frame_74257.png,17.0188,50.2374,153.45,8819.16,1585.97,81.5419,44.4774,29.6516
9247,frame_74258.png,16.9759,26.7193,163.698,9013.3,1691.81,74.129,47.4426,29.6516
9248,frame_74259.png,15.8249,19.9971,153.614,7838.53,1855.03,68.1987,45.96,31.1342
9249,frame_74260.png,15.9401,19.2586,154.937,7670.26,1656.6,72.6464,48.9251,28.169
9250,frame_74261.png,15.0702,17.2737,149.22,7028.96,1644.61,66.7161,47.4426,29.6516
9251,frame_74262.png,15.4054,17.2528,156.943,7260.03,1719.37,71.1638,51.8903,29.6516
9252,frame_74263.png,15.0122,15.879,149.375,6465.25,1785.27,65.2335,48.9251,31.1342
9253,frame_74264.png,15.4137,15.6731,153.764,6617.52,1756.79,69.6812,51.8903,31.1342
9254,frame_74265.png,15.226,15.1008,151.281,6454.14,1759.71,68.1987,51.8903,31.1342
9255,frame_74266.png,15.5001,15.4816,154.957,6629.99,1768.75,71.1638,53.3729,31.1342
9256,frame_74267.png,15.1939,15.7026,152.245,6507.66,1762.01,66.7161,51.8903,31.1342
9257,frame_74268.png,15.6503,15.3916,155.819,6747.49,1749.91,71.1638,53.3729,31.1342
9258,frame_74269.png,15.1401,14.9612,151.015,6355.67,1730.74,66.7161,50.4077,31.1342
9259,frame_74270.png,15.4754,15.9861,154.875,6681.82,1763.15,71.1638,53.3729,31.1342
9260,frame_74271.png,15.0669,15.3157,152.549,6435.32,1803.78,68.1987,50.4077,31.1342
9261,frame_74272.png,15.4996,15.5323,156.595,6735.02,1815.63,69.6812,53.3729,31.1342
9262,frame_74273.png,15.1234,14.7432,153.775,6524.7,1838.48,68.1987,53.3729,31.1342
9263,frame_74274.png,15.4618,15.1235,157.146,6798.7,1842.19,71.1638,54.8554,31.1342
9264,frame_74275.png,15.2304,14.8839,151.928,6406.28,1899.23,68.1987,51.8903,31.1342
9265,frame_74276.png,15.4286,15.5107,155.537,6590.12,1825.11,71.1638,53.3729,31.1342
9266,frame_74277.png,15.1321,15.3195,152.133,6422.47,1785.64,66.7161,51.8903,31.1342
9267,frame_74278.png,15.566,15.6745,156.906,6719.1,1762.32,71.1638,53.3729,31.1342
9268,frame_74279.png,15.2477,15.5427,153.863,6564.01,1823.45,68.1987,51.8903,31.1342
9269,frame_74280.png,15.4046,16.3739,157.49,6813.07,1874.36,71.1638,53.3729,31.1342
9270,frame_74281.png,16.8361,16.4667,162.459,8328.21,1865.91,78.5767,54.8554,31.1342
9271,frame_74282.png,16.2505,15.7707,160.343,7563.96,1897.48,74.129,54.8554,31.1342
9272,frame_74283.png,15.3121,14.6356,151.28,6587.53,1921.38,66.7161,50.4077,32.6168
9273,frame_74284.png,15.3502,15.4182,152.258,6465.19,1971.53,68.1987,50.4077,32.6168
9274,frame_74285.png,15.1765,15.3253,151.015,6350.82,1862.32,66.7161,50.4077,31.1342
9275,frame_74286.png,15.3227,15.2471,154.241,6568.45,1821.07,71.1638,51.8903,31.1342
9276,frame_74287.png,15.0441,14.8911,153.408,6592.06,1795.8,69.6812,51.8903,31.1342
9277,frame_74288.png,15.3324,15.4069,157.891,6874.42,1795.06,72.6464,54.8554,31.1342
9278,frame_74289.png,15.0152,15.261,153.41,6546.5,1813.19,69.6812,51.8903,31.1342
9279,frame_74290.png,15.444,15.7328,155.664,6743.53,1797.48,71.1638,53.3729,31.1342
9280,frame_74291.png,14.9887,14.8783,152.31,6499.99,1848.58,69.6812,50.4077,31.1342
9281,frame_74292.png,15.4039,15.5176,156.803,6902.11,1774.65,72.6464,53.3729,29.6516
9282,frame_74293.png,15.1897,14.8269,153.124,6593.03,1791.57,69.6812,51.8903,31.1342
9283,frame_74294.png,15.4812,15.6449,156.945,6845.87,1777.92,72.6464,53.3729,31.1342
9284,frame_74295.png,15.0211,15.5784,152.22,6455.84,1787.69,68.1987,50.4077,31.1342
9285,frame_74296.png,15.111,15.3842,155.757,6666.96,1740.09,71.1638,51.8903,29.6516
9286,frame_74297.png,15.0249,15.078,154.251,6671.33,1717.36,69.6812,51.8903,29.6516
9287,frame_74298.png,15.4715,15.6085,156.298,6816.93,1717.53,71.1638,53.3729,29.6516
9288,frame_74299.png,15.0119,15.6312,152.174,6578.45,1755.69,68.1987,50.4077,29.6516
9289,frame_74300.png,15.1872,16.3517,155.56,6753.08,1770.77,71.1638,51.8903,29.6516
9290,frame_74301.png,14.6228,15.0406,150.747,6352.04,1759.59,66.7161,50.4077,29.6516
9291,frame_74302.png,15.1552,15.4891,157.409,6877.19,1786.89,71.1638,53.3729,31.1342
9292,frame_74303.png,15.0929,14.9824,154.698,6694.8,1787.49,69.6812,51.8903,31.1342
9293,frame_74304.png,15.2698,15.6311,157.855,6885.4,1820.98,72.6464,53.3729,31.1342
9294,frame_74305.png,14.9046,15.484,152.425,6496.08,1766.79,68.1987,50.4077,29.6516
9295,frame_74306.png,15.2338,15.7488,153.749,6610.46,1697.09,71.1638,51.8903,29.6516
9296,frame_74307.png,14.8671,15.2889,151.757,6522.67,1684.13,68.1987,51.8903,29.6516
9297,frame_74308.png,15.2764,16.2551,156.548,6887.7,1621.48,71.1638,53.3729,29.6516
9298,frame_74309.png,15.0045,15.6456,150.923,6476.96,1626.9,66.7161,50.4077,29.6516
9299,frame_74310.png,15.371,16.5447,153.818,6638.51,1545.77,71.1638,51.8903,28.169
9300,frame_74311.png,16.7168,17.5728,158.483,8025.0,1514.39,77.0941,51.8903,28.169
9301,frame_74312.png,15.9388,17.3832,156.774,7241.27,1447.92,72.6464,51.8903,28.169
9302,frame_74313.png,15.0335,16.8642,149.818,6514.14,1329.52,66.7161,48.9251,26.6864
9303,frame_74314.png,15.3342,17.7597,152.028,6529.56,1270.5,69.6812,50.4077,25.2039
9304,frame_74315.png,14.8917,18.3905,147.32,6213.66,1174.37,66.7161,47.4426,25.2039
9305,frame_74316.png,14.8174,19.1817,146.163,6110.06,1126.87,68.1987,45.96,23.7213
9306,frame_74317.png,14.7724,19.1693,145.254,6135.67,1073.18,66.7161,45.96,23.7213
9307,frame_74318.png,14.8597,19.6174,148.281,6332.78,1060.73,68.1987,47.4426,23.7213
9308,frame_74319.png,14.6942,19.421,144.501,6097.84,1099.95,65.2335,45.96,23.7213
9309,frame_74320.png,15.0849,20.2179,149.999,6573.0,1139.87,69.6812,48.9251,23.7213
9310,frame_74321.png,14.5996,19.0909,141.216,6005.77,1129.59,65.2335,42.9948,23.7213
9311,frame_74322.png,14.8428,19.933,146.995,6427.57,1128.75,68.1987,47.4426,23.7213
9312,frame_74323.png,14.3471,19.389,141.2,6069.34,1139.0,63.7509,42.9948,23.7213
9313,frame_74324.png,14.7506,20.0927,146.994,6459.22,1131.16,68.1987,45.96,23.7213
9314,frame_74325.png,14.3614,19.3711,140.231,5989.78,1085.7,63.7509,42.9948,22.2387
9315,frame_74326.png,14.6621,19.4535,142.352,5994.61,1060.33,66.7161,42.9948,22.2387
9316,frame_74327.png,14.5112,19.3626,140.402,5936.25,1075.6,63.7509,42.9948,22.2387
9317,frame_74328.png,14.8843,19.9945,144.385,6110.79,1063.94,66.7161,44.4774,22.2387
9318,frame_74329.png,14.4746,19.5214,140.538,5941.24,1055.03,63.7509,42.9948,22.2387
9319,frame_74330.png,14.9301,20.2069,146.952,6384.69,1055.7,68.1987,47.4426,22.2387
9320,frame_74331.png,14.3703,19.4543,140.322,5943.19,1079.24,65.2335,41.5122,23.7213
9321,frame_74332.png,14.9632,20.2965,148.187,6462.53,1089.34,69.6812,47.4426,23.7213
9322,frame_74333.png,14.3562,19.6627,141.973,6082.68,1083.42,63.7509,44.4774,23.7213
9323,frame_74334.png,14.7794,20.3498,148.076,6519.84,1075.28,68.1987,48.9251,23.7213
9324,frame_74335.png,14.1793,19.9818,143.098,6164.59,1124.23,63.7509,45.96,23.7213
9325,frame_74336.png,14.5285,20.1963,145.442,6241.33,1081.29,68.1987,45.96,23.7213
9326,frame_74337.png,14.4108,20.0408,144.967,6239.23,1076.05,65.2335,45.96,23.7213
9327,frame_74338.png,14.8362,20.7664,150.702,6651.07,1086.38,69.6812,48.9251,23.7213
9328,frame_74339.png,14.0617,19.798,141.562,5955.01,1080.11,60.7858,44.4774,23.7213
9329,frame_74340.png,14.5165,20.0696,144.985,6186.9,1086.18,65.2335,47.4426,23.7213
9330,frame_74341.png,15.9631,21.1429,151.863,7789.21,1105.02,74.129,48.9251,23.7213
9331,frame_74342.png,15.0168,20.6495,147.594,6830.37,1118.66,68.1987,45.96,23.7213
9332,frame_74343.png,14.4725,19.7814,142.972,6293.78,1142.65,63.7509,44.4774,23.7213
9333,frame_74344.png,14.9439,20.2136,147.733,6556.29,1145.52,68.1987,47.4426,23.7213
9334,frame_74345.png,14.4433,19.8432,143.154,6205.65,1102.28,65.2335,44.4774,23.7213
9335,frame_74346.png,14.6453,19.9443,147.202,6370.14,1063.03,69.6812,45.96,22.2387
9336,frame_74347.png,14.3288,19.8815,144.786,6289.24,1076.02,65.2335,44.4774,23.7213
9337,frame_74348.png,14.5629,20.2943,146.932,6377.18,1077.87,68.1987,45.96,23.7213
9338,frame_74349.png,14.2837,19.9982,143.986,6207.83,1094.42,65.2335,44.4774,23.7213
9339,frame_74350.png,14.8684,20.4825,149.92,6708.5,1099.83,69.6812,47.4426,23.7213
9340,frame_74351.png,14.2385,19.4261,142.024,6112.2,1151.14,65.2335,42.9948,23.7213
9341,frame_74352.png,14.692,20.4832,150.17,6705.99,1186.87,69.6812,47.4426,23.7213
9342,frame_74353.png,14.5212,19.8132,144.734,6348.62,1184.71,65.2335,44.4774,23.7213
9343,frame_74354.png,14.9443,20.4037,150.17,6813.62,1125.41,71.1638,47.4426,23.7213
9344,frame_74355.png,14.4279,19.7317,143.47,6241.03,1132.05,65.2335,44.4774,23.7213
9345,frame_74356.png,14.5607,20.1452,146.84,6345.91,1129.93,69.6812,45.96,23.7213
9346,frame_74357.png,14.5004,20.3108,144.73,6221.98,1102.34,65.2335,44.4774,23.7213
9347,frame_74358.png,14.8463,20.9158,152.328,6853.59,1098.79,71.1638,48.9251,23.7213
9348,frame_74359.png,14.4754,20.3676,147.16,6513.98,1137.02,66.7161,45.96,23.7213
9349,frame_74360.png,14.886,20.8749,152.256,6878.71,1145.78,71.1638,50.4077,23.7213
9350,frame_74361.png,14.2826,20.1701,146.361,6451.59,1142.14,68.1987,45.96,23.7213
9351,frame_74362.png,14.9355,20.9414,151.728,6788.47,1135.11,71.1638,48.9251,23.7213
9352,frame_74363.png,14.603,20.3424,148.604,6622.19,1163.24,69.6812,47.4426,23.7213
9353,frame_74364.png,14.9367,20.6786,152.943,6861.14,1163.78,71.1638,48.9251,23.7213
9354,frame_74365.png,14.5053,19.7356,146.035,6397.44,1162.42,65.2335,45.96,25.2039
9355,frame_74366.png,14.9613,19.8438,147.869,6477.22,1201.44,71.1638,45.96,25.2039
9356,frame_74367.png,14.6814,20.1189,148.134,6520.92,1220.33,66.7161,47.4426,25.2039
9357,frame_74368.png,15.4014,20.7912,154.113,7011.42,1188.57,72.6464,50.4077,25.2039
9358,frame_74369.png,14.96,20.2307,148.915,6607.21,1188.93,68.1987,47.4426,25.2039
9359,frame_74370.png,15.63,21.0302,153.966,6992.19,1194.49,72.6464,51.8903,25.2039
9360,frame_74371.png,16.9633,22.1253,160.202,8701.9,1206.54,83.0245,51.8903,25.2039
9361,frame_74372.png,15.9616,21.0172,154.331,7434.06,1207.63,71.1638,50.4077,25.2039
9362,frame_74373.png,15.0191,20.2082,148.032,6710.58,1208.55,66.7161,47.4426,25.2039
9363,frame_74374.png,15.5534,20.9384,155.216,7151.86,1229.48,72.6464,51.8903,25.2039
9364,frame_74375.png,14.9908,20.3333,151.014,6845.04,1208.79,68.1987,50.4077,25.2039
9365,frame_74376.png,15.0883,20.2799,154.338,6978.32,1170.68,72.6464,51.8903,25.2039
9366,frame_74377.png,14.8965,19.7672,149.946,6688.21,1165.48,68.1987,48.9251,25.2039
9367,frame_74378.png,15.7275,20.6436,156.65,7266.03,1165.03,74.129,53.3729,25.2039
9368,frame_74379.png,15.03,19.8255,148.973,6716.66,1216.81,66.7161,48.9251,25.2039
9369,frame_74380.png,15.6843,20.645,155.781,7277.87,1233.09,74.129,54.8554,25.2039
9370,frame_74381.png,14.9813,19.7412,150.966,6872.74,1245.5,71.1638,50.4077,25.2039
9371,frame_74382.png,15.7617,20.8206,157.515,7413.67,1237.62,74.129,54.8554,25.2039
9372,frame_74383.png,15.3265,20.4367,152.575,7115.06,1224.17,71.1638,51.8903,25.2039
9373,frame_74384.png,15.6879,21.2076,157.291,7476.7,1194.8,75.6116,53.3729,25.2039
9374,frame_74385.png,15.1044,20.7198,150.128,6986.32,1187.54,69.6812,50.4077,25.2039
9375,frame_74386.png,15.5266,20.9138,152.954,7117.1,1158.64,74.129,48.9251,25.2039
9376,frame_74387.png,15.0546,20.8434,150.185,6968.06,1200.78,69.6812,47.4426,25.2039
9377,frame_74388.png,16.012,21.4627,155.209,7323.23,1222.67,75.6116,50.4077,25.2039
9378,frame_74389.png,15.6959,20.8294,151.826,7239.25,1205.17,71.1638,48.9251,25.2039
9379,frame_74390.png,16.4799,21.2322,155.156,7459.01,1201.23,75.6116,50.4077,23.7213
9380,frame_74391.png,16.0324,20.3798,147.826,6928.71,1236.84,72.6464,45.96,23.7213
9381,frame_74392.png,16.6995,21.1627,154.516,7461.85,1266.36,77.0941,48.9251,23.7213
9382,frame_74393.png,16.0748,20.0803,146.557,6890.39,1227.98,71.1638,42.9948,23.7213
9383,frame_74394.png,16.5134,20.7002,152.475,7266.96,1235.5,75.6116,47.4426,23.7213
9384,frame_74395.png,15.8378,20.1972,144.579,6707.96,1303.15,66.7161,42.9948,23.7213
9385,frame_74396.png,16.2082,20.5167,148.932,7033.13,1304.71,74.129,45.96,23.7213
9386,frame_74397.png,16.0187,20.3373,146.424,6919.33,1307.94,71.1638,42.9948,25.2039
9387,frame_74398.png,16.5715,21.2177,153.785,7428.49,1357.92,75.6116,47.4426,25.2039
9388,frame_74399.png,15.9471,20.8195,149.937,7153.42,1421.02,71.1638,45.96,25.2039
9389,frame_74400.png,16.4809,21.4878,154.512,7451.56,1379.9,75.6116,48.9251,25.2039
9390,frame_74401.png,18.151,22.2254,161.785,9560.58,1342.26,91.9199,54.8554,25.2039
9391,frame_74402.png,17.0775,21.4907,155.06,8179.16,1338.3,78.5767,47.4426,25.2039
9392,frame_74403.png,15.8787,20.9365,147.117,7162.97,1378.11,69.6812,44.4774,25.2039
9393,frame_74404.png,16.6001,21.6035,153.632,7451.33,1380.18,75.6116,48.9251,26.6864
9394,frame_74405.png,16.1,20.964,149.118,7191.75,1278.68,71.1638,47.4426,25.2039
9395,frame_74406.png,16.3448,20.9608,152.243,7318.95,1252.18,75.6116,50.4077,25.2039
9396,frame_74407.png,16.1741,20.8634,150.53,7226.15,1298.37,72.6464,48.9251,26.6864
9397,frame_74408.png,16.675,21.452,155.152,7588.67,1281.21,77.0941,51.8903,25.2039
