frame_idx,nombre_archivo,mae_hud,mae_termico,sobel_energia,var_lap_sin_hud,var_lap_denoised,sigma_orig,sigma_sin_hud,sigma_denoised
2614,frame_67625.png,9.5436,11.8351,137.438,3960.63,1285.94,48.9251,37.0645,23.7213
2615,frame_67626.png,9.4373,11.5494,134.793,3757.78,1273.0,48.9251,35.5819,22.2387
2616,frame_67627.png,9.3163,11.1527,134.791,3707.53,1244.85,47.4426,37.0645,22.2387
2617,frame_67628.png,9.1801,10.9502,133.364,3528.16,1217.81,47.4426,35.5819,22.2387
2618,frame_67629.png,9.4429,11.6623,136.559,3769.32,1192.16,48.9251,37.0645,22.2387
2619,frame_67630.png,9.5784,12.0237,135.437,3707.62,1039.78,48.9251,37.0645,20.7561
2620,frame_67631.png,9.4563,17.5992,134.489,3695.4,815.04,48.9251,35.5819,19.2735
2621,frame_67632.png,9.4607,23.4936,133.674,3658.63,699.19,47.4426,35.5819,17.791
2622,frame_67633.png,8.7391,23.0344,127.313,3434.22,577.77,41.5122,29.6516,16.3084
2623,frame_67634.png,2.9089,60.2583,2.626,35.98,480.37,0.0,0.0,14.8258
2624,frame_67635.png,5.555,24.0344,95.728,3444.28,434.89,23.7213,20.7561,14.8258
2625,frame_67636.png,4.8658,17.4716,79.17,2352.17,409.2,11.8606,11.8606,11.8606
2626,frame_67637.png,4.8933,16.711,82.126,2417.68,391.98,16.3084,14.8258,10.3781
2627,frame_67638.png,4.7145,9.9715,77.967,2163.72,452.31,13.3432,11.8606,11.8606
2628,frame_67639.png,4.7981,9.725,82.707,2249.05,422.4,17.791,14.8258,10.3781
2629,frame_67640.png,4.6954,9.3845,78.092,2148.52,415.67,14.8258,13.3432,10.3781
2630,frame_67641.png,4.5192,9.2269,76.135,1906.89,403.09,13.3432,11.8606,10.3781
2631,frame_67642.png,4.5857,9.0481,76.202,2034.38,407.27,13.3432,11.8606,10.3781
2632,frame_67643.png,4.7024,9.6214,82.035,2226.49,413.46,17.791,14.8258,10.3781
2633,frame_67644.png,4.3608,10.3819,71.77,1729.7,543.37,11.8606,10.3781,13.3432
2634,frame_67645.png,4.6199,17.9795,79.74,2093.18,614.62,16.3084,13.3432,16.3084
2635,frame_67646.png,4.6528,24.718,78.935,2078.68,720.16,16.3084,13.3432,17.791
2636,frame_67647.png,9.2878,24.8563,170.506,9125.2,785.72,69.6812,56.338,19.2735
2637,frame_67648.png,10.9841,46.8015,116.834,4485.13,911.75,41.5122,26.6864,20.7561
2638,frame_67649.png,11.0453,24.9059,135.14,5907.01,997.97,51.8903,37.0645,22.2387
2639,frame_67650.png,9.8079,16.7462,114.192,4258.09,1060.74,38.5471,23.7213,23.7213
2640,frame_67651.png,13.3539,20.7119,151.469,8054.12,923.02,85.9896,54.8554,20.7561
2641,frame_67652.png,10.4124,15.4737,118.4,4607.4,881.17,37.0645,28.169,20.7561
2642,frame_67653.png,10.2773,15.6599,118.311,4197.2,824.04,40.0297,31.1342,20.7561
2643,frame_67654.png,9.4405,14.1384,108.956,3329.48,812.84,37.0645,28.169,20.7561
2644,frame_67655.png,9.5577,13.4586,110.003,3289.8,708.21,40.0297,31.1342,19.2735
2645,frame_67656.png,9.2736,12.7117,108.691,3164.34,690.06,40.0297,31.1342,19.2735
2646,frame_67657.png,9.5773,13.0108,113.831,3436.81,693.76,42.9948,34.0993,19.2735
2647,frame_67658.png,9.3806,12.8096,112.191,3361.01,722.44,41.5122,32.6168,19.2735
2648,frame_67659.png,9.6503,13.0023,115.706,3561.41,738.25,44.4774,35.5819,19.2735
2649,frame_67660.png,9.4552,12.4692,111.82,3378.12,757.85,42.9948,34.0993,19.2735
2650,frame_67661.png,9.5845,12.7825,114.951,3530.08,766.58,44.4774,35.5819,19.2735
2651,frame_67662.png,9.3593,12.3439,112.248,3373.6,788.4,41.5122,34.0993,19.2735
2652,frame_67663.png,9.4587,12.5394,115.257,3539.78,792.66,42.9948,35.5819,20.7561
2653,frame_67664.png,9.2575,12.174,111.499,3322.62,785.27,41.5122,34.0993,19.2735
2654,frame_67665.png,9.4125,12.7539,115.47,3546.75,787.01,44.4774,35.5819,20.7561
2655,frame_67666.png,9.1374,12.6169,112.522,3316.63,747.53,42.9948,34.0993,19.2735
2656,frame_67667.png,9.3351,13.083,115.703,3574.2,717.37,44.4774,35.5819,19.2735
2657,frame_67668.png,9.1533,12.7763,111.745,3336.01,699.05,41.5122,34.0993,19.2735
2658,frame_67669.png,9.4229,12.9692,113.668,3443.63,692.09,42.9948,34.0993,19.2735
2659,frame_67670.png,9.1569,12.6347,111.772,3336.71,711.47,41.5122,34.0993,19.2735
2660,frame_67671.png,9.1884,12.857,114.62,3456.44,714.08,42.9948,34.0993,19.2735
2661,frame_67672.png,9.1375,12.7409,114.17,3413.71,728.09,42.9948,35.5819,19.2735
2662,frame_67673.png,9.4441,13.1849,117.459,3650.34,717.32,44.4774,37.0645,19.2735
2663,frame_67674.png,9.1019,12.7714,113.371,3383.06,730.31,42.9948,34.0993,19.2735
2664,frame_67675.png,9.2599,13.0766,115.721,3555.08,701.54,42.9948,35.5819,19.2735
2665,frame_67676.png,9.0227,12.4357,111.081,3285.58,695.61,41.5122,32.6168,19.2735
2666,frame_67677.png,9.2487,13.0764,114.448,3453.58,692.26,42.9948,34.0993,19.2735
2667,frame_67678.png,9.1549,12.9208,111.776,3326.69,733.06,41.5122,34.0993,19.2735
2668,frame_67679.png,9.3207,13.4711,115.721,3567.19,710.22,44.4774,35.5819,19.2735
2669,frame_67680.png,9.0359,13.3047,112.225,3307.57,691.5,41.5122,32.6168,19.2735
2670,frame_67681.png,11.6846,16.8275,137.952,6322.92,681.44,60.7858,42.9948,19.2735
2671,frame_67682.png,9.3806,13.4284,110.648,3766.79,662.62,34.0993,28.169,17.791
2672,frame_67683.png,9.0816,13.2467,108.762,3290.66,645.19,35.5819,28.169,17.791
2673,frame_67684.png,8.9225,13.3462,104.946,2968.43,658.71,35.5819,28.169,17.791
2674,frame_67685.png,9.05,13.8702,108.327,3129.68,593.09,38.5471,29.6516,17.791
2675,frame_67686.png,8.8875,13.8936,105.464,2978.45,577.62,38.5471,29.6516,17.791
2676,frame_67687.png,9.3693,15.177,112.523,3405.31,576.21,41.5122,32.6168,17.791
2677,frame_67688.png,9.0334,15.2423,109.553,3250.34,577.06,40.0297,31.1342,17.791
2678,frame_67689.png,9.2963,15.96,113.024,3483.13,576.97,42.9948,34.0993,17.791
2679,frame_67690.png,9.1698,15.6763,107.741,3218.24,588.12,40.0297,31.1342,17.791
2680,frame_67691.png,9.4418,16.3204,108.39,3261.32,591.49,41.5122,31.1342,17.791
2681,frame_67692.png,9.169,16.2958,104.79,3092.15,596.49,38.5471,28.169,17.791
2682,frame_67693.png,9.51,16.754,108.523,3267.22,597.64,40.0297,31.1342,17.791
2683,frame_67694.png,9.2352,16.7348,106.898,3175.14,622.3,38.5471,29.6516,17.791
2684,frame_67695.png,9.3552,17.4374,112.362,3493.98,627.36,40.0297,32.6168,17.791
2685,frame_67696.png,8.8867,16.874,105.765,3171.31,627.97,37.0645,28.169,17.791
2686,frame_67697.png,9.0848,17.4864,111.211,3468.86,621.17,38.5471,31.1342,17.791
2687,frame_67698.png,8.7148,16.8849,106.994,3222.26,622.06,35.5819,28.169,17.791
2688,frame_67699.png,8.9162,17.4268,112.51,3488.23,607.3,37.0645,31.1342,17.791
2689,frame_67700.png,8.6477,16.8957,107.893,3242.65,598.65,35.5819,29.6516,17.791
2690,frame_67701.png,8.8128,17.1475,110.003,3359.14,573.22,38.5471,29.6516,17.791
2691,frame_67702.png,8.6748,16.3698,105.754,3073.27,568.7,35.5819,26.6864,16.3084
2692,frame_67703.png,8.956,16.3531,108.599,3221.71,559.87,38.5471,29.6516,16.3084
2693,frame_67704.png,8.7824,15.1265,105.386,3018.88,563.34,37.0645,28.169,16.3084
2694,frame_67705.png,9.0295,14.4687,108.294,3186.56,559.93,40.0297,29.6516,16.3084
2695,frame_67706.png,8.8631,13.2569,106.385,3105.64,582.11,38.5471,29.6516,16.3084
2696,frame_67707.png,9.2148,14.0225,111.403,3359.06,598.91,41.5122,32.6168,17.791
2697,frame_67708.png,8.9022,12.8503,107.6,3173.05,663.02,40.0297,31.1342,17.791
2698,frame_67709.png,9.171,13.3582,112.842,3417.55,679.19,41.5122,32.6168,19.2735
2699,frame_67710.png,8.6825,13.1209,106.924,3073.85,685.89,38.5471,29.6516,19.2735
2700,frame_67711.png,11.6665,16.2553,136.544,6249.92,706.99,60.7858,42.9948,19.2735
2701,frame_67712.png,9.5884,12.9814,111.084,3858.08,714.12,34.0993,28.169,19.2735
2702,frame_67713.png,9.269,12.3051,108.243,3326.18,727.91,37.0645,29.6516,19.2735
2703,frame_67714.png,8.992,12.0104,105.888,3076.43,773.49,37.0645,29.6516,19.2735
2704,frame_67715.png,9.2106,12.3114,108.574,3181.3,728.3,38.5471,31.1342,19.2735
2705,frame_67716.png,8.8772,11.9055,106.491,3013.74,697.66,38.5471,29.6516,17.791
2706,frame_67717.png,9.5901,13.1687,115.475,3657.57,688.1,44.4774,34.0993,17.791
2707,frame_67718.png,9.3269,12.7414,112.112,3506.56,694.16,42.9948,32.6168,17.791
2708,frame_67719.png,9.2694,12.4582,111.21,3371.43,700.71,41.5122,32.6168,17.791
2709,frame_67720.png,8.9324,12.314,106.546,3074.92,715.9,40.0297,31.1342,19.2735
2710,frame_67721.png,9.3608,12.7602,112.452,3516.86,725.84,42.9948,34.0993,19.2735
2711,frame_67722.png,9.2244,12.3373,111.391,3474.23,744.14,42.9948,34.0993,19.2735
2712,frame_67723.png,9.704,12.8066,115.898,3754.97,759.23,45.96,35.5819,19.2735
2713,frame_67724.png,9.2706,12.2921,111.043,3368.89,793.21,42.9948,32.6168,19.2735
2714,frame_67725.png,9.6862,12.9355,115.777,3772.7,792.69,45.96,35.5819,19.2735
2715,frame_67726.png,9.1386,12.1412,108.762,3261.39,765.16,41.5122,31.1342,19.2735
2716,frame_67727.png,9.619,12.9518,114.995,3647.76,738.23,44.4774,34.0993,19.2735
2717,frame_67728.png,9.3906,12.5706,112.138,3517.75,729.6,42.9948,34.0993,19.2735
2718,frame_67729.png,9.3755,12.9911,113.87,3540.48,725.38,44.4774,34.0993,19.2735
2719,frame_67730.png,9.2918,12.9782,112.777,3567.26,747.37,42.9948,34.0993,19.2735
2720,frame_67731.png,9.3072,12.6852,113.546,3510.7,743.04,42.9948,34.0993,19.2735
2721,frame_67732.png,9.3102,12.5087,113.008,3539.23,755.4,42.9948,34.0993,19.2735
2722,frame_67733.png,9.4662,13.007,115.478,3637.49,766.23,44.4774,35.5819,19.2735
2723,frame_67734.png,9.3835,12.6869,113.929,3600.44,794.01,44.4774,34.0993,19.2735
2724,frame_67735.png,9.6392,12.9694,116.614,3810.94,780.7,45.96,35.5819,19.2735
2725,frame_67736.png,9.2439,12.2326,111.794,3436.48,769.35,42.9948,34.0993,19.2735
2726,frame_67737.png,9.7042,13.2677,117.81,3841.98,777.11,45.96,35.5819,19.2735
2727,frame_67738.png,9.3958,12.8298,113.805,3671.57,842.4,42.9948,34.0993,20.7561
2728,frame_67739.png,9.4005,12.9089,113.469,3506.74,817.19,42.9948,34.0993,20.7561
2729,frame_67740.png,9.2524,13.0361,112.284,3506.33,808.96,42.9948,32.6168,20.7561
2730,frame_67741.png,12.1282,16.5644,143.011,6890.53,810.96,69.6812,48.9251,20.7561
2731,frame_67742.png,9.8008,13.0297,113.464,4078.65,803.77,35.5819,29.6516,20.7561
2732,frame_67743.png,9.3542,12.3304,110.49,3466.49,806.76,37.0645,29.6516,20.7561
2733,frame_67744.png,9.0115,11.8508,106.982,3140.51,848.18,37.0645,29.6516,20.7561
2734,frame_67745.png,9.23,12.1973,110.897,3303.46,766.85,40.0297,32.6168,19.2735
2735,frame_67746.png,8.9756,12.0808,108.055,3084.2,753.22,40.0297,31.1342,19.2735
2736,frame_67747.png,9.6347,12.9872,117.057,3717.22,754.72,44.4774,35.5819,19.2735
2737,frame_67748.png,9.1847,12.6115,112.605,3411.65,753.56,41.5122,34.0993,19.2735
2738,frame_67749.png,9.7397,13.1151,117.621,3808.13,756.73,44.4774,35.5819,19.2735
2739,frame_67750.png,9.2506,12.5232,112.106,3354.96,774.01,41.5122,34.0993,19.2735
2740,frame_67751.png,8.8447,13.3786,118.673,3805.75,782.24,44.4774,35.5819,19.2735
2741,frame_67752.png,8.7633,13.2424,116.172,3732.85,775.24,42.9948,34.0993,19.2735
2742,frame_67753.png,8.8444,13.0942,117.622,3695.31,774.78,44.4774,35.5819,19.2735
2743,frame_67754.png,8.5466,12.6349,112.154,3357.37,819.14,41.5122,32.6168,20.7561
2744,frame_67755.png,8.9535,13.4308,118.95,3841.44,788.88,45.96,37.0645,20.7561
2745,frame_67756.png,8.8372,12.9909,115.897,3693.78,761.74,44.4774,34.0993,19.2735
2746,frame_67757.png,9.2436,13.5859,121.292,4009.29,742.65,47.4426,37.0645,19.2735
2747,frame_67758.png,8.6278,13.2081,113.521,3487.16,723.16,41.5122,32.6168,19.2735
2748,frame_67759.png,8.9164,14.0452,119.112,3839.73,686.2,44.4774,35.5819,19.2735
2749,frame_67760.png,8.6585,13.6077,114.273,3580.28,667.17,41.5122,32.6168,19.2735
2750,frame_67761.png,8.6612,15.9628,111.528,3488.35,645.68,41.5122,31.1342,17.791
2751,frame_67762.png,8.4048,14.7443,107.918,3219.62,658.94,38.5471,29.6516,17.791
2752,frame_67763.png,8.99,15.5362,117.913,3883.04,638.04,42.9948,32.6168,17.791
2753,frame_67764.png,8.5593,16.2002,111.454,3372.39,627.65,40.0297,31.1342,17.791
2754,frame_67765.png,8.7955,19.887,115.775,3779.49,593.09,42.9948,32.6168,17.791
2755,frame_67766.png,8.4755,18.018,109.907,3758.24,544.02,38.5471,26.6864,16.3084
2756,frame_67767.png,8.1961,23.0892,116.606,4131.16,476.38,32.6168,25.2039,14.8258
2757,frame_67768.png,5.1711,24.1973,83.779,2306.16,464.43,13.3432,11.8606,14.8258
2758,frame_67769.png,4.3057,12.5545,68.44,1456.95,433.07,10.3781,8.8955,13.3432
2759,frame_67770.png,4.0263,9.4915,64.104,1147.16,388.41,10.3781,8.8955,11.8606
2760,frame_67771.png,5.3792,13.0567,96.11,3441.32,347.98,20.7561,19.2735,10.3781
2761,frame_67772.png,4.1818,8.241,65.058,1562.59,347.14,7.4129,7.4129,8.8955
2762,frame_67773.png,4.2407,8.4881,69.677,1576.54,370.18,10.3781,10.3781,10.3781
2763,frame_67774.png,4.1692,8.2186,68.552,1515.82,401.63,11.8606,10.3781,10.3781
2764,frame_67775.png,4.5804,9.2989,79.282,2057.94,388.5,16.3084,13.3432,10.3781
2765,frame_67776.png,4.6077,9.3524,78.317,2061.82,406.8,14.8258,13.3432,10.3781
2766,frame_67777.png,4.6998,10.129,81.772,2243.29,478.53,16.3084,14.8258,11.8606
2767,frame_67778.png,4.646,18.8381,78.49,2132.59,501.3,14.8258,13.3432,13.3432
2768,frame_67779.png,4.8488,28.6514,83.644,2444.08,560.12,17.791,16.3084,14.8258
2769,frame_67780.png,6.6737,26.5735,125.55,5238.96,606.6,41.5122,34.0993,16.3084
2770,frame_67781.png,10.8063,77.4321,89.962,2711.98,614.37,16.3084,11.8606,16.3084
2771,frame_67782.png,12.384,45.9395,137.443,4879.04,662.57,40.0297,28.169,17.791
2772,frame_67783.png,10.111,29.7911,131.113,4111.88,699.97,35.5819,28.169,19.2735
2773,frame_67784.png,9.6849,26.2477,125.997,3392.99,724.25,40.0297,29.6516,19.2735
2774,frame_67785.png,9.9041,17.229,132.504,3705.34,787.49,44.4774,35.5819,19.2735
2775,frame_67786.png,9.5425,13.7006,131.068,3586.29,828.04,45.96,35.5819,19.2735
2776,frame_67787.png,9.6996,13.2163,135.595,3794.82,889.79,47.4426,37.0645,20.7561
2777,frame_67788.png,9.7387,12.5202,135.433,3822.45,954.65,48.9251,37.0645,20.7561
2778,frame_67789.png,9.8787,12.8683,138.943,3990.69,975.7,50.4077,38.5471,20.7561
2779,frame_67790.png,9.7237,12.5742,135.841,3832.01,1050.94,48.9251,38.5471,22.2387
2780,frame_67791.png,9.6297,12.2889,136.329,3757.16,1114.21,48.9251,37.0645,22.2387
2781,frame_67792.png,9.604,11.975,136.493,3838.22,1163.59,48.9251,38.5471,22.2387
2782,frame_67793.png,9.5008,11.8952,136.399,3757.91,1215.11,47.4426,38.5471,22.2387
2783,frame_67794.png,9.5319,11.7028,135.86,3760.43,1247.53,47.4426,37.0645,22.2387
2784,frame_67795.png,9.6432,12.0472,138.818,3944.1,1296.17,48.9251,38.5471,23.7213
2785,frame_67796.png,9.6626,11.5579,138.267,3904.4,1277.51,48.9251,38.5471,23.7213
2786,frame_67797.png,9.6929,11.9327,140.49,3946.86,1297.37,48.9251,40.0297,23.7213
2787,frame_67798.png,9.5997,11.7746,138.043,3841.64,1295.18,48.9251,38.5471,23.7213
2788,frame_67799.png,9.7313,12.8262,140.386,4053.73,1314.96,50.4077,40.0297,25.2039
2789,frame_67800.png,9.6071,13.0538,137.235,3878.39,1299.83,48.9251,38.5471,23.7213
2790,frame_67801.png,11.1426,14.6359,155.384,6022.26,1320.65,63.7509,47.4426,25.2039
2791,frame_67802.png,10.1954,12.4176,143.36,4708.93,1349.02,53.3729,41.5122,25.2039
2792,frame_67803.png,9.7043,11.8762,138.601,4129.07,1354.63,48.9251,38.5471,23.7213
2793,frame_67804.png,9.4659,11.6297,135.53,3796.7,1400.76,45.96,37.0645,25.2039
2794,frame_67805.png,9.5872,12.0043,137.48,3924.31,1282.54,48.9251,38.5471,23.7213
2795,frame_67806.png,9.5383,11.9025,136.966,3863.19,1242.63,48.9251,38.5471,22.2387
2796,frame_67807.png,9.4866,12.0752,137.635,3808.44,1228.95,48.9251,38.5471,22.2387
2797,frame_67808.png,9.4325,11.6648,135.968,3754.85,1216.34,48.9251,38.5471,22.2387
2798,frame_67809.png,9.6532,12.033,139.82,3982.98,1219.92,50.4077,40.0297,22.2387
2799,frame_67810.png,9.4338,11.7497,136.655,3726.52,1218.93,48.9251,38.5471,22.2387
2800,frame_67811.png,9.6634,12.1034,138.254,3890.86,1243.74,50.4077,38.5471,23.7213
2801,frame_67812.png,9.5814,11.7049,137.313,3847.57,1248.34,48.9251,38.5471,23.7213
2802,frame_67813.png,9.6434,11.8944,139.925,4010.53,1255.89,51.8903,40.0297,23.7213
2803,frame_67814.png,9.6034,11.7486,139.087,3949.22,1302.25,50.4077,40.0297,23.7213
2804,frame_67815.png,9.7099,12.1104,141.069,4068.83,1320.74,51.8903,40.0297,23.7213
2805,frame_67816.png,9.4234,11.5064,136.907,3773.22,1315.06,48.9251,38.5471,23.7213
2806,frame_67817.png,9.6175,11.9418,140.848,4028.49,1315.84,50.4077,40.0297,23.7213
2807,frame_67818.png,9.569,11.6268,138.409,3874.07,1280.56,48.9251,38.5471,23.7213
2808,frame_67819.png,9.6313,12.1828,141.56,4048.65,1260.06,51.8903,40.0297,23.7213
2809,frame_67820.png,9.503,12.1228,138.826,3938.4,1236.43,50.4077,40.0297,23.7213
2810,frame_67821.png,9.4974,12.4163,139.147,3990.04,1226.92,50.4077,40.0297,23.7213
2811,frame_67822.png,9.5075,12.144,139.424,3986.25,1241.68,50.4077,40.0297,23.7213
2812,frame_67823.png,9.4929,11.972,139.671,4039.25,1225.71,50.4077,40.0297,23.7213
2813,frame_67824.png,9.2395,11.5383,135.365,3699.45,1232.59,47.4426,38.5471,23.7213
2814,frame_67825.png,9.3596,12.2633,138.046,3869.61,1233.64,48.9251,38.5471,23.7213
2815,frame_67826.png,9.4654,12.0964,138.153,3903.9,1260.57,50.4077,38.5471,23.7213
2816,frame_67827.png,9.4574,12.1445,140.544,4027.16,1267.62,50.4077,40.0297,23.7213
2817,frame_67828.png,9.5037,11.7826,139.544,3961.31,1291.85,50.4077,40.0297,23.7213
2818,frame_67829.png,9.6575,12.4556,141.443,4089.99,1376.8,51.8903,40.0297,25.2039
2819,frame_67830.png,9.6428,12.9735,140.267,4032.49,1408.52,50.4077,40.0297,25.2039
2820,frame_67831.png,11.1491,15.1051,158.349,6326.81,1436.04,66.7161,48.9251,25.2039
2821,frame_67832.png,10.2154,12.7397,144.874,4923.92,1428.5,54.8554,41.5122,25.2039
2822,frame_67833.png,9.9253,12.2017,141.735,4449.43,1405.87,51.8903,40.0297,25.2039
2823,frame_67834.png,9.5937,11.7783,138.462,4056.8,1433.64,50.4077,38.5471,25.2039
2824,frame_67835.png,9.6556,12.5466,141.305,4186.93,1330.54,51.8903,40.0297,23.7213
2825,frame_67836.png,9.4542,12.4144,136.733,3960.11,1292.46,50.4077,38.5471,23.7213
2826,frame_67837.png,9.6849,12.3346,140.998,4192.4,1297.99,51.8903,40.0297,23.7213
2827,frame_67838.png,9.5531,11.8664,139.156,3954.2,1270.48,50.4077,40.0297,23.7213
2828,frame_67839.png,9.7295,12.2989,142.206,4160.62,1276.88,51.8903,41.5122,23.7213
2829,frame_67840.png,9.7217,12.5406,141.229,4128.11,1291.37,51.8903,40.0297,23.7213
2830,frame_67841.png,9.5183,12.3856,138.532,3947.36,1282.18,50.4077,38.5471,23.7213
2831,frame_67842.png,9.3363,11.6107,136.368,3738.93,1325.23,48.9251,38.5471,23.7213
2832,frame_67843.png,9.516,11.9053,140.138,3992.33,1354.66,50.4077,40.0297,23.7213
2833,frame_67844.png,9.6158,11.6158,140.008,4019.7,1408.29,50.4077,40.0297,25.2039
2834,frame_67845.png,9.5924,11.9292,141.277,4082.79,1408.72,51.8903,40.0297,25.2039
2835,frame_67846.png,9.5099,11.7391,139.622,3969.69,1429.14,50.4077,40.0297,25.2039
2836,frame_67847.png,9.5871,11.9567,140.973,4037.38,1432.03,50.4077,40.0297,25.2039
2837,frame_67848.png,9.6077,11.5452,139.327,3947.8,1389.4,50.4077,40.0297,25.2039
2838,frame_67849.png,9.6909,11.9973,141.952,4125.68,1374.14,51.8903,41.5122,25.2039
2839,frame_67850.png,9.6162,11.8716,139.654,3997.52,1355.97,50.4077,40.0297,23.7213
2840,frame_67851.png,9.6247,12.3892,141.614,4130.14,1349.96,53.3729,41.5122,23.7213
2841,frame_67852.png,9.6652,12.4663,141.873,4164.18,1343.92,51.8903,41.5122,23.7213
2842,frame_67853.png,9.5663,12.0526,140.883,4110.29,1322.45,51.8903,41.5122,23.7213
2843,frame_67854.png,9.3824,11.6277,139.2,3890.36,1344.62,50.4077,40.0297,23.7213
2844,frame_67855.png,9.458,12.086,139.623,3957.34,1361.13,50.4077,40.0297,23.7213
2845,frame_67856.png,9.4193,11.8208,138.67,3914.13,1376.05,50.4077,40.0297,25.2039
2846,frame_67857.png,9.573,11.8745,141.629,4122.9,1380.38,51.8903,41.5122,25.2039
2847,frame_67858.png,9.5188,11.6384,141.016,4047.1,1399.33,50.4077,40.0297,25.2039
2848,frame_67859.png,9.5362,12.471,143.048,4154.76,1452.67,51.8903,41.5122,26.6864
2849,frame_67860.png,9.5591,12.9625,141.897,4108.53,1448.49,51.8903,40.0297,25.2039
2850,frame_67861.png,10.8151,14.8168,156.302,6067.13,1419.52,63.7509,47.4426,25.2039
2851,frame_67862.png,9.9477,12.5303,143.499,4752.42,1407.37,53.3729,41.5122,25.2039
2852,frame_67863.png,9.6758,12.3596,142.276,4401.71,1397.05,51.8903,40.0297,25.2039
2853,frame_67864.png,9.5361,12.2749,138.621,4091.87,1426.3,50.4077,40.0297,25.2039
2854,frame_67865.png,9.3864,12.3571,139.289,4015.79,1344.1,50.4077,40.0297,23.7213
2855,frame_67866.png,9.3677,11.8287,138.427,3990.65,1318.42,50.4077,38.5471,23.7213
2856,frame_67867.png,9.313,11.9242,139.475,3958.56,1323.87,50.4077,40.0297,23.7213
2857,frame_67868.png,9.4274,11.9525,139.493,3984.66,1308.82,50.4077,40.0297,23.7213
2858,frame_67869.png,9.5011,12.1748,140.262,4067.74,1310.44,50.4077,40.0297,23.7213
2859,frame_67870.png,9.5443,11.9887,139.285,3992.91,1301.37,50.4077,40.0297,23.7213
2860,frame_67871.png,9.5751,12.3136,141.892,4123.59,1319.46,51.8903,40.0297,23.7213
2861,frame_67872.png,9.2641,11.8312,137.179,3833.22,1335.79,48.9251,38.5471,23.7213
2862,frame_67873.png,9.4398,12.0354,141.64,4115.54,1338.18,51.8903,40.0297,23.7213
2863,frame_67874.png,9.4384,11.7776,140.46,4027.98,1380.82,50.4077,40.0297,25.2039
2864,frame_67875.png,9.5471,12.199,142.507,4173.6,1405.83,51.8903,41.5122,25.2039
2865,frame_67876.png,9.392,11.695,138.499,3922.7,1393.42,50.4077,40.0297,25.2039
2866,frame_67877.png,9.6015,12.1485,142.328,4176.66,1361.45,51.8903,41.5122,23.7213
2867,frame_67878.png,9.6556,12.0549,141.824,4155.0,1351.88,51.8903,41.5122,23.7213
2868,frame_67879.png,9.7367,12.5894,142.566,4214.21,1316.18,51.8903,41.5122,23.7213
2869,frame_67880.png,9.3755,12.0544,137.687,3860.49,1283.89,48.9251,38.5471,23.7213
2870,frame_67881.png,9.577,12.7286,142.1,4151.04,1267.71,51.8903,40.0297,23.7213
2871,frame_67882.png,9.5729,12.5704,139.712,4041.71,1262.65,50.4077,40.0297,23.7213
2872,frame_67883.png,9.7696,12.8826,144.009,4325.78,1271.3,53.3729,41.5122,23.7213
2873,frame_67884.png,9.5878,12.1888,140.174,4106.46,1289.0,51.8903,40.0297,23.7213
2874,frame_67885.png,9.7409,12.5157,143.774,4324.51,1293.79,53.3729,41.5122,23.7213
2875,frame_67886.png,9.5512,11.9936,141.692,4154.04,1341.73,51.8903,40.0297,23.7213
2876,frame_67887.png,9.5558,12.3405,142.844,4134.41,1370.32,51.8903,41.5122,25.2039
2877,frame_67888.png,9.533,12.2576,141.122,4092.46,1380.59,50.4077,40.0297,25.2039
2878,frame_67889.png,9.6327,12.6322,143.568,4238.0,1359.96,51.8903,41.5122,25.2039
2879,frame_67890.png,9.6854,13.1675,143.606,4275.05,1362.62,51.8903,41.5122,25.2039
2880,frame_67891.png,11.2077,15.9661,162.372,6643.53,1409.23,68.1987,50.4077,25.2039
2881,frame_67892.png,10.0734,13.1258,145.052,4927.74,1414.51,51.8903,40.0297,25.2039
2882,frame_67893.png,9.5814,12.1689,139.292,4265.41,1432.93,48.9251,38.5471,25.2039
2883,frame_67894.png,9.66,12.0125,140.15,4195.72,1496.9,48.9251,38.5471,25.2039
2884,frame_67895.png,9.7961,12.621,144.035,4383.58,1458.71,51.8903,41.5122,25.2039
2885,frame_67896.png,9.5837,12.3846,141.986,4176.01,1414.47,51.8903,41.5122,25.2039
2886,frame_67897.png,9.8899,12.7567,145.613,4442.94,1414.24,53.3729,42.9948,25.2039
2887,frame_67898.png,9.5512,12.1482,142.004,4146.68,1406.26,51.8903,41.5122,25.2039
2888,frame_67899.png,9.668,12.4703,144.482,4352.09,1426.24,53.3729,42.9948,25.2039
2889,frame_67900.png,9.7104,12.4649,143.222,4268.88,1425.69,51.8903,41.5122,25.2039
2890,frame_67901.png,9.7303,12.4323,144.51,4352.73,1439.13,53.3729,41.5122,25.2039
2891,frame_67902.png,9.5422,11.9769,142.226,4166.55,1474.1,51.8903,41.5122,25.2039
2892,frame_67903.png,9.7111,12.2898,145.743,4435.26,1493.87,53.3729,42.9948,25.2039
2893,frame_67904.png,9.6941,11.889,142.695,4240.36,1534.87,51.8903,41.5122,26.6864
2894,frame_67905.png,9.7706,12.2256,144.538,4391.46,1524.34,53.3729,41.5122,26.6864
2895,frame_67906.png,9.4639,11.729,139.511,4028.96,1492.78,50.4077,40.0297,25.2039
2896,frame_67907.png,9.6938,12.2085,144.291,4304.04,1440.15,51.8903,42.9948,25.2039
