frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud,brisque_denoised,niqe_denoised,sigma_denoised,var_lap_denoised
22051,frame_22051.png,31.39,24.02,4.277,4.222,8.8955,8.8955,1118.74,253.57,24.74,4.689,8.8955,230.83
22081,frame_22081.png,34.05,25.68,4.009,3.808,11.8606,10.3781,1319.54,344.03,26.88,4.371,10.3781,312.27
22111,frame_22111.png,34.29,26.9,4.057,4.009,10.3781,8.8955,1290.79,321.21,27.28,4.422,8.8955,297.55
22141,frame_22141.png,33.6,25.47,3.876,3.697,11.8606,10.3781,1331.25,347.31,27.17,4.404,8.8955,318.18
22171,frame_22171.png,32.97,25.31,4.171,4.185,10.3781,8.8955,1262.37,330.11,26.26,4.714,8.8955,303.28
22201,frame_22201.png,33.33,25.24,3.988,3.873,11.8606,8.8955,1252.9,312.18,26.94,4.424,8.8955,281.37
22231,frame_22231.png,32.84,26.05,4.174,4.371,10.3781,8.8955,1262.1,324.75,26.99,4.745,8.8955,304.61
22261,frame_22261.png,32.91,24.74,3.875,3.834,11.8606,8.8955,1285.67,339.27,26.6,4.413,8.8955,310.04
22291,frame_22291.png,32.2,24.67,4.175,4.264,8.8955,8.8955,1243.53,308.74,26.2,4.685,8.8955,285.89
22321,frame_22321.png,32.76,24.76,3.957,3.88,11.8606,8.8955,1270.52,315.13,26.88,4.492,8.8955,283.25
22351,frame_22351.png,33.34,25.09,4.183,4.241,8.8955,8.8955,1274.52,311.42,26.19,4.574,8.8955,289.24
22381,frame_22381.png,32.94,24.74,4.097,4.005,11.8606,8.8955,1308.52,342.18,27.11,4.534,8.8955,314.02
22411,frame_22411.png,31.95,24.8,4.023,4.026,8.8955,8.8955,1257.77,288.6,25.26,4.437,8.8955,262.49
22441,frame_22441.png,32.51,24.81,4.342,4.13,8.8955,8.8955,1183.37,267.24,25.65,4.497,8.8955,243.32
22471,frame_22471.png,32.03,24.2,4.114,4.058,10.3781,8.8955,1194.64,284.8,25.51,4.412,8.8955,261.11
22501,frame_22501.png,28.57,21.21,3.82,3.893,11.8606,10.3781,1247.1,315.78,24.56,4.467,10.3781,286.0
22531,frame_22531.png,32.22,24.22,4.162,3.842,10.3781,8.8955,1221.64,294.58,25.5,4.18,8.8955,272.43
22561,frame_22561.png,31.37,24.25,4.084,4.102,10.3781,8.8955,1230.47,301.1,25.38,4.45,8.8955,279.44
22591,frame_22591.png,31.98,24.13,4.206,4.161,10.3781,8.8955,1257.18,313.46,25.41,4.531,8.8955,291.83
22621,frame_22621.png,26.87,20.26,3.736,3.703,13.3432,10.3781,1326.51,342.78,23.43,4.232,10.3781,313.88
22651,frame_22651.png,27.74,21.03,3.727,3.788,11.8606,10.3781,1370.37,343.86,24.75,4.238,10.3781,315.91
22681,frame_22681.png,27.77,21.73,3.921,3.796,11.8606,10.3781,1417.73,352.49,24.79,4.349,10.3781,326.04
22711,frame_22711.png,26.67,19.91,3.914,3.982,11.8606,10.3781,1418.22,342.93,22.97,4.597,10.3781,315.99
22741,frame_22741.png,25.61,18.74,3.841,3.714,13.3432,10.3781,1493.62,364.71,22.21,4.417,10.3781,334.13
22771,frame_22771.png,24.66,16.96,3.728,3.826,11.8606,10.3781,1360.62,317.9,20.64,4.591,10.3781,293.85
22801,frame_22801.png,24.46,17.23,4.329,4.351,10.3781,8.8955,1303.9,279.41,19.78,4.886,8.8955,265.35
22831,frame_22831.png,24.26,16.51,3.913,3.872,11.8606,10.3781,1344.74,306.96,20.01,4.677,10.3781,280.96
22861,frame_22861.png,24.82,17.5,4.096,4.185,10.3781,8.8955,1317.76,279.85,19.73,4.78,8.8955,263.05
22891,frame_22891.png,25.15,17.54,4.113,4.203,11.8606,10.3781,1378.67,313.15,21.21,4.808,10.3781,288.11
22921,frame_22921.png,25.17,17.96,4.429,4.308,8.8955,8.8955,1347.82,277.23,19.73,4.838,8.8955,259.82
22951,frame_22951.png,24.36,17.41,3.915,3.926,11.8606,10.3781,1404.2,295.31,18.98,4.562,10.3781,273.06
22981,frame_22981.png,22.52,16.45,4.27,4.318,10.3781,8.8955,1277.02,235.45,17.96,4.957,8.8955,221.18
23011,frame_23011.png,21.82,14.97,4.376,4.298,8.8955,8.8955,1302.5,230.59,16.18,5.006,8.8955,217.06
23041,frame_23041.png,22.09,15.56,4.502,3.845,10.3781,8.8955,1341.08,241.45,17.2,4.688,8.8955,227.55
23071,frame_23071.png,21.58,14.48,4.471,4.234,10.3781,8.8955,1355.02,245.13,17.02,4.873,8.8955,230.78
23101,frame_23101.png,23.13,15.81,4.437,4.061,11.8606,8.8955,1376.9,259.09,18.8,4.826,8.8955,244.29
23131,frame_23131.png,22.72,15.62,4.304,3.868,11.8606,10.3781,1392.16,274.01,18.68,4.496,10.3781,258.66
23161,frame_23161.png,27.28,19.76,4.011,3.642,14.8258,11.8606,1650.77,701.16,23.53,4.19,11.8606,679.34
23191,frame_23191.png,26.45,20.12,4.104,3.686,13.3432,11.8606,1632.4,673.79,23.38,4.139,11.8606,658.6
23221,frame_23221.png,24.53,19.07,3.726,3.376,16.3084,13.3432,1692.68,719.7,23.82,4.107,13.3432,696.15
23251,frame_23251.png,24.46,18.44,3.954,3.738,14.8258,11.8606,1636.52,678.14,23.15,4.258,11.8606,663.64
23281,frame_23281.png,25.58,20.59,3.829,3.599,16.3084,13.3432,1637.92,672.52,24.04,4.177,13.3432,657.4
23311,frame_23311.png,25.08,19.15,3.987,3.636,14.8258,11.8606,1600.85,647.2,23.09,4.113,11.8606,638.77
23341,frame_23341.png,26.75,20.96,3.963,3.55,16.3084,13.3432,1632.1,670.0,24.19,4.031,13.3432,655.0
23371,frame_23371.png,25.46,20.08,4.099,3.682,14.8258,11.8606,1587.44,628.52,23.73,4.156,11.8606,618.82
23401,frame_23401.png,26.1,20.03,3.977,3.436,16.3084,13.3432,1613.61,653.64,23.56,3.866,13.3432,638.66
23431,frame_23431.png,25.87,20.69,3.875,3.425,16.3084,13.3432,1609.95,660.52,24.17,3.867,13.3432,642.59
23461,frame_23461.png,26.74,20.48,3.891,3.645,14.8258,11.8606,1563.72,638.04,23.54,4.158,11.8606,630.04
23491,frame_23491.png,26.51,20.62,3.969,3.852,14.8258,11.8606,1550.73,633.74,23.91,4.182,11.8606,621.41
23521,frame_23521.png,26.8,19.85,4.005,3.625,14.8258,11.8606,1524.06,597.99,21.24,4.319,11.8606,577.26
23551,frame_23551.png,81.25,79.7,10.665,9.336,13.3432,11.8606,2355.43,1287.15,70.2,8.833,11.8606,1174.0
23581,frame_23581.png,35.22,23.38,5.614,4.929,23.7213,19.2735,2484.83,1430.01,33.72,5.668,19.2735,1316.44
23611,frame_23611.png,37.84,26.13,5.142,4.274,25.2039,20.7561,2660.37,1550.07,43.58,5.338,20.7561,1397.91
23641,frame_23641.png,33.47,21.32,5.448,4.597,16.3084,13.3432,1926.42,998.1,26.99,5.236,14.8258,941.6
23671,frame_23671.png,33.25,22.18,4.581,3.872,22.2387,19.2735,2363.86,1363.7,33.24,4.377,19.2735,1261.89
23701,frame_23701.png,38.33,26.43,4.161,3.923,19.2735,16.3084,2198.26,1317.68,34.49,4.496,16.3084,1231.82
23731,frame_23731.png,52.23,40.49,5.573,5.006,19.2735,16.3084,2422.59,1437.9,67.21,6.751,16.3084,1340.99
23761,frame_23761.png,33.95,24.66,5.285,4.588,26.6864,20.7561,2641.2,1494.67,43.05,5.759,20.7561,1347.75
23791,frame_23791.png,46.85,34.19,7.205,5.875,19.2735,14.8258,2428.56,1282.6,59.7,8.102,16.3084,1187.44
23821,frame_23821.png,32.24,22.85,4.983,4.786,28.169,22.2387,2701.36,1592.52,45.67,6.377,22.2387,1425.35
23851,frame_23851.png,35.01,23.99,5.529,4.464,25.2039,20.7561,2682.7,1523.01,45.92,5.623,20.7561,1370.07
23881,frame_23881.png,30.17,18.91,4.873,4.117,23.7213,19.2735,2387.98,1310.89,40.33,5.707,19.2735,1175.15
23911,frame_23911.png,29.76,17.39,4.567,3.963,26.6864,20.7561,2556.49,1487.06,30.03,5.096,20.7561,1335.44
23941,frame_23941.png,29.07,17.35,4.697,4.45,23.7213,19.2735,2328.4,1285.33,30.25,5.767,19.2735,1159.23
23971,frame_23971.png,31.99,19.06,4.981,4.216,22.2387,17.791,2219.44,1176.4,33.76,5.292,17.791,1059.48
24001,frame_24001.png,28.44,17.08,4.442,4.11,23.7213,19.2735,2301.06,1270.77,24.79,4.708,19.2735,1163.09
24031,frame_24031.png,30.7,19.05,4.934,4.105,22.2387,17.791,2283.77,1230.64,25.95,4.78,17.791,1133.49
24061,frame_24061.png,27.7,15.65,4.517,4.29,22.2387,17.791,2162.42,1153.51,32.32,5.26,17.791,1039.45
24091,frame_24091.png,28.41,17.72,4.232,3.769,25.2039,20.7561,2350.59,1333.03,27.36,4.361,19.2735,1200.77
24121,frame_24121.png,29.87,17.7,5.176,4.468,19.2735,16.3084,2143.93,1123.99,23.74,5.02,16.3084,1043.65
24151,frame_24151.png,38.94,26.69,4.149,4.034,14.8258,11.8606,1875.74,972.44,29.74,4.855,13.3432,883.74
24181,frame_24181.png,44.71,35.6,6.399,5.383,23.7213,19.2735,2489.75,1422.45,60.95,6.698,20.7561,1302.51
24211,frame_24211.png,52.22,53.07,5.654,4.947,11.8606,11.8606,1361.06,582.47,51.25,6.221,10.3781,522.9
24241,frame_24241.png,27.45,33.2,5.908,6.418,5.9303,5.9303,1075.64,142.23,25.34,5.348,5.9303,133.24
24271,frame_24271.png,55.41,54.98,5.714,4.888,10.3781,10.3781,1279.37,490.74,49.93,6.011,8.8955,446.34
24301,frame_24301.png,48.33,50.3,5.848,5.016,13.3432,11.8606,1438.06,619.73,49.83,6.111,11.8606,548.18
24331,frame_24331.png,30.51,36.24,6.287,6.836,5.9303,5.9303,1058.56,124.79,28.34,5.662,5.9303,126.11
24361,frame_24361.png,51.37,52.03,5.659,4.973,11.8606,10.3781,1354.2,548.51,49.69,6.033,10.3781,491.87
24391,frame_24391.png,27.35,34.36,6.089,6.409,5.9303,5.9303,1046.2,110.36,26.62,5.392,5.9303,116.24
24421,frame_24421.png,45.99,47.27,5.418,4.778,14.8258,13.3432,1553.66,713.21,48.39,6.176,13.3432,630.48
24451,frame_24451.png,47.74,39.18,6.105,5.388,28.169,22.2387,2807.41,1661.61,66.53,6.923,22.2387,1493.76
24481,frame_24481.png,47.01,39.48,5.964,5.681,28.169,22.2387,2793.16,1667.12,70.76,8.064,22.2387,1499.98
24511,frame_24511.png,44.04,35.57,5.95,4.856,26.6864,22.2387,2691.31,1600.44,61.03,6.444,22.2387,1461.63
24541,frame_24541.png,44.21,34.2,5.398,5.082,26.6864,22.2387,2609.49,1558.28,64.88,7.532,22.2387,1419.99
24571,frame_24571.png,42.51,33.04,5.509,4.996,26.6864,22.2387,2652.13,1597.04,65.47,7.484,22.2387,1446.91
24601,frame_24601.png,40.2,33.03,4.73,4.852,32.6168,25.2039,2810.16,1732.31,58.98,6.849,25.2039,1562.52
24631,frame_24631.png,39.95,32.87,4.957,4.898,32.6168,25.2039,2820.16,1775.21,58.49,7.051,25.2039,1595.72
24661,frame_24661.png,39.85,33.0,4.618,4.763,32.6168,25.2039,2848.91,1773.84,58.71,6.756,25.2039,1588.59
24691,frame_24691.png,49.56,37.39,6.383,5.457,22.2387,17.791,2517.54,1418.57,62.55,7.214,19.2735,1309.24
24721,frame_24721.png,35.79,29.89,7.911,6.09,7.4129,7.4129,1547.29,587.37,27.71,6.199,7.4129,588.05
24751,frame_24751.png,29.48,17.7,4.852,4.334,19.2735,16.3084,2065.72,1054.95,23.64,5.025,16.3084,970.7
24781,frame_24781.png,25.74,16.02,3.925,3.356,26.6864,20.7561,2311.76,1237.76,24.85,4.229,20.7561,1128.81
24811,frame_24811.png,25.18,14.58,3.947,3.688,23.7213,19.2735,2204.13,1164.06,21.81,4.483,19.2735,1067.92
24841,frame_24841.png,31.16,19.73,4.709,4.019,20.7561,16.3084,2134.22,1100.59,25.21,4.625,17.0497,1021.73
24871,frame_24871.png,30.99,19.71,4.712,3.909,20.7561,16.3084,2061.83,1050.25,25.4,4.455,16.3084,977.48
24901,frame_24901.png,30.75,19.05,4.892,4.382,17.791,14.8258,1938.18,956.14,24.55,5.337,14.8258,868.52
24931,frame_24931.png,32.15,20.62,5.358,4.459,16.3084,14.8258,1820.11,884.21,30.67,5.378,14.8258,803.0
24961,frame_24961.png,32.83,20.9,5.159,4.624,14.8258,13.3432,1721.32,809.18,28.44,5.587,13.3432,741.56
24991,frame_24991.png,33.28,20.16,5.293,4.139,17.791,14.8258,1894.04,888.49,35.23,4.941,14.8258,804.19
25021,frame_25021.png,30.35,18.69,4.615,3.951,20.7561,17.791,2076.99,1113.16,25.94,4.296,17.791,1034.78
25051,frame_25051.png,35.54,23.45,6.424,5.249,13.3432,10.3781,1751.93,781.7,29.96,5.841,11.8606,747.73
25081,frame_25081.png,24.66,14.84,4.072,3.52,22.2387,17.791,2046.67,1053.23,24.21,4.252,17.791,984.27
25111,frame_25111.png,29.07,19.28,5.281,4.624,16.3084,13.3432,1909.84,910.08,31.99,5.774,13.3432,853.76
25141,frame_25141.png,25.58,14.87,4.205,3.763,19.2735,16.3084,2004.7,973.82,21.54,4.511,16.3084,907.41
25171,frame_25171.png,25.04,13.4,4.529,4.144,17.791,14.8258,1874.06,887.05,30.38,4.999,14.8258,825.96
25201,frame_25201.png,30.99,18.76,4.978,4.609,17.791,14.8258,2005.99,1005.42,32.25,5.995,14.8258,937.23
25231,frame_25231.png,30.53,17.43,4.971,4.05,19.2735,16.3084,2057.47,1043.43,27.17,5.247,16.3084,962.5
25261,frame_25261.png,29.45,17.94,4.702,4.249,19.2735,16.3084,2126.44,1082.28,34.94,5.526,16.3084,989.12
25291,frame_25291.png,29.56,17.47,5.185,4.643,17.791,14.8258,1956.97,996.0,32.92,5.901,14.8258,915.62
25321,frame_25321.png,22.09,12.41,3.816,3.399,16.3084,13.3432,1547.29,654.51,26.75,5.692,13.3432,616.53
25351,frame_25351.png,21.95,11.61,5.146,4.394,10.3781,8.8955,1355.64,509.68,23.11,5.344,8.8955,496.78
25381,frame_25381.png,22.69,13.28,3.987,3.752,14.8258,11.8606,1484.06,604.42,21.25,5.2,11.8606,574.76
25411,frame_25411.png,21.34,12.89,3.825,3.347,16.3084,13.3432,1561.88,667.43,21.16,4.129,13.3432,635.31
25441,frame_25441.png,23.92,13.63,3.609,3.586,20.7561,16.3084,1900.54,881.71,38.42,5.376,16.3084,815.5
25471,frame_25471.png,32.47,21.53,6.403,5.57,11.8606,10.3781,1744.44,651.68,41.07,6.756,10.3781,635.03
25501,frame_25501.png,30.86,17.96,5.161,4.43,17.791,14.8258,2000.29,1050.68,34.26,5.671,16.3084,964.0
25531,frame_25531.png,33.49,20.5,5.117,4.516,19.2735,16.3084,2032.35,1091.88,27.35,5.137,16.3084,1028.46
25561,frame_25561.png,46.16,42.5,6.331,5.351,41.5122,32.6168,3900.92,2632.23,69.46,7.326,31.1342,2364.17
25591,frame_25591.png,51.87,44.7,6.932,5.571,35.5819,28.169,3692.84,2422.3,70.87,7.402,28.169,2196.31
25621,frame_25621.png,33.53,21.24,5.389,4.483,22.2387,19.2735,2362.61,1311.86,28.33,4.983,19.2735,1214.02
25651,frame_25651.png,31.74,19.19,5.104,4.209,25.2039,20.7561,2626.12,1521.9,26.25,4.472,20.7561,1403.45
25681,frame_25681.png,43.48,30.1,4.431,3.627,22.2387,17.791,2546.07,1532.34,37.46,4.425,17.791,1434.59
25711,frame_25711.png,57.15,46.61,6.276,5.81,17.791,13.3432,2759.78,1338.95,64.56,7.88,14.8258,1235.98
25741,frame_25741.png,34.68,22.44,5.644,4.829,19.2735,16.3084,2088.85,1068.75,42.58,5.447,16.3084,982.67
25771,frame_25771.png,35.9,24.65,5.514,4.554,20.7561,16.3084,2191.52,1121.36,45.71,5.966,16.3084,1024.26
25801,frame_25801.png,39.12,28.43,5.849,4.884,19.2735,16.3084,2152.98,1108.83,44.61,6.037,16.3084,1016.33
25831,frame_25831.png,35.22,25.26,5.402,4.43,22.2387,17.791,2326.29,1204.75,49.38,5.943,17.791,1092.45
25861,frame_25861.png,40.44,36.5,5.497,4.893,10.3781,8.8955,2187.41,1172.96,32.83,4.772,10.3781,1152.26
25891,frame_25891.png,24.92,18.77,3.552,3.231,28.169,22.2387,2774.38,1700.45,21.19,3.611,22.2387,1613.43
25921,frame_25921.png,30.2,23.95,4.126,3.637,23.7213,19.2735,2788.12,1656.89,21.96,4.627,19.2735,1488.34
25951,frame_25951.png,33.3,26.05,4.814,4.143,17.791,14.8258,2154.04,1091.06,24.01,5.213,14.8258,954.11
25981,frame_25981.png,30.12,22.19,4.357,3.82,26.6864,20.7561,2746.43,1716.95,24.94,5.042,20.7561,1465.42
26011,frame_26011.png,30.27,25.11,4.021,3.644,29.6516,23.7213,3097.85,2052.16,23.83,4.955,23.7213,1788.28
26041,frame_26041.png,85.72,83.04,9.453,8.01,16.3084,14.8258,2383.18,1354.2,94.77,8.405,14.8258,1228.81
26071,frame_26071.png,19.39,10.47,4.128,4.004,11.8606,10.3781,1354.96,487.71,17.02,5.129,10.3781,465.23
26101,frame_26101.png,22.44,12.33,3.852,3.505,11.8606,10.3781,1329.36,472.38,16.72,4.443,10.3781,439.93
26131,frame_26131.png,32.74,21.45,4.573,3.742,7.4129,5.9303,1083.55,301.69,20.37,4.84,5.9303,274.88
26161,frame_26161.png,24.86,15.09,4.793,4.672,13.3432,11.8606,1351.59,530.45,31.38,7.019,11.8606,480.73
26191,frame_26191.png,27.75,16.46,6.086,5.289,10.3781,8.8955,1194.77,430.35,24.93,6.867,8.8955,404.61
26221,frame_26221.png,23.14,13.23,4.317,4.372,16.3084,13.3432,1422.41,585.66,30.83,6.928,13.3432,523.06
26251,frame_26251.png,28.88,19.23,4.31,4.139,19.2735,14.8258,1522.66,645.39,37.02,6.365,14.8258,572.77
26281,frame_26281.png,28.68,16.66,4.236,3.745,19.2735,14.8258,1535.69,648.55,34.3,5.967,14.8258,573.94
26311,frame_26311.png,35.98,22.25,5.368,4.727,14.8258,11.8606,1539.14,659.86,44.97,7.037,13.3432,608.31
26341,frame_26341.png,29.99,18.2,4.195,4.082,22.2387,17.791,1931.3,913.78,39.79,6.133,17.791,817.32
26371,frame_26371.png,33.25,18.78,4.611,4.072,17.791,14.8258,1692.01,775.64,36.24,5.748,14.8258,697.27
26401,frame_26401.png,44.89,38.22,5.691,4.169,11.8606,10.3781,1422.5,523.13,38.17,5.631,10.3781,462.97
26431,frame_26431.png,51.7,49.9,5.807,4.582,11.8606,10.3781,1581.54,592.37,51.11,6.33,10.3781,520.76
26461,frame_26461.png,56.35,51.76,6.828,4.699,11.8606,10.3781,1624.56,572.0,52.44,5.925,10.3781,504.02
26491,frame_26491.png,45.7,38.46,5.814,3.996,11.8606,10.3781,1376.48,453.07,36.92,5.438,10.3781,398.81
26521,frame_26521.png,46.27,42.49,5.744,4.349,11.8606,10.3781,1389.0,455.66,40.79,5.397,10.3781,404.46
26551,frame_26551.png,46.26,43.07,5.672,4.56,11.8606,10.3781,1423.58,476.34,41.8,5.698,10.3781,424.16
26581,frame_26581.png,27.98,33.93,5.987,6.168,5.9303,5.9303,1068.22,139.71,27.62,5.511,5.9303,134.3
26611,frame_26611.png,23.39,31.89,5.952,6.177,5.9303,4.4477,1044.58,99.75,22.38,6.167,4.4477,91.59
26641,frame_26641.png,28.39,34.69,5.663,5.785,5.9303,5.9303,1043.83,136.68,28.25,5.478,5.9303,133.09
26671,frame_26671.png,27.2,32.8,5.807,5.783,5.9303,5.9303,1040.72,127.6,27.29,5.412,5.9303,123.95
26701,frame_26701.png,29.98,31.62,5.042,4.268,4.4477,4.4477,1318.39,157.35,25.91,3.812,4.4477,136.7
26731,frame_26731.png,23.18,12.14,4.368,3.582,13.3432,10.3781,1422.05,534.79,16.16,4.372,10.3781,501.07
26761,frame_26761.png,46.06,32.74,6.153,4.483,22.2387,19.2735,2795.61,1475.56,52.88,5.241,19.2735,1338.47
26791,frame_26791.png,53.05,52.09,6.487,4.9,13.3432,13.3432,1879.71,802.66,50.43,6.011,11.8606,706.73
26821,frame_26821.png,35.4,21.29,5.167,3.801,20.7561,16.3084,2133.55,1022.89,38.43,5.135,16.3084,893.95
26851,frame_26851.png,34.25,20.37,5.159,3.99,19.2735,16.3084,2040.26,944.24,38.61,5.806,14.8258,829.41
26881,frame_26881.png,34.74,20.25,4.736,3.76,17.791,14.8258,1816.66,820.66,43.28,6.489,14.8258,721.54
26911,frame_26911.png,29.15,16.09,4.963,4.273,16.3084,13.3432,1650.66,722.57,36.88,6.781,13.3432,640.03
26941,frame_26941.png,26.78,14.09,4.912,4.315,14.8258,11.8606,1539.21,644.82,26.1,5.703,11.8606,578.38
26971,frame_26971.png,23.58,14.04,4.118,4.172,22.2387,16.3084,1772.44,816.4,29.79,5.934,16.3084,705.98
27001,frame_27001.png,29.01,14.65,5.34,4.188,14.8258,11.8606,1512.75,626.95,26.45,5.383,11.8606,562.08
27031,frame_27031.png,28.51,13.86,5.299,4.069,14.8258,11.8606,1532.29,631.14,25.94,5.442,11.8606,564.36
27061,frame_27061.png,27.98,13.71,5.099,4.143,14.8258,13.3432,1544.45,646.42,25.43,5.45,13.3432,574.73
27091,frame_27091.png,27.38,13.69,5.334,4.433,14.8258,13.3432,1551.7,649.2,25.83,5.584,13.3432,579.33
27121,frame_27121.png,25.11,13.87,4.749,4.325,19.2735,14.8258,1708.77,760.27,29.75,5.776,14.8258,661.38
27151,frame_27151.png,33.37,19.42,5.369,4.008,16.3084,14.8258,1695.96,742.51,33.56,5.466,13.3432,656.15
27181,frame_27181.png,32.3,18.19,5.321,4.077,16.3084,14.8258,1678.13,744.23,32.48,5.628,13.3432,654.14
27211,frame_27211.png,29.73,19.71,4.641,4.003,22.2387,16.3084,1865.88,865.54,38.22,5.75,16.3084,748.07
27241,frame_27241.png,32.92,18.39,5.425,4.048,16.3084,13.3432,1680.28,721.31,34.98,5.589,13.3432,634.07
27271,frame_27271.png,29.7,17.39,4.83,3.911,20.7561,16.3084,1856.34,826.83,35.01,5.445,14.8258,716.76
27301,frame_27301.png,27.96,16.58,4.912,4.006,20.7561,16.3084,1839.2,822.93,35.56,5.501,16.3084,713.21
27331,frame_27331.png,30.47,14.89,5.516,4.459,14.8258,11.8606,1535.9,609.49,29.13,5.674,11.8606,543.47
27361,frame_27361.png,28.58,15.67,5.787,4.682,14.8258,11.8606,1521.2,606.93,29.64,6.349,11.8606,542.16
27391,frame_27391.png,29.31,14.99,5.765,4.73,14.8258,13.3432,1595.66,649.57,33.94,6.688,13.3432,576.01
27421,frame_27421.png,29.76,15.34,5.961,4.511,14.8258,13.3432,1635.48,676.69,30.02,5.993,13.3432,601.02
27451,frame_27451.png,19.99,12.42,4.766,4.23,5.9303,4.4477,1717.35,240.58,13.34,5.131,5.9303,221.83
27481,frame_27481.png,19.35,8.5,4.527,3.773,11.8606,8.8955,1440.55,446.65,16.33,4.93,8.8955,416.57
27511,frame_27511.png,24.48,14.82,3.986,3.458,13.3432,10.3781,1421.53,488.98,15.98,4.07,10.3781,457.43
27541,frame_27541.png,25.02,12.41,5.771,4.212,11.8606,10.3781,1267.27,420.34,20.86,5.257,10.3781,382.4
27571,frame_27571.png,23.51,13.35,4.962,4.775,13.3432,11.8606,1358.73,443.67,31.45,7.102,11.8606,395.97
27601,frame_27601.png,23.53,12.46,4.974,4.566,13.3432,11.8606,1380.31,453.21,28.88,7.133,11.8606,399.96
27631,frame_27631.png,34.51,27.86,5.291,5.339,20.7561,17.791,2314.31,1087.18,52.95,7.567,17.791,981.93
27661,frame_27661.png,34.3,23.37,5.246,4.503,20.7561,16.3084,2107.42,1041.67,41.75,5.494,16.3084,943.99
27691,frame_27691.png,24.24,12.77,4.759,4.471,7.4129,5.9303,1844.79,353.52,24.14,6.048,5.9303,318.09
27721,frame_27721.png,19.53,8.76,4.241,4.261,10.3781,8.8955,1346.9,391.93,21.95,6.331,8.8955,372.44
27751,frame_27751.png,22.26,10.5,4.44,3.718,10.3781,8.8955,1314.87,409.34,13.5,4.518,8.8955,390.46
27781,frame_27781.png,22.53,11.79,4.356,3.776,11.8606,8.8955,1451.32,429.17,14.95,5.73,10.3781,398.15
27811,frame_27811.png,22.12,13.12,5.461,4.448,8.8955,7.4129,1298.04,329.18,19.57,6.005,7.4129,318.99
27841,frame_27841.png,22.54,13.72,4.83,3.802,11.8606,8.8955,1324.3,358.47,17.74,5.212,8.8955,331.5
27871,frame_27871.png,21.27,11.64,4.061,3.499,13.3432,10.3781,1430.76,433.74,14.2,4.382,10.3781,395.48
27901,frame_27901.png,37.19,26.46,5.859,5.22,17.791,16.3084,2337.25,1118.04,43.87,6.318,16.3084,1014.6
27931,frame_27931.png,52.79,41.02,6.258,3.656,7.4129,7.4129,1078.23,270.03,37.2,4.855,7.4129,242.25
27961,frame_27961.png,50.75,41.11,5.698,3.823,7.4129,7.4129,1042.94,255.9,36.15,5.174,7.4129,229.52
27991,frame_27991.png,52.97,46.03,5.754,4.026,8.8955,8.8955,1118.2,311.79,41.83,5.404,8.8955,274.75
28021,frame_28021.png,54.52,38.26,5.632,3.514,8.8955,8.8955,1152.07,342.3,36.65,4.919,8.8955,301.79
28051,frame_28051.png,48.93,37.23,5.29,3.767,7.4129,7.4129,1142.16,288.53,35.47,5.577,7.4129,256.53
28081,frame_28081.png,24.49,11.44,5.153,4.232,13.3432,11.8606,1251.79,410.33,21.46,5.646,11.8606,367.24
28111,frame_28111.png,21.88,11.11,4.634,4.453,16.3084,11.8606,1335.2,450.3,30.72,6.471,11.8606,395.52
28141,frame_28141.png,22.36,10.63,4.503,4.229,16.3084,13.3432,1457.44,568.73,24.57,6.239,13.3432,505.22
28171,frame_28171.png,21.48,13.61,4.701,3.842,10.3781,8.8955,1245.56,394.37,14.19,4.642,8.8955,374.34
28201,frame_28201.png,77.02,77.18,11.609,14.655,0.0,0.0,905.78,98.52,49.72,7.612,1.4826,100.02
28231,frame_28231.png,23.74,17.02,3.26,2.524,23.7213,17.791,2571.62,1207.66,17.99,2.984,17.791,1164.32
28261,frame_28261.png,29.86,23.15,4.727,3.524,14.8258,11.8606,1873.96,736.6,21.55,4.434,11.8606,663.61
28291,frame_28291.png,33.72,24.43,5.012,4.026,17.791,14.8258,2091.14,928.97,26.51,4.842,13.3432,821.08
28321,frame_28321.png,30.57,18.58,5.539,4.192,20.7561,14.8258,2250.51,1050.54,29.07,4.676,14.8258,956.87
28351,frame_28351.png,32.44,25.98,3.926,3.361,14.8258,11.8606,1936.96,799.2,19.32,4.062,11.8606,724.7
28381,frame_28381.png,27.42,19.84,4.888,3.735,16.3084,11.8606,1715.74,664.34,20.75,4.403,11.8606,615.0
28411,frame_28411.png,28.44,22.24,3.236,2.714,20.7561,16.3084,1999.25,892.07,13.9,4.153,14.8258,796.97
28441,frame_28441.png,28.57,24.1,3.305,2.801,20.7561,16.3084,2262.76,1130.56,24.24,3.092,16.3084,1093.71
28471,frame_28471.png,28.9,24.06,3.148,2.653,19.2735,14.8258,2095.91,1047.01,19.64,3.57,14.8258,943.12
28501,frame_28501.png,25.6,20.51,2.888,2.269,22.2387,17.791,2265.91,1160.61,22.09,3.112,17.791,1120.87
28531,frame_28531.png,35.31,29.84,4.305,3.574,14.8258,11.8606,1770.99,678.63,17.2,4.54,11.8606,615.52
28561,frame_28561.png,26.39,20.13,4.868,3.579,14.8258,10.3781,1708.71,659.47,21.96,4.673,10.3781,587.82
28591,frame_28591.png,31.87,23.57,3.923,3.405,19.2735,14.8258,1839.36,714.45,20.04,4.819,13.3432,630.02
