frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud,brisque_denoised,niqe_denoised,sigma_denoised,var_lap_denoised
64351,frame_64351.png,42.15,29.3,6.462,4.544,37.0645,29.6516,5157.68,3310.96,33.62,4.523,31.1342,3021.84
64381,frame_64381.png,35.79,23.44,5.768,3.901,45.96,32.6168,5609.75,3607.4,30.22,3.96,34.0993,3261.44
64411,frame_64411.png,39.75,26.33,6.35,4.33,37.0645,28.169,5055.22,3215.3,30.63,4.128,29.6516,2949.7
64441,frame_64441.png,41.94,27.97,6.228,4.498,35.5819,29.6516,5097.49,3302.87,31.65,4.144,29.6516,3010.87
64471,frame_64471.png,43.9,28.88,7.17,4.754,32.6168,25.2039,4616.81,2803.67,38.23,5.674,26.6864,2509.44
64501,frame_64501.png,42.7,26.16,6.979,4.491,32.6168,25.2039,4462.16,2782.57,51.49,5.893,25.2039,2491.89
64531,frame_64531.png,48.13,30.07,7.113,4.501,31.1342,23.7213,4438.8,2741.71,54.43,5.804,23.7213,2462.22
64561,frame_64561.png,41.51,27.86,6.602,4.29,37.0645,28.169,5135.06,3317.81,31.47,4.367,29.6516,3037.71
64591,frame_64591.png,39.63,27.5,5.819,3.922,54.8554,37.0645,6708.09,4383.99,34.28,4.258,38.5471,3880.32
64621,frame_64621.png,40.95,25.82,7.907,4.854,32.6168,25.2039,4519.71,2746.18,36.92,5.687,25.2039,2457.38
64651,frame_64651.png,43.69,31.34,6.589,4.663,38.5471,28.169,5336.92,3467.38,37.55,4.519,29.6516,3100.65
64681,frame_64681.png,45.76,30.62,6.487,4.013,45.96,32.6168,6461.95,4246.67,37.26,4.122,34.0993,3808.41
64711,frame_64711.png,44.3,29.74,6.572,4.121,38.5471,29.6516,5351.74,3513.61,33.4,4.175,29.6516,3184.28
64741,frame_64741.png,80.61,93.25,13.744,17.121,0.0,0.0,679.88,30.2,45.41,6.042,1.4826,32.48
64771,frame_64771.png,45.06,34.0,6.52,5.229,35.5819,28.169,4883.06,3252.54,48.67,5.161,28.169,2858.91
64801,frame_64801.png,50.64,37.51,6.367,4.401,41.5122,31.1342,5847.1,3949.64,61.31,5.66,32.6168,3430.36
64831,frame_64831.png,50.29,38.07,6.21,4.492,41.5122,31.1342,5761.04,3865.85,62.08,5.836,31.1342,3372.86
64861,frame_64861.png,39.92,29.83,5.359,3.843,54.8554,40.0297,6720.18,4715.82,37.73,4.009,41.5122,4133.14
64891,frame_64891.png,52.68,51.44,8.443,6.57,48.9251,35.5819,5681.8,3740.83,72.63,7.584,35.5819,3249.22
64921,frame_64921.png,53.26,45.26,8.365,6.464,32.6168,26.6864,4755.97,3049.89,66.27,7.105,28.169,2764.96
64951,frame_64951.png,52.93,45.56,8.19,6.128,34.0993,28.169,4763.86,3079.13,64.63,6.503,28.169,2786.87
64981,frame_64981.png,83.99,85.39,11.489,9.714,41.5122,34.0993,5982.34,4177.21,99.41,10.349,35.5819,3708.34
65011,frame_65011.png,75.61,72.83,9.263,7.465,19.2735,16.3084,2969.79,1705.41,73.07,7.892,16.3084,1528.08
65041,frame_65041.png,84.01,88.87,9.872,9.308,48.9251,38.5471,5459.13,3973.53,81.54,9.728,38.5471,3479.3
65071,frame_65071.png,54.39,42.81,8.763,5.964,32.6168,26.6864,4695.45,2833.3,60.99,6.548,26.6864,2556.32
65101,frame_65101.png,51.93,40.88,8.493,5.846,32.6168,25.2039,4609.74,2754.26,61.32,6.529,26.6864,2495.6
65131,frame_65131.png,55.73,44.26,9.105,6.303,32.6168,25.2039,4654.24,2755.1,66.6,7.307,25.2039,2484.02
65161,frame_65161.png,54.11,42.4,8.774,6.206,32.6168,25.2039,4646.33,2772.19,65.43,7.855,26.6864,2502.69
65191,frame_65191.png,59.11,49.67,9.387,6.523,34.0993,26.6864,4985.41,3053.18,72.02,7.363,28.169,2734.7
65221,frame_65221.png,54.69,46.81,9.232,6.315,35.5819,28.169,5300.61,3222.94,70.71,7.039,28.169,2878.24
65251,frame_65251.png,55.02,44.48,9.182,6.191,32.6168,26.6864,4742.51,2891.46,62.89,6.759,26.6864,2604.64
65281,frame_65281.png,56.22,44.59,9.318,6.048,29.6516,23.7213,4433.05,2613.27,65.38,7.382,25.2039,2357.31
65311,frame_65311.png,57.08,47.43,9.946,6.335,29.6516,25.2039,4476.71,2668.09,70.05,7.416,25.2039,2408.51
65341,frame_65341.png,56.11,44.48,8.958,6.088,31.1342,25.2039,4583.9,2722.32,63.74,6.825,26.6864,2464.41
65371,frame_65371.png,57.61,46.95,9.487,6.478,29.6516,25.2039,4575.18,2691.52,68.73,7.458,25.2039,2431.54
65401,frame_65401.png,57.22,47.24,9.213,5.997,32.6168,25.2039,4745.28,2819.14,69.32,7.158,26.6864,2544.95
65431,frame_65431.png,56.34,45.09,8.785,5.728,31.1342,25.2039,4653.48,2764.93,64.22,6.679,26.6864,2499.15
65461,frame_65461.png,56.91,44.88,8.731,5.434,31.1342,25.2039,4610.09,2768.6,63.41,6.335,26.6864,2497.83
65491,frame_65491.png,79.66,75.91,10.684,8.683,13.3432,11.8606,2295.19,1202.58,87.99,8.811,11.8606,1090.48
65521,frame_65521.png,43.28,31.65,6.561,4.99,37.0645,29.6516,5062.46,3441.03,36.45,4.925,31.1342,3128.82
65551,frame_65551.png,40.11,28.57,5.771,4.933,19.2735,14.8258,2399.47,1315.49,36.88,5.434,14.8258,1166.34
65581,frame_65581.png,29.55,21.1,4.772,4.135,25.2039,19.2735,2866.02,1753.53,23.63,4.418,19.2735,1609.3
65611,frame_65611.png,52.39,42.3,8.186,5.946,29.6516,23.7213,4262.83,2601.91,62.22,6.466,25.2039,2369.91
65641,frame_65641.png,59.51,47.46,9.454,6.589,26.6864,20.7561,4017.52,2368.64,72.1,7.349,22.2387,2201.01
65671,frame_65671.png,52.69,40.63,8.213,5.989,29.6516,23.7213,4246.26,2554.13,63.56,6.55,23.7213,2319.01
65701,frame_65701.png,53.96,42.56,8.378,5.736,29.6516,23.7213,4359.79,2669.12,63.86,6.56,25.2039,2420.74
65731,frame_65731.png,50.6,39.38,7.792,5.532,29.6516,23.7213,4294.54,2616.15,59.62,6.467,25.2039,2376.03
65761,frame_65761.png,50.69,37.86,8.263,5.878,29.6516,23.7213,4315.91,2565.37,60.97,6.622,25.2039,2317.91
65791,frame_65791.png,51.53,37.7,8.384,5.612,29.6516,25.2039,4362.53,2613.41,57.91,5.906,25.2039,2372.13
65821,frame_65821.png,52.18,38.69,7.953,5.444,29.6516,25.2039,4327.09,2587.2,56.41,6.103,25.2039,2352.23
65851,frame_65851.png,52.89,39.0,8.249,5.452,31.1342,25.2039,4397.26,2645.67,57.43,5.885,25.2039,2402.15
65881,frame_65881.png,50.75,38.58,8.395,5.531,31.1342,25.2039,4467.14,2620.79,56.98,5.671,25.2039,2384.58
65911,frame_65911.png,58.72,48.44,8.821,6.041,29.6516,25.2039,4440.87,2611.74,71.88,7.192,25.2039,2360.78
65941,frame_65941.png,35.38,24.94,5.76,4.725,32.6168,22.2387,2986.69,1699.19,49.83,6.602,22.2387,1537.51
65971,frame_65971.png,59.03,44.45,8.108,5.151,28.169,20.7561,4171.03,2319.95,71.04,6.26,22.2387,2157.76
66001,frame_66001.png,53.06,42.91,8.472,6.073,29.6516,23.7213,4187.32,2531.01,66.2,7.414,25.2039,2312.09
66031,frame_66031.png,51.74,37.87,7.62,5.248,31.1342,25.2039,4468.95,2704.54,57.73,5.923,25.2039,2451.37
66061,frame_66061.png,52.19,39.66,7.289,5.132,31.1342,23.7213,4336.2,2610.07,61.16,6.37,25.2039,2379.31
66091,frame_66091.png,52.98,41.85,8.669,5.808,31.1342,25.2039,4576.46,2761.67,63.63,6.793,25.2039,2496.52
66121,frame_66121.png,52.05,39.61,7.393,5.524,31.1342,25.2039,4599.46,2731.67,61.36,6.431,25.2039,2463.96
66151,frame_66151.png,55.11,42.71,7.698,5.321,31.1342,23.7213,4562.34,2706.41,66.9,6.543,25.2039,2435.3
66181,frame_66181.png,57.49,47.59,7.757,5.794,28.169,23.7213,4318.7,2613.62,71.8,6.909,25.2039,2373.61
66211,frame_66211.png,58.51,47.73,8.798,5.775,28.169,23.7213,4258.85,2583.81,72.2,6.933,25.2039,2349.8
66241,frame_66241.png,46.46,36.25,6.693,5.157,37.0645,28.169,4483.36,2779.36,59.25,5.91,28.169,2506.71
66271,frame_66271.png,73.07,76.1,9.269,7.986,28.169,22.2387,2894.07,1737.39,92.61,9.29,22.2387,1505.75
66301,frame_66301.png,32.55,22.98,5.431,4.868,22.2387,17.791,2920.49,1758.42,26.35,6.072,17.791,1560.13
66331,frame_66331.png,32.47,22.98,5.892,5.143,23.7213,17.791,2930.69,1733.79,27.25,6.282,17.791,1521.38
66361,frame_66361.png,37.09,24.92,5.681,4.414,23.7213,17.791,2916.09,1672.06,45.84,6.277,17.791,1463.81
66391,frame_66391.png,31.32,22.68,5.606,4.974,25.2039,19.2735,3173.5,2032.87,26.4,4.985,19.2735,1806.6
66421,frame_66421.png,81.49,78.9,11.106,9.451,14.8258,11.8606,2428.82,1313.47,94.82,9.976,13.3432,1195.2
66451,frame_66451.png,60.55,49.2,7.104,5.684,38.5471,31.1342,5473.34,3658.17,72.09,6.413,31.1342,3266.36
66481,frame_66481.png,51.02,41.79,6.927,5.926,31.1342,26.6864,4406.11,2883.75,60.9,6.322,26.6864,2627.4
66511,frame_66511.png,51.17,39.62,7.544,5.445,31.1342,25.2039,4411.02,2713.0,62.9,6.608,26.6864,2471.98
66541,frame_66541.png,51.23,41.02,7.069,5.236,31.1342,25.2039,4418.61,2711.05,63.35,6.22,26.6864,2466.9
66571,frame_66571.png,58.51,47.86,7.12,5.288,40.0297,29.6516,5620.08,3482.15,73.76,6.291,31.1342,3108.08
66601,frame_66601.png,57.33,44.82,7.329,5.129,29.6516,25.2039,4316.16,2572.56,66.36,5.635,25.2039,2359.16
66631,frame_66631.png,55.68,42.68,7.681,4.857,57.8206,40.0297,8645.73,5397.29,62.77,5.623,40.0297,4706.26
66661,frame_66661.png,34.22,38.97,5.751,5.088,2.9652,2.9652,1022.21,65.49,31.95,4.775,2.9652,63.67
66691,frame_66691.png,28.19,32.86,5.563,5.974,4.4477,4.4477,1033.94,69.54,25.94,5.779,4.4477,69.57
66721,frame_66721.png,31.02,34.23,5.89,6.055,4.4477,4.4477,825.47,50.65,28.17,5.91,4.4477,45.89
66751,frame_66751.png,56.82,42.69,8.849,5.366,31.1342,25.2039,5370.16,3297.62,61.28,5.5,26.6864,3060.77
66781,frame_66781.png,57.99,49.34,8.743,6.008,66.7161,47.4426,11131.06,7279.34,75.1,7.306,47.4426,6391.32
66811,frame_66811.png,58.42,49.25,8.929,6.59,68.1987,47.4426,11218.93,7322.16,73.23,7.243,47.4426,6431.91
66841,frame_66841.png,40.26,26.28,7.173,4.352,23.7213,19.2735,3656.8,2159.28,29.25,4.455,19.2735,1932.87
66871,frame_66871.png,34.4,23.61,6.388,4.087,32.6168,22.2387,4019.56,2390.24,28.65,4.476,22.2387,2096.39
66901,frame_66901.png,36.3,24.78,6.307,4.023,31.1342,22.2387,3986.12,2370.31,29.25,4.314,22.2387,2108.35
66931,frame_66931.png,36.81,24.91,6.237,4.262,31.1342,22.2387,4013.18,2399.89,29.37,4.425,22.2387,2130.6
66961,frame_66961.png,56.86,49.04,8.69,5.616,62.2683,42.9948,9376.12,6282.22,71.95,6.221,42.9948,5546.07
66991,frame_66991.png,58.59,48.26,9.017,5.19,40.0297,28.169,6324.23,3987.18,72.52,5.954,29.6516,3585.0
67021,frame_67021.png,51.62,42.87,7.924,5.588,50.4077,35.5819,7158.06,4587.12,65.96,6.734,35.5819,4071.77
67051,frame_67051.png,90.32,92.59,11.052,9.177,32.6168,28.169,5776.9,4179.86,110.13,10.302,28.169,3712.66
67081,frame_67081.png,38.68,26.86,6.458,4.181,29.6516,20.7561,3589.42,2061.4,41.2,5.723,20.7561,1759.87
67111,frame_67111.png,37.16,25.25,7.004,4.317,32.6168,22.2387,3816.19,2209.83,37.42,5.663,22.2387,1905.41
67141,frame_67141.png,41.42,28.28,6.569,4.343,26.6864,20.7561,3687.94,2172.06,38.69,5.089,20.7561,1914.91
67171,frame_67171.png,88.51,91.44,10.99,9.681,34.0993,28.169,5929.22,4329.9,109.88,11.008,29.6516,3840.67
67201,frame_67201.png,44.45,33.83,7.461,5.083,31.1342,23.7213,4038.56,2311.81,57.8,6.522,23.7213,2082.9
67231,frame_67231.png,41.07,30.97,6.524,4.677,38.5471,26.6864,4778.81,2782.43,54.02,6.116,26.6864,2482.65
67261,frame_67261.png,51.16,40.17,7.414,4.713,44.4774,31.1342,6059.61,3555.24,66.11,6.681,31.1342,3155.68
67291,frame_67291.png,50.36,42.69,6.118,4.607,48.9251,34.0993,6574.8,3963.57,63.91,5.614,34.0993,3452.66
67321,frame_67321.png,51.5,43.11,6.371,4.738,47.4426,35.5819,6477.02,3892.77,64.02,5.564,35.5819,3400.81
67351,frame_67351.png,51.98,40.96,6.659,4.867,47.4426,34.0993,6540.8,3865.43,63.19,5.675,34.0993,3403.89
67381,frame_67381.png,53.01,42.05,7.217,4.964,44.4774,31.1342,6248.31,3606.07,66.92,6.384,32.6168,3170.15
67411,frame_67411.png,50.6,42.36,6.874,5.036,48.9251,34.0993,6604.3,3957.62,68.77,6.576,34.0993,3477.33
67441,frame_67441.png,57.86,49.07,7.411,4.829,38.5471,29.6516,5546.64,3400.9,72.71,6.277,29.6516,2953.13
67471,frame_67471.png,49.13,39.23,7.416,4.927,35.5819,28.169,5365.02,3124.93,57.38,5.452,28.169,2760.08
67501,frame_67501.png,42.02,30.28,6.196,4.384,37.0645,23.7213,5208.55,3039.98,48.02,5.845,23.7213,2645.69
67531,frame_67531.png,41.59,28.02,6.58,4.233,37.0645,25.2039,5180.65,2983.04,50.67,5.723,25.2039,2618.47
67561,frame_67561.png,42.57,29.09,6.84,3.925,44.4774,28.169,5906.48,3503.43,56.15,5.68,28.169,3088.59
67591,frame_67591.png,42.37,29.1,6.656,4.01,53.3729,35.5819,7482.4,4642.45,52.57,5.149,35.5819,4067.12
67621,frame_67621.png,40.52,28.77,6.866,4.523,60.7858,42.9948,8541.89,5601.6,38.08,4.728,42.9948,4971.11
67651,frame_67651.png,62.8,56.06,8.82,6.642,85.9896,54.8554,12557.28,8054.12,78.96,7.456,53.3729,6907.67
67681,frame_67681.png,61.05,51.38,8.235,6.065,60.7858,42.9948,9964.55,6322.92,73.1,6.896,42.9948,5645.12
67711,frame_67711.png,58.0,46.18,8.332,5.806,60.7858,42.9948,9789.32,6249.92,68.14,6.371,42.9948,5567.51
67741,frame_67741.png,56.96,47.86,7.854,5.719,69.6812,48.9251,10483.55,6890.53,69.0,6.364,47.4426,6061.93
67771,frame_67771.png,98.48,96.91,12.357,10.051,20.7561,19.2735,5028.99,3441.32,108.65,10.425,20.7561,3126.74
67801,frame_67801.png,40.17,29.76,6.401,4.376,63.7509,47.4426,8940.81,6022.26,37.61,4.666,47.4426,5379.69
67831,frame_67831.png,40.17,29.8,6.635,4.307,66.7161,48.9251,9367.12,6326.81,38.33,4.673,48.9251,5631.42
67861,frame_67861.png,41.8,30.59,6.588,4.511,63.7509,47.4426,8887.35,6067.13,38.23,4.657,47.4426,5442.35
67891,frame_67891.png,38.72,28.47,6.529,4.353,68.1987,50.4077,9643.57,6643.53,36.74,4.528,50.4077,5898.82
67921,frame_67921.png,43.03,29.54,7.094,4.584,54.8554,40.0297,8155.27,5376.83,36.42,4.593,41.5122,4897.21
67951,frame_67951.png,54.09,49.02,7.832,6.621,80.0593,59.3032,10669.62,7627.19,73.58,8.379,57.8206,6668.2
67981,frame_67981.png,41.68,27.9,7.062,4.555,63.7509,48.9251,9954.92,6782.65,34.21,4.764,48.9251,6091.48
68011,frame_68011.png,37.69,25.08,5.955,4.2,75.6116,53.3729,11045.13,7369.16,32.65,4.435,51.8903,6536.6
68041,frame_68041.png,37.98,26.48,6.225,4.618,75.6116,51.8903,11226.39,7361.08,34.35,4.784,51.8903,6500.1
68071,frame_68071.png,37.21,25.62,6.345,4.272,74.129,51.8903,10945.12,7239.64,32.74,4.403,50.4077,6404.5
68101,frame_68101.png,41.62,26.63,7.206,4.468,62.2683,44.4774,9675.4,6323.12,32.71,4.515,45.96,5686.99
68131,frame_68131.png,37.73,27.34,6.351,4.073,77.0941,54.8554,11618.91,7848.39,35.24,4.234,53.3729,6942.5
68161,frame_68161.png,40.19,26.52,7.009,4.414,68.1987,48.9251,10834.41,7078.68,34.27,4.578,48.9251,6331.62
68191,frame_68191.png,39.97,25.33,7.008,4.093,69.6812,50.4077,11153.53,7389.6,32.54,4.474,50.4077,6597.44
68221,frame_68221.png,37.78,26.18,6.323,4.281,78.5767,54.8554,11687.84,7899.32,34.26,4.499,54.8554,6986.87
68251,frame_68251.png,40.55,26.79,7.038,4.476,68.1987,48.9251,10840.47,7193.72,33.53,4.842,48.9251,6432.24
68281,frame_68281.png,41.05,28.21,7.216,4.576,69.6812,50.4077,11001.16,7405.67,35.25,4.839,50.4077,6618.98
68311,frame_68311.png,41.65,28.03,6.724,4.756,69.6812,50.4077,11017.13,7376.16,34.9,4.987,50.4077,6599.73
68341,frame_68341.png,37.96,27.43,6.321,4.57,77.0941,54.8554,11748.21,8015.54,35.52,4.909,54.8554,7090.69
68371,frame_68371.png,40.85,28.52,6.966,4.683,69.6812,51.8903,11042.67,7479.02,36.69,4.759,51.8903,6704.35
68401,frame_68401.png,40.68,29.99,6.803,4.454,69.6812,50.4077,11162.87,7469.23,37.38,4.718,50.4077,6675.02
68431,frame_68431.png,40.22,27.8,6.761,4.494,68.1987,50.4077,10885.17,7233.55,34.97,4.956,50.4077,6477.82
68461,frame_68461.png,39.42,30.74,5.56,4.267,87.4722,63.7509,12153.09,8715.53,50.79,5.458,60.7858,7485.78
68491,frame_68491.png,43.33,31.23,6.533,4.242,71.1638,50.4077,11040.23,7459.53,40.35,4.35,50.4077,6668.03
68521,frame_68521.png,61.01,54.0,8.543,6.638,66.7161,48.9251,11163.97,7564.64,76.25,7.128,48.9251,6679.87
68551,frame_68551.png,61.69,54.79,8.578,6.283,62.2683,44.4774,10275.65,6976.0,80.0,7.406,44.4774,6187.92
68581,frame_68581.png,57.84,51.42,7.463,5.697,63.7509,44.4774,9626.61,6449.02,73.36,5.878,44.4774,5696.55
68611,frame_68611.png,57.18,51.02,7.792,6.36,68.1987,47.4426,10465.0,7068.65,72.2,6.745,47.4426,6215.21
68641,frame_68641.png,44.46,34.46,6.546,4.663,66.7161,48.9251,10527.15,7247.3,46.01,4.633,48.9251,6494.67
68671,frame_68671.png,45.99,36.34,6.647,4.966,68.1987,47.4426,10660.84,7266.3,56.05,5.861,47.4426,6434.36
68701,frame_68701.png,46.41,37.65,6.71,5.005,68.1987,45.96,10773.51,7292.87,65.14,6.102,45.96,6423.73
68731,frame_68731.png,43.48,31.82,7.222,5.056,59.3032,42.9948,9051.06,6265.8,40.04,4.894,42.9948,5675.96
68761,frame_68761.png,58.45,49.38,9.483,7.095,48.9251,35.5819,7477.9,4663.99,73.12,7.489,35.5819,4169.15
68791,frame_68791.png,53.76,45.0,7.916,5.772,56.338,38.5471,7758.11,4906.71,70.06,6.361,37.0645,4335.71
68821,frame_68821.png,54.52,45.77,7.457,5.751,54.8554,40.0297,7708.29,5008.87,70.41,6.493,38.5471,4409.25
68851,frame_68851.png,54.88,49.41,8.263,5.657,68.1987,47.4426,10253.02,6765.31,72.75,6.749,45.96,5949.38
68881,frame_68881.png,56.49,49.33,7.891,6.132,69.6812,48.9251,10496.66,6962.48,71.27,6.521,48.9251,6121.52
68911,frame_68911.png,62.02,54.49,9.056,6.296,60.7858,45.96,10081.44,6642.23,79.1,7.285,45.96,5914.1
68941,frame_68941.png,57.4,51.6,7.754,6.285,72.6464,51.8903,11131.38,7433.82,78.42,6.65,50.4077,6490.79
68971,frame_68971.png,48.16,39.01,7.52,5.594,42.9948,32.6168,5737.53,3615.63,60.78,5.826,31.1342,3234.02
69001,frame_69001.png,49.02,39.83,7.79,5.555,40.0297,29.6516,5417.2,3293.91,61.58,6.015,29.6516,2954.0
69031,frame_69031.png,56.74,46.81,8.183,5.569,50.4077,34.0993,7049.38,4420.78,71.65,6.834,34.0993,3923.1
69061,frame_69061.png,41.07,30.17,6.564,5.098,37.0645,25.2039,3588.48,2004.63,48.3,6.245,25.2039,1801.33
69091,frame_69091.png,55.42,47.71,8.311,6.627,66.7161,45.96,10068.31,6431.28,71.38,7.531,45.96,5675.04
69121,frame_69121.png,56.82,46.81,8.409,6.206,53.3729,37.0645,8097.56,5042.03,73.48,7.04,37.0645,4473.27
69151,frame_69151.png,51.67,42.82,7.302,5.619,60.7858,40.0297,8346.35,5278.26,66.73,6.569,40.0297,4663.62
69181,frame_69181.png,57.27,43.22,7.735,5.142,44.4774,31.1342,6082.3,3555.85,66.15,5.69,31.1342,3228.18
69211,frame_69211.png,70.41,56.19,9.025,6.102,44.4774,32.6168,7526.28,4575.16,81.95,7.215,32.6168,4149.53
69241,frame_69241.png,62.92,48.42,7.656,5.435,54.8554,37.0645,8235.82,5090.01,68.97,6.273,38.5471,4542.21
69271,frame_69271.png,68.45,57.31,8.804,6.22,51.8903,37.0645,7995.17,5135.96,81.78,7.952,37.0645,4593.44
69301,frame_69301.png,60.13,51.65,7.738,5.639,57.8206,40.0297,8011.01,5297.1,74.97,6.611,40.0297,4689.4
69331,frame_69331.png,61.45,52.84,7.388,5.579,59.3032,42.9948,8245.4,5469.44,75.01,6.083,41.5122,4837.43
69361,frame_69361.png,72.9,65.94,9.047,7.303,65.2335,45.96,11003.61,7295.02,90.0,8.285,47.4426,6498.13
69391,frame_69391.png,67.95,57.62,8.327,5.948,51.8903,36.3232,7918.64,5024.17,81.95,7.535,37.0645,4481.85
69421,frame_69421.png,61.03,50.86,7.445,5.28,57.8206,38.5471,8019.66,5202.28,77.67,6.875,38.5471,4591.39
69451,frame_69451.png,64.1,55.1,8.472,5.816,59.3032,41.5122,8969.09,5906.53,82.08,6.809,41.5122,5263.66
69481,frame_69481.png,70.77,61.17,9.119,5.98,63.7509,44.4774,10606.74,6930.87,87.02,7.09,44.4774,6173.41
69511,frame_69511.png,72.59,65.9,9.182,6.138,65.2335,47.4426,11039.2,7609.98,89.51,6.691,47.4426,6772.62
69541,frame_69541.png,72.3,67.34,9.571,7.075,62.2683,47.4426,10610.86,7481.58,90.82,7.935,47.4426,6655.61
69571,frame_69571.png,69.97,62.87,8.081,6.085,66.7161,47.4426,10073.04,6991.64,85.13,6.562,47.4426,6186.59
69601,frame_69601.png,69.64,58.47,8.946,6.282,47.4426,34.0993,7951.82,5258.13,82.48,6.486,34.0993,4763.95
69631,frame_69631.png,68.07,57.3,9.329,6.349,42.9948,31.1342,6828.08,4457.56,85.01,6.895,31.1342,4002.75
69661,frame_69661.png,63.26,47.58,9.294,6.123,25.2039,20.7561,4248.29,2610.21,65.86,6.004,22.2387,2447.71
69691,frame_69691.png,70.61,63.47,9.627,6.324,56.338,41.5122,9779.33,6645.31,86.3,6.833,41.5122,5953.64
69721,frame_69721.png,49.35,38.12,6.443,4.705,57.8206,42.9948,8725.77,5990.38,55.69,4.822,42.9948,5344.44
69751,frame_69751.png,48.0,36.68,6.527,4.715,59.3032,42.9948,8718.07,5902.91,47.64,4.418,44.4774,5298.44
69781,frame_69781.png,51.37,40.26,6.892,4.922,65.2335,48.9251,10361.13,7083.56,51.52,4.73,50.4077,6376.86
69811,frame_69811.png,65.89,57.45,7.884,5.074,66.7161,45.96,11136.88,7422.4,85.33,6.251,45.96,6596.71
69841,frame_69841.png,59.01,49.12,7.953,5.27,66.7161,44.4774,11007.27,7220.77,75.2,6.495,45.96,6416.94
69871,frame_69871.png,56.32,44.68,7.554,4.986,66.7161,45.96,10945.34,7231.98,71.42,6.152,45.96,6427.02
69901,frame_69901.png,54.98,45.0,6.988,5.086,54.8554,40.0297,8044.96,5373.71,59.69,5.057,40.0297,4841.67
69931,frame_69931.png,55.97,44.61,7.075,4.933,51.8903,37.0645,7719.18,5105.91,63.84,4.952,38.5471,4576.28
69961,frame_69961.png,54.88,43.73,6.764,4.87,48.9251,35.5819,7336.97,4839.18,69.93,6.039,35.5819,4318.34
69991,frame_69991.png,52.62,41.91,6.499,4.701,48.9251,35.5819,7333.75,4848.85,60.38,4.877,35.5819,4338.47
70021,frame_70021.png,49.66,39.89,6.04,4.34,56.338,38.5471,7790.06,5209.38,64.55,5.488,38.5471,4593.91
70051,frame_70051.png,50.36,38.77,6.607,4.53,51.8903,37.0645,7670.12,5091.04,58.35,5.496,37.0645,4549.42
70081,frame_70081.png,48.03,37.93,5.804,4.537,59.3032,41.5122,8189.86,5515.08,50.99,4.462,41.5122,4922.47
70111,frame_70111.png,71.07,57.49,9.074,6.181,41.5122,31.1342,7219.91,4568.8,81.13,6.914,31.1342,4177.68
70141,frame_70141.png,61.12,51.27,7.6,5.66,59.3032,41.5122,8413.11,5633.83,74.58,6.227,41.5122,4995.47
70171,frame_70171.png,90.41,93.15,8.533,8.087,80.0593,62.2683,11507.05,9050.01,95.49,9.132,60.7858,7855.32
70201,frame_70201.png,55.48,44.2,6.882,4.818,50.4077,37.0645,7452.54,4950.77,70.04,6.39,37.0645,4448.78
70231,frame_70231.png,48.1,38.11,5.809,4.906,60.7858,44.4774,8317.23,5669.2,54.06,5.341,42.9948,5032.09
70261,frame_70261.png,98.5,96.91,10.688,8.789,28.169,23.7213,5281.14,3673.7,113.26,9.651,23.7213,3251.25
70291,frame_70291.png,64.93,58.89,8.075,6.045,65.2335,48.9251,10004.69,6969.02,81.22,6.624,48.9251,6188.95
70321,frame_70321.png,92.86,92.24,8.784,8.097,72.6464,56.338,10630.27,7945.69,101.01,10.262,56.338,7236.04
70351,frame_70351.png,96.11,94.68,10.589,8.731,26.6864,22.2387,5100.25,3549.26,111.95,9.465,23.7213,3144.52
70381,frame_70381.png,69.95,61.15,8.759,6.461,56.338,40.0297,9390.64,6213.52,87.69,7.305,41.5122,5588.2
70411,frame_70411.png,70.85,62.93,8.516,6.193,69.6812,45.96,10984.89,7361.63,87.63,6.863,45.96,6465.66
70441,frame_70441.png,51.84,40.3,6.557,4.81,53.3729,40.0297,8035.19,5499.67,52.94,4.882,41.5122,4980.6
70471,frame_70471.png,51.17,38.64,7.064,4.681,51.8903,37.0645,7774.72,5199.79,59.58,5.507,38.5471,4651.27
70501,frame_70501.png,49.89,37.35,7.22,4.409,51.8903,38.5471,7776.14,5097.29,48.94,4.308,38.5471,4628.98
70531,frame_70531.png,46.09,34.76,5.99,3.957,60.7858,42.9948,8270.39,5474.2,47.25,4.431,42.9948,4891.36
70561,frame_70561.png,47.19,35.83,5.874,4.129,63.7509,44.4774,8703.79,5783.15,48.68,4.621,44.4774,5159.24
70591,frame_70591.png,50.18,37.73,6.562,4.18,54.8554,38.5471,8075.06,5291.07,49.44,4.407,40.0297,4786.3
70621,frame_70621.png,46.56,34.35,5.856,4.154,63.7509,45.96,8845.99,5926.93,46.36,4.51,45.96,5275.82
70651,frame_70651.png,45.28,33.98,5.957,4.243,63.7509,44.4774,8915.8,5928.44,47.24,4.607,44.4774,5254.22
70681,frame_70681.png,47.19,36.34,5.698,4.447,66.7161,47.4426,9308.88,6361.26,48.98,4.978,47.4426,5641.61
70711,frame_70711.png,50.87,37.45,6.744,4.44,57.8206,40.0297,8547.99,5646.86,57.47,5.256,40.0297,5005.85
70741,frame_70741.png,97.08,97.02,10.421,8.812,28.169,23.7213,5317.64,3711.87,114.78,9.595,25.2039,3289.1
