frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud
1186,frame_01186.png,48.98,55.54,6.564,6.425,1.4826,1.4826,380.44,140.38
1201,frame_01201.png,40.39,46.97,5.657,5.936,2.9652,1.4826,387.75,114.77
1216,frame_01216.png,37.16,51.76,6.479,6.925,1.4826,1.4826,560.83,109.34
1231,frame_01231.png,43.45,50.67,6.053,6.49,1.4826,1.4826,421.87,104.43
1246,frame_01246.png,35.12,42.2,5.187,5.36,2.9652,1.4826,452.85,119.16
1261,frame_01261.png,32.63,37.7,4.846,4.979,2.9652,2.9652,522.57,134.9
1276,frame_01276.png,33.01,39.72,4.968,4.985,2.9652,2.9652,481.43,132.89
1291,frame_01291.png,37.26,41.47,5.165,5.088,4.4477,2.9652,399.05,149.71
1306,frame_01306.png,57.85,61.31,7.147,7.432,1.4826,1.4826,220.67,36.36
1321,frame_01321.png,72.81,81.05,10.57,9.759,0.0,0.0,287.73,101.71
1336,frame_01336.png,39.76,43.42,5.293,5.778,2.9652,2.9652,184.35,75.64
1351,frame_01351.png,35.37,45.85,5.784,5.886,2.9652,2.9652,420.51,107.4
1366,frame_01366.png,33.38,43.97,5.303,5.523,2.9652,2.9652,402.06,104.82
1381,frame_01381.png,92.72,111.0,22.35,28.968,0.0,0.0,319.88,3.76
1396,frame_01396.png,72.24,71.23,8.159,7.983,0.0,0.0,591.96,278.43
1411,frame_01411.png,51.61,53.8,6.423,6.475,2.9652,2.9652,111.68,46.36
1426,frame_01426.png,43.02,44.56,5.422,5.832,2.9652,2.9652,206.13,71.47
1441,frame_01441.png,40.78,44.77,5.179,5.585,2.9652,2.9652,264.83,73.99
1456,frame_01456.png,41.9,45.89,5.614,5.7,2.9652,2.9652,272.1,88.29
1471,frame_01471.png,38.06,44.33,5.828,5.743,2.9652,2.9652,327.08,91.14
1486,frame_01486.png,43.09,46.75,5.693,5.717,2.9652,2.9652,284.43,97.0
1501,frame_01501.png,42.32,45.65,5.89,5.803,2.9652,2.9652,212.09,74.57
1516,frame_01516.png,46.03,49.85,6.367,6.195,2.9652,2.9652,217.96,71.46
1531,frame_01531.png,44.06,51.61,5.673,6.094,2.9652,2.9652,276.03,91.15
1546,frame_01546.png,51.83,53.74,6.554,6.629,2.9652,1.4826,106.79,32.35
1561,frame_01561.png,53.34,58.12,6.218,6.287,1.4826,1.4826,140.51,39.48
1576,frame_01576.png,49.32,50.52,6.252,6.44,2.9652,2.9652,121.66,49.94
1591,frame_01591.png,46.65,47.79,6.236,5.834,2.9652,2.9652,183.5,85.22
1606,frame_01606.png,50.71,53.12,6.172,6.013,2.9652,2.9652,169.01,65.37
1621,frame_01621.png,41.41,45.01,5.2,5.407,4.4477,2.9652,313.62,112.1
1636,frame_01636.png,42.91,46.12,5.425,5.528,4.4477,2.9652,291.1,100.12
1651,frame_01651.png,34.76,42.36,4.613,4.878,4.4477,4.4477,475.12,125.77
1666,frame_01666.png,31.36,38.49,4.252,4.567,4.4477,4.4477,517.96,124.06
1681,frame_01681.png,49.44,50.97,6.525,6.237,2.9652,2.9652,153.16,75.7
1696,frame_01696.png,46.55,49.52,5.998,6.018,2.9652,2.9652,171.38,74.71
1711,frame_01711.png,38.61,44.04,5.005,4.956,4.4477,2.9652,417.61,139.75
1726,frame_01726.png,31.66,39.08,4.105,4.478,4.4477,4.4477,603.69,163.84
1741,frame_01741.png,34.44,41.02,4.373,4.699,4.4477,4.4477,618.55,153.41
1756,frame_01756.png,31.6,38.5,3.812,4.316,5.9303,4.4477,611.57,162.86
1771,frame_01771.png,35.9,40.92,4.753,4.782,4.4477,2.9652,505.19,140.37
1786,frame_01786.png,39.74,45.4,4.896,4.884,2.9652,2.9652,532.8,122.95
1801,frame_01801.png,54.18,56.73,6.759,6.6,2.9652,2.9652,150.44,72.61
1816,frame_01816.png,41.24,49.29,5.591,5.612,4.4477,4.4477,400.81,122.98
1831,frame_01831.png,43.04,49.38,5.702,5.492,4.4477,4.4477,468.1,130.31
1846,frame_01846.png,38.64,43.89,4.893,4.977,5.9303,4.4477,605.63,140.72
1861,frame_01861.png,41.3,45.21,5.37,5.207,4.4477,4.4477,432.29,129.81
1876,frame_01876.png,42.28,49.74,5.233,5.337,4.4477,4.4477,581.3,129.86
1891,frame_01891.png,38.23,44.49,4.924,5.109,5.9303,4.4477,560.67,136.97
1906,frame_01906.png,78.75,78.8,9.952,10.045,0.0,0.0,182.48,14.23
1921,frame_01921.png,53.5,56.42,6.677,6.542,2.9652,2.9652,176.32,73.44
1936,frame_01936.png,49.2,51.1,6.061,6.134,4.4477,2.9652,175.0,81.67
1951,frame_01951.png,50.4,51.41,6.225,6.459,2.9652,2.9652,111.0,43.59
1966,frame_01966.png,47.26,51.58,5.432,5.619,4.4477,2.9652,309.23,114.59
1981,frame_01981.png,39.99,45.3,4.5,4.804,5.9303,4.4477,441.38,126.68
1996,frame_01996.png,43.26,51.03,5.569,5.928,2.9652,2.9652,246.81,83.9
2011,frame_02011.png,47.34,51.22,5.581,5.748,4.4477,2.9652,154.15,65.47
2026,frame_02026.png,36.63,45.63,4.273,4.664,5.9303,4.4477,529.75,134.9
2041,frame_02041.png,44.47,51.73,5.575,5.629,2.9652,2.9652,212.27,72.28
2056,frame_02056.png,44.62,51.12,5.712,5.896,2.9652,2.9652,292.22,88.47
2071,frame_02071.png,73.71,87.34,8.649,11.388,0.0,0.0,1040.39,397.95
2086,frame_02086.png,48.48,53.75,6.148,5.219,4.4477,4.4477,308.58,146.31
2101,frame_02101.png,46.05,49.33,5.213,4.979,4.4477,2.9652,192.72,100.56
2116,frame_02116.png,40.01,43.99,4.186,4.213,5.9303,4.4477,479.21,173.02
2131,frame_02131.png,36.38,41.72,3.508,3.981,5.9303,4.4477,628.11,208.03
2146,frame_02146.png,43.39,45.86,4.046,4.429,5.9303,4.4477,491.42,200.47
2161,frame_02161.png,37.49,40.5,3.57,3.989,5.9303,5.9303,641.93,245.88
2176,frame_02176.png,32.29,35.62,3.425,3.672,5.9303,5.9303,701.51,272.46
2191,frame_02191.png,37.79,40.08,3.526,3.889,5.9303,5.9303,764.2,296.36
2206,frame_02206.png,44.46,44.14,4.632,4.557,4.4477,4.4477,417.87,194.51
2221,frame_02221.png,33.08,36.24,3.482,3.694,7.4129,5.9303,754.12,306.57
2236,frame_02236.png,39.87,42.1,3.976,4.278,5.9303,4.4477,520.29,221.13
2251,frame_02251.png,36.75,37.95,3.661,3.868,7.4129,5.9303,761.42,320.75
2266,frame_02266.png,54.56,57.77,6.581,6.718,2.9652,2.9652,64.04,24.05
2281,frame_02281.png,53.5,55.01,5.889,5.985,2.9652,2.9652,138.91,63.45
2296,frame_02296.png,50.61,48.89,5.489,5.725,2.9652,2.9652,224.18,98.13
2311,frame_02311.png,44.6,46.64,4.667,5.03,2.9652,2.9652,493.27,148.24
2326,frame_02326.png,37.87,39.35,4.198,4.534,2.9652,2.9652,590.41,168.9
2341,frame_02341.png,33.7,37.13,3.768,4.233,4.4477,2.9652,705.17,207.96
2356,frame_02356.png,35.59,38.9,3.885,4.488,4.4477,2.9652,601.64,171.8
2371,frame_02371.png,35.91,42.2,4.044,4.497,2.9652,2.9652,529.9,91.42
2386,frame_02386.png,35.21,41.91,4.059,4.561,4.4477,2.9652,508.82,92.01
2401,frame_02401.png,56.13,59.56,7.952,7.918,1.4826,1.4826,469.49,85.38
2416,frame_02416.png,59.72,63.16,7.337,7.286,1.4826,1.4826,287.6,78.72
2431,frame_02431.png,48.05,51.66,5.845,5.936,2.9652,2.9652,197.44,74.09
2446,frame_02446.png,46.83,49.87,5.633,5.395,2.9652,2.9652,275.59,85.22
2461,frame_02461.png,43.33,50.51,5.455,5.56,2.9652,2.9652,303.63,98.59
2476,frame_02476.png,48.05,50.52,6.155,5.976,2.9652,2.9652,168.49,55.17
2491,frame_02491.png,48.24,50.61,5.816,6.061,2.9652,2.9652,157.84,48.19
2506,frame_02506.png,45.52,51.67,5.522,5.822,2.9652,2.9652,293.99,73.31
2521,frame_02521.png,42.19,47.63,5.447,5.588,2.9652,2.9652,243.97,83.72
2536,frame_02536.png,42.36,49.17,5.233,5.328,4.4477,2.9652,320.05,113.84
2551,frame_02551.png,37.88,45.11,4.9,5.049,2.9652,2.9652,409.3,117.24
2566,frame_02566.png,51.19,53.56,6.219,6.167,2.9652,2.9652,149.61,75.63
2581,frame_02581.png,49.0,52.52,6.005,6.035,2.9652,2.9652,140.42,57.39
2596,frame_02596.png,46.33,52.27,5.897,5.506,2.9652,2.9652,282.69,78.67
2611,frame_02611.png,67.25,70.89,8.194,8.573,1.4826,1.4826,460.77,93.41
2626,frame_02626.png,92.79,105.3,17.217,28.133,0.0,0.0,1106.65,366.49
2641,frame_02641.png,54.64,56.19,6.152,5.827,4.4477,2.9652,157.82,75.07
2656,frame_02656.png,51.52,54.42,5.873,5.864,4.4477,2.9652,154.58,76.98
2671,frame_02671.png,45.91,49.87,4.957,4.914,5.9303,4.4477,338.26,137.49
2686,frame_02686.png,37.82,42.79,3.852,4.156,7.4129,5.9303,567.82,187.17
2701,frame_02701.png,36.39,40.46,3.582,3.906,8.8955,7.4129,595.9,205.79
2716,frame_02716.png,52.54,56.17,5.65,5.698,4.4477,4.4477,161.14,84.38
2731,frame_02731.png,42.12,46.63,4.485,4.811,5.9303,4.4477,376.56,149.26
2746,frame_02746.png,45.27,49.01,4.918,4.99,5.9303,4.4477,370.16,146.47
2761,frame_02761.png,40.72,45.86,4.516,4.389,5.9303,4.4477,488.66,162.08
2776,frame_02776.png,46.17,52.6,6.913,6.604,2.9652,1.4826,399.29,52.38
2791,frame_02791.png,48.15,54.69,6.199,6.331,2.9652,2.9652,237.31,74.2
2806,frame_02806.png,45.52,49.29,5.377,5.404,4.4477,4.4477,255.17,114.88
2821,frame_02821.png,40.04,45.42,4.765,4.934,4.4477,4.4477,379.33,145.71
2836,frame_02836.png,46.39,49.5,5.385,5.341,4.4477,4.4477,221.08,112.43
2851,frame_02851.png,40.99,47.1,5.197,5.15,4.4477,4.4477,311.32,122.71
2866,frame_02866.png,40.9,46.36,5.801,5.862,4.4477,4.4477,624.23,221.53
2881,frame_02881.png,40.66,46.85,5.888,6.232,4.4477,4.4477,632.46,222.52
2896,frame_02896.png,48.95,52.19,5.707,5.551,4.4477,4.4477,381.64,167.53
2911,frame_02911.png,39.62,46.26,4.675,4.982,7.4129,5.9303,687.24,228.95
2926,frame_02926.png,42.5,46.59,4.924,5.025,5.9303,5.9303,414.53,142.96
2941,frame_02941.png,49.12,52.47,5.554,5.514,5.9303,4.4477,387.32,183.98
2956,frame_02956.png,44.54,49.94,4.951,5.007,7.4129,5.9303,647.43,223.72
2971,frame_02971.png,42.5,48.73,4.767,4.954,7.4129,5.9303,664.76,226.69
2986,frame_02986.png,39.5,47.91,5.646,5.922,4.4477,2.9652,411.54,110.52
3001,frame_03001.png,47.16,50.78,6.072,5.931,2.9652,2.9652,202.36,105.98
3016,frame_03016.png,51.76,52.81,6.16,6.333,2.9652,2.9652,144.87,65.27
3031,frame_03031.png,49.16,51.57,5.822,5.831,2.9652,2.9652,243.53,91.77
3046,frame_03046.png,45.41,47.53,5.945,5.971,2.9652,2.9652,299.28,97.51
3061,frame_03061.png,41.93,45.09,5.235,5.449,2.9652,2.9652,445.53,110.97
3076,frame_03076.png,74.53,85.35,8.132,8.129,0.0,0.0,870.37,194.96
3091,frame_03091.png,81.32,91.71,14.043,14.191,0.0,0.0,1065.86,469.26
3106,frame_03106.png,53.6,55.27,5.928,5.797,4.4477,4.4477,199.71,106.28
3121,frame_03121.png,48.87,53.32,5.658,5.873,4.4477,2.9652,176.91,99.59
3136,frame_03136.png,47.54,49.69,5.39,5.331,4.4477,4.4477,219.12,123.2
3151,frame_03151.png,44.29,46.5,4.875,4.802,4.4477,4.4477,354.63,147.27
3166,frame_03166.png,39.57,44.35,4.361,4.571,5.9303,4.4477,469.66,157.0
3181,frame_03181.png,43.96,47.14,6.188,6.045,2.9652,1.4826,464.53,98.53
3196,frame_03196.png,47.29,51.71,6.262,5.772,2.9652,2.9652,447.84,183.21
3211,frame_03211.png,44.96,47.45,5.861,5.978,4.4477,4.4477,261.32,138.62
3226,frame_03226.png,38.67,42.3,5.143,5.148,5.9303,4.4477,381.82,188.71
3241,frame_03241.png,36.53,41.01,4.842,4.764,5.9303,4.4477,477.73,200.3
3256,frame_03256.png,44.87,55.37,6.961,7.184,2.9652,1.4826,492.96,116.76
3271,frame_03271.png,43.36,45.46,6.39,5.965,2.9652,2.9652,408.04,170.59
3286,frame_03286.png,48.68,53.16,6.006,6.024,2.9652,2.9652,689.62,232.06
3301,frame_03301.png,40.52,47.83,4.836,5.423,4.4477,4.4477,872.91,252.12
3316,frame_03316.png,46.93,51.85,5.865,6.013,2.9652,2.9652,612.73,198.44
3331,frame_03331.png,43.95,55.58,6.375,7.233,2.9652,2.9652,1102.08,267.01
3346,frame_03346.png,42.72,50.88,6.142,6.208,4.4477,2.9652,710.24,209.45
3361,frame_03361.png,38.06,44.81,5.817,5.809,2.9652,2.9652,653.73,166.72
3376,frame_03376.png,44.26,47.43,5.795,5.635,4.4477,2.9652,340.24,143.09
3391,frame_03391.png,68.29,74.84,8.219,7.57,1.4826,1.4826,492.43,89.36
3406,frame_03406.png,43.99,49.71,6.769,6.667,4.4477,2.9652,318.6,128.66
3421,frame_03421.png,38.78,40.58,5.119,5.058,5.9303,4.4477,442.48,187.68
3436,frame_03436.png,35.06,37.67,5.056,4.88,4.4477,4.4477,409.17,166.79
3451,frame_03451.png,48.27,50.11,5.988,5.943,2.9652,2.9652,207.67,88.64
3466,frame_03466.png,48.55,53.81,7.508,6.784,2.9652,1.4826,326.24,49.73
3481,frame_03481.png,58.09,58.54,6.169,6.252,1.4826,1.4826,215.77,60.32
3496,frame_03496.png,49.13,53.7,5.756,5.782,2.9652,2.9652,181.07,70.06
3511,frame_03511.png,44.2,47.55,5.324,5.271,2.9652,2.9652,289.44,107.32
3526,frame_03526.png,35.96,42.61,4.651,4.828,4.4477,2.9652,486.51,117.72
3541,frame_03541.png,41.66,45.97,5.017,5.17,4.4477,2.9652,357.05,130.82
3556,frame_03556.png,40.35,44.81,4.605,4.706,5.9303,4.4477,417.78,155.64
3571,frame_03571.png,45.78,47.43,4.934,4.894,5.9303,4.4477,273.72,146.2
3586,frame_03586.png,41.03,44.53,4.291,4.494,5.9303,5.9303,429.0,170.59
3601,frame_03601.png,37.23,40.98,3.992,4.432,7.4129,5.9303,505.82,183.0
3616,frame_03616.png,72.69,86.08,9.135,9.73,0.0,0.0,291.06,36.87
3631,frame_03631.png,84.15,93.94,16.904,18.751,0.0,0.0,1015.17,488.42
3646,frame_03646.png,49.67,51.76,5.704,5.633,4.4477,4.4477,297.33,166.5
3661,frame_03661.png,40.73,43.45,4.906,5.023,4.4477,4.4477,407.39,157.15
3676,frame_03676.png,33.08,37.93,3.913,4.32,5.9303,5.9303,583.51,187.64
3691,frame_03691.png,45.01,46.72,5.331,5.252,4.4477,2.9652,192.72,93.85
3706,frame_03706.png,39.76,44.75,5.128,5.07,4.4477,4.4477,397.57,137.29
3721,frame_03721.png,32.12,38.28,4.214,4.5,5.9303,4.4477,484.85,141.29
3736,frame_03736.png,41.11,46.75,5.127,5.309,4.4477,4.4477,336.63,140.39
3751,frame_03751.png,33.41,40.3,4.268,4.658,5.9303,4.4477,513.84,157.38
3766,frame_03766.png,38.22,43.21,4.496,4.651,4.4477,4.4477,376.69,123.79
3781,frame_03781.png,50.07,56.48,6.846,6.637,1.4826,1.4826,372.83,110.88
3796,frame_03796.png,41.62,48.3,5.154,5.911,1.4826,1.4826,435.9,82.79
3811,frame_03811.png,53.3,64.59,6.876,7.286,1.4826,1.4826,656.7,191.42
3826,frame_03826.png,53.17,62.01,7.261,7.37,1.4826,1.4826,521.02,154.03
3841,frame_03841.png,42.17,53.04,6.123,6.409,1.4826,1.4826,651.51,121.43
3856,frame_03856.png,40.97,49.56,5.497,5.472,4.4477,2.9652,294.97,109.64
3871,frame_03871.png,35.07,41.98,5.657,5.54,4.4477,2.9652,334.37,123.48
3886,frame_03886.png,49.32,53.08,6.444,6.556,2.9652,2.9652,143.62,65.45
3901,frame_03901.png,32.06,38.72,4.836,5.103,4.4477,2.9652,535.26,133.41
3916,frame_03916.png,27.27,32.17,5.389,5.907,4.4477,2.9652,466.48,119.72
3931,frame_03931.png,76.77,77.99,7.677,9.194,0.0,0.0,282.67,19.3
3946,frame_03946.png,47.71,52.01,6.421,6.403,2.9652,2.9652,263.48,78.04
3961,frame_03961.png,40.12,43.15,5.654,5.516,2.9652,2.9652,290.89,127.29
3976,frame_03976.png,33.55,37.48,4.807,5.009,2.9652,2.9652,484.34,121.57
3991,frame_03991.png,53.24,54.41,7.04,6.647,2.9652,2.9652,188.91,31.31
4006,frame_04006.png,42.96,43.74,5.832,5.801,4.4477,2.9652,333.34,119.81
4021,frame_04021.png,54.85,59.58,6.534,7.106,1.4826,1.4826,393.24,72.4
4036,frame_04036.png,43.11,50.88,5.637,6.238,1.4826,1.4826,643.65,181.41
4051,frame_04051.png,33.26,41.41,4.284,5.328,2.9652,2.9652,722.67,175.71
4066,frame_04066.png,39.76,42.04,5.714,5.746,4.4477,2.9652,374.17,121.7
4081,frame_04081.png,41.33,53.23,6.234,6.213,2.9652,2.9652,396.71,133.63
4096,frame_04096.png,34.63,48.49,5.802,5.94,4.4477,2.9652,485.83,116.08
4111,frame_04111.png,31.44,48.35,5.345,6.085,4.4477,2.9652,542.48,114.34
4126,frame_04126.png,38.38,48.83,5.728,5.943,2.9652,2.9652,404.94,116.33
4141,frame_04141.png,33.95,47.27,5.734,6.132,4.4477,2.9652,547.96,118.35
4156,frame_04156.png,39.41,49.41,5.845,6.165,2.9652,2.9652,394.61,127.98
4171,frame_04171.png,37.65,49.55,6.154,6.179,2.9652,2.9652,472.49,116.37
4186,frame_04186.png,33.62,48.86,5.583,5.805,4.4477,2.9652,529.71,117.21
4201,frame_04201.png,32.39,48.16,5.648,5.949,4.4477,2.9652,527.65,115.24
4216,frame_04216.png,35.32,51.44,5.706,6.103,2.9652,2.9652,504.2,115.34
4231,frame_04231.png,35.9,50.87,5.889,6.098,2.9652,2.9652,481.47,115.15
4246,frame_04246.png,32.37,47.79,5.692,6.031,4.4477,2.9652,492.68,116.31
4261,frame_04261.png,46.8,47.93,5.929,6.158,2.9652,2.9652,164.35,56.59
4276,frame_04276.png,30.51,36.85,4.562,5.234,5.9303,4.4477,559.47,105.98
4291,frame_04291.png,48.3,51.87,6.127,5.846,2.9652,2.9652,193.86,80.73
4306,frame_04306.png,53.0,60.55,7.248,8.331,1.4826,1.4826,596.72,100.07
4321,frame_04321.png,51.36,52.3,6.861,5.892,2.9652,2.9652,146.16,53.36
4336,frame_04336.png,47.14,49.57,6.332,5.798,2.9652,2.9652,189.17,90.88
4351,frame_04351.png,32.03,36.94,4.634,5.085,4.4477,2.9652,444.84,124.69
4366,frame_04366.png,26.86,33.39,4.067,4.334,4.4477,4.4477,527.92,145.45
4381,frame_04381.png,42.89,46.02,5.871,5.805,2.9652,2.9652,332.38,112.75
4396,frame_04396.png,36.1,38.59,5.366,5.389,4.4477,4.4477,400.01,129.17
4411,frame_04411.png,30.73,33.82,4.191,4.912,5.9303,4.4477,577.49,135.7
4426,frame_04426.png,29.57,32.55,4.499,4.985,5.9303,4.4477,597.1,136.08
4441,frame_04441.png,28.67,32.82,4.7,5.025,5.9303,4.4477,552.42,127.82
4456,frame_04456.png,40.55,48.19,6.294,6.391,2.9652,2.9652,581.42,122.64
4471,frame_04471.png,47.56,49.92,5.909,5.903,2.9652,2.9652,278.02,114.79
4486,frame_04486.png,39.38,50.83,5.762,5.878,4.4477,2.9652,642.1,123.93
4501,frame_04501.png,39.62,49.98,5.8,5.747,4.4477,2.9652,555.88,126.62
4516,frame_04516.png,41.1,50.79,5.823,5.842,4.4477,2.9652,535.83,125.86
4531,frame_04531.png,38.14,47.0,6.089,5.964,2.9652,2.9652,394.88,108.93
4546,frame_04546.png,47.02,56.83,6.817,6.648,2.9652,1.4826,360.28,104.38
4561,frame_04561.png,49.43,51.39,6.389,6.546,2.9652,1.4826,184.29,60.33
4576,frame_04576.png,46.27,50.85,6.965,6.863,1.4826,1.4826,316.5,101.5
4591,frame_04591.png,43.12,50.16,7.206,7.07,1.4826,1.4826,394.6,103.57
4606,frame_04606.png,38.72,50.37,6.662,7.173,1.4826,1.4826,404.01,109.61
4621,frame_04621.png,49.76,57.8,6.956,7.268,1.4826,1.4826,388.4,101.03
