frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud
4636,frame_04636.png,46.82,54.56,7.134,7.095,1.4826,1.4826,545.79,122.25
4651,frame_04651.png,47.31,55.32,7.846,8.032,1.4826,1.4826,713.81,111.96
4666,frame_04666.png,86.17,100.12,13.106,15.144,0.0,0.0,397.65,197.78
4681,frame_04681.png,60.58,61.51,7.799,7.983,1.4826,1.4826,237.02,78.37
4696,frame_04696.png,44.36,54.93,8.377,8.809,1.4826,1.4826,597.17,93.52
4711,frame_04711.png,47.37,56.97,8.545,8.75,1.4826,1.4826,623.85,87.97
4726,frame_04726.png,46.82,55.67,8.553,9.139,1.4826,1.4826,638.35,89.1
4741,frame_04741.png,56.5,60.93,9.359,9.526,1.4826,1.4826,638.05,86.35
4756,frame_04756.png,50.49,59.9,8.778,9.187,1.4826,1.4826,630.96,86.59
4771,frame_04771.png,50.24,58.46,7.864,8.44,1.4826,1.4826,660.48,88.01
4786,frame_04786.png,45.45,55.08,7.299,7.923,1.4826,1.4826,629.1,89.27
4801,frame_04801.png,61.83,66.6,9.507,9.965,1.4826,1.4826,661.94,87.46
4816,frame_04816.png,47.27,55.06,7.826,8.078,1.4826,1.4826,646.24,91.22
4831,frame_04831.png,43.81,48.81,7.12,7.858,1.4826,1.4826,668.71,94.94
4846,frame_04846.png,47.64,54.84,7.563,7.594,1.4826,1.4826,628.69,95.0
4861,frame_04861.png,45.29,52.85,7.062,7.548,1.4826,1.4826,589.24,90.72
4876,frame_04876.png,50.6,54.07,6.838,6.723,1.4826,1.4826,592.46,86.2
4891,frame_04891.png,42.67,49.09,6.005,6.111,1.4826,1.4826,607.76,86.94
4906,frame_04906.png,53.15,61.3,8.475,8.319,1.4826,1.4826,576.52,91.41
4921,frame_04921.png,46.45,56.02,7.911,8.236,1.4826,1.4826,638.92,88.95
4936,frame_04936.png,57.44,68.04,9.523,9.326,1.4826,0.0,611.82,85.45
4951,frame_04951.png,54.59,66.66,8.921,8.428,1.4826,1.4826,615.08,84.4
4966,frame_04966.png,52.03,56.24,7.025,7.598,2.9652,1.4826,232.94,40.55
4981,frame_04981.png,37.53,48.39,6.336,6.379,2.9652,1.4826,373.61,94.21
4996,frame_04996.png,40.47,43.12,5.703,5.782,2.9652,2.9652,293.86,89.8
5011,frame_05011.png,39.34,46.33,5.814,5.599,2.9652,2.9652,312.57,121.97
5026,frame_05026.png,28.18,38.01,4.525,5.039,4.4477,2.9652,595.87,124.87
5041,frame_05041.png,23.0,32.28,3.735,4.656,4.4477,2.9652,537.55,99.61
5056,frame_05056.png,39.9,43.84,5.49,5.549,4.4477,2.9652,211.74,91.1
5071,frame_05071.png,32.46,38.46,4.806,5.224,4.4477,2.9652,400.7,113.22
5086,frame_05086.png,50.86,52.31,5.758,6.342,1.4826,1.4826,153.49,45.19
5101,frame_05101.png,36.34,44.28,4.872,5.324,2.9652,2.9652,224.33,89.02
5116,frame_05116.png,29.32,36.51,4.18,4.602,2.9652,2.9652,408.67,112.95
5131,frame_05131.png,39.18,42.28,5.093,5.315,2.9652,2.9652,287.37,122.99
5146,frame_05146.png,37.08,38.94,5.163,5.375,2.9652,2.9652,289.13,128.24
5161,frame_05161.png,26.16,30.76,4.132,4.506,2.9652,2.9652,535.87,180.4
5176,frame_05176.png,55.17,55.33,6.073,6.308,1.4826,1.4826,137.42,58.99
5191,frame_05191.png,46.82,49.46,6.475,6.242,2.9652,2.9652,209.17,124.88
5206,frame_05206.png,32.48,36.73,4.358,4.831,4.4477,2.9652,533.97,125.2
5221,frame_05221.png,29.58,34.72,4.171,4.8,4.4477,4.4477,526.09,118.13
5236,frame_05236.png,25.82,28.0,3.368,3.9,5.9303,4.4477,689.61,197.6
5251,frame_05251.png,42.02,45.49,5.831,6.211,2.9652,2.9652,280.67,98.94
5266,frame_05266.png,31.43,33.73,4.293,4.683,4.4477,2.9652,647.95,213.1
5281,frame_05281.png,32.63,35.92,4.252,4.651,4.4477,2.9652,665.52,225.57
5296,frame_05296.png,31.35,35.18,4.148,4.509,4.4477,2.9652,588.27,186.23
5311,frame_05311.png,27.3,30.57,3.602,4.258,4.4477,4.4477,745.2,246.49
5326,frame_05326.png,29.55,32.53,3.951,4.521,4.4477,2.9652,651.13,203.12
5341,frame_05341.png,29.87,35.38,4.11,4.866,4.4477,2.9652,514.15,150.58
5356,frame_05356.png,28.59,32.32,3.953,4.571,4.4477,2.9652,598.49,186.87
5371,frame_05371.png,26.65,29.83,3.703,4.447,4.4477,2.9652,691.66,228.51
5386,frame_05386.png,33.46,37.85,4.24,5.067,4.4477,2.9652,512.28,157.23
5401,frame_05401.png,28.25,32.48,3.781,4.555,4.4477,2.9652,557.1,178.89
5416,frame_05416.png,25.19,29.06,3.563,4.353,4.4477,4.4477,648.37,217.12
5431,frame_05431.png,26.1,30.34,3.618,4.544,4.4477,4.4477,598.32,192.04
5446,frame_05446.png,25.41,28.19,3.794,4.386,4.4477,2.9652,720.28,251.48
5461,frame_05461.png,33.61,36.31,4.015,4.627,4.4477,2.9652,529.54,168.7
5476,frame_05476.png,25.73,27.4,3.442,4.093,4.4477,4.4477,717.97,251.24
5491,frame_05491.png,48.19,49.05,5.661,5.841,2.9652,2.9652,291.12,131.02
5506,frame_05506.png,55.87,53.49,6.491,6.855,1.4826,1.4826,85.49,21.66
5521,frame_05521.png,51.22,54.9,5.861,6.24,2.9652,2.9652,365.91,152.39
5536,frame_05536.png,41.57,48.17,5.14,5.517,2.9652,2.9652,602.84,190.11
5551,frame_05551.png,34.03,42.78,4.513,5.06,2.9652,2.9652,839.22,225.58
5566,frame_05566.png,31.03,40.23,4.225,4.746,2.9652,2.9652,839.82,238.96
5581,frame_05581.png,36.6,45.16,4.44,5.238,2.9652,2.9652,828.68,154.51
5596,frame_05596.png,31.74,41.57,4.005,5.028,2.9652,2.9652,832.0,157.08
5611,frame_05611.png,30.36,39.77,3.803,5.031,2.9652,2.9652,801.42,134.41
5626,frame_05626.png,30.68,41.77,4.169,4.932,2.9652,2.9652,756.23,165.42
5641,frame_05641.png,35.64,43.84,4.086,4.989,2.9652,2.9652,763.9,150.7
5656,frame_05656.png,37.69,48.84,5.126,5.255,2.9652,2.9652,628.5,181.03
5671,frame_05671.png,32.57,41.24,4.01,5.052,2.9652,2.9652,811.11,165.01
5686,frame_05686.png,31.88,44.29,4.465,5.092,2.9652,2.9652,723.92,176.1
5701,frame_05701.png,35.72,44.15,4.069,4.977,2.9652,2.9652,785.28,151.52
5716,frame_05716.png,37.74,48.5,5.153,5.496,2.9652,2.9652,602.2,178.42
5731,frame_05731.png,33.35,43.34,4.171,5.191,2.9652,2.9652,796.3,170.01
5746,frame_05746.png,31.88,40.42,3.783,4.925,2.9652,2.9652,811.13,171.18
5761,frame_05761.png,36.64,46.25,4.439,5.181,2.9652,2.9652,781.57,158.63
5776,frame_05776.png,32.32,41.43,3.925,4.938,2.9652,2.9652,724.6,114.52
5791,frame_05791.png,35.39,43.1,4.209,5.097,2.9652,2.9652,755.4,167.05
5806,frame_05806.png,33.0,40.05,3.714,4.469,2.9652,2.9652,826.9,207.22
5821,frame_05821.png,31.96,40.49,4.13,4.628,2.9652,2.9652,738.34,219.81
5836,frame_05836.png,31.76,40.76,3.92,4.742,2.9652,2.9652,833.81,245.14
5851,frame_05851.png,30.76,37.22,3.753,4.25,2.9652,2.9652,925.39,322.1
5866,frame_05866.png,31.1,37.97,3.793,4.151,2.9652,2.9652,848.27,285.75
5881,frame_05881.png,28.78,34.66,3.519,3.971,4.4477,2.9652,952.28,334.59
5896,frame_05896.png,35.35,40.63,4.014,4.512,2.9652,2.9652,888.53,291.02
5911,frame_05911.png,29.39,34.42,3.521,4.171,4.4477,2.9652,977.39,351.98
5926,frame_05926.png,29.15,33.92,3.196,4.115,4.4477,2.9652,969.25,348.88
5941,frame_05941.png,28.71,39.34,3.591,5.003,2.9652,2.9652,660.58,148.3
5956,frame_05956.png,63.25,66.66,7.866,8.559,1.4826,1.4826,404.57,82.19
5971,frame_05971.png,52.34,55.99,6.473,6.127,2.9652,2.9652,125.39,50.68
5986,frame_05986.png,48.71,51.03,6.06,5.907,4.4477,4.4477,155.81,57.72
6001,frame_06001.png,42.07,43.73,5.313,5.17,4.4477,4.4477,176.09,72.76
6016,frame_06016.png,33.95,35.85,4.643,4.354,5.9303,4.4477,457.12,138.34
6031,frame_06031.png,93.09,108.19,19.892,28.819,0.0,0.0,155.92,5.01
6046,frame_06046.png,73.95,74.38,9.661,8.937,0.0,0.0,598.1,258.36
6061,frame_06061.png,46.55,47.61,6.031,5.614,4.4477,4.4477,274.95,136.37
6076,frame_06076.png,31.31,37.58,4.397,4.942,5.9303,4.4477,561.19,151.76
6091,frame_06091.png,46.09,48.29,6.271,6.437,2.9652,2.9652,87.79,28.86
6106,frame_06106.png,34.24,42.15,4.867,5.178,4.4477,2.9652,338.43,105.89
6121,frame_06121.png,44.37,48.45,5.779,5.888,4.4477,2.9652,170.51,79.02
6136,frame_06136.png,44.36,46.25,5.668,5.509,5.9303,4.4477,215.73,117.19
6151,frame_06151.png,43.19,46.68,5.841,5.667,5.9303,4.4477,320.22,134.92
6166,frame_06166.png,40.89,43.79,5.105,5.117,5.9303,4.4477,414.92,161.51
6181,frame_06181.png,74.58,87.44,9.968,9.738,0.0,0.0,708.86,118.87
6196,frame_06196.png,55.83,56.89,6.208,5.707,4.4477,4.4477,155.92,93.5
6211,frame_06211.png,46.98,49.13,5.545,5.39,4.4477,4.4477,168.63,89.95
6226,frame_06226.png,45.5,46.45,5.546,5.152,5.9303,4.4477,126.03,70.25
6241,frame_06241.png,41.22,45.53,4.525,4.57,7.4129,5.9303,382.6,154.28
6256,frame_06256.png,34.73,39.15,4.278,4.507,7.4129,5.9303,424.81,182.25
6271,frame_06271.png,88.08,92.69,13.565,14.233,0.0,0.0,937.0,492.98
6286,frame_06286.png,52.13,52.3,6.594,6.14,4.4477,4.4477,283.69,102.77
6301,frame_06301.png,46.72,48.53,5.372,5.53,5.9303,5.9303,409.85,177.49
6316,frame_06316.png,45.02,50.12,4.984,5.404,7.4129,5.9303,537.18,201.88
6331,frame_06331.png,48.53,49.23,6.176,6.204,5.9303,4.4477,338.11,194.82
6346,frame_06346.png,42.45,47.06,4.596,5.206,8.8955,7.4129,671.44,257.29
6361,frame_06361.png,50.23,50.14,6.388,6.19,5.9303,4.4477,366.01,199.92
6376,frame_06376.png,44.03,50.28,5.147,5.463,4.4477,4.4477,469.33,155.76
6391,frame_06391.png,42.84,49.36,4.288,4.772,5.9303,5.9303,606.8,174.48
6406,frame_06406.png,50.71,51.91,5.699,5.821,4.4477,4.4477,341.4,148.62
6421,frame_06421.png,96.74,106.23,18.071,28.679,0.0,0.0,1552.81,544.87
6436,frame_06436.png,55.98,55.27,6.777,6.528,2.9652,2.9652,346.16,149.69
6451,frame_06451.png,53.21,52.45,6.606,6.647,2.9652,2.9652,199.02,90.41
6466,frame_06466.png,51.11,56.54,6.367,6.097,1.4826,1.4826,369.33,85.87
6481,frame_06481.png,47.19,50.07,5.617,5.574,4.4477,2.9652,331.87,113.87
6496,frame_06496.png,45.35,49.76,5.292,5.196,4.4477,4.4477,513.99,173.59
6511,frame_06511.png,41.77,47.76,4.471,4.91,5.9303,4.4477,684.54,208.9
6526,frame_06526.png,48.89,50.97,6.501,6.666,4.4477,2.9652,287.55,102.03
6541,frame_06541.png,44.41,49.32,5.652,5.877,5.9303,4.4477,505.99,187.42
6556,frame_06556.png,49.66,50.97,6.194,6.089,5.9303,4.4477,287.84,137.27
6571,frame_06571.png,49.19,48.88,6.174,6.351,5.9303,4.4477,241.19,122.58
6586,frame_06586.png,49.53,52.88,6.265,6.686,4.4477,4.4477,293.27,111.81
6601,frame_06601.png,53.18,53.88,6.315,6.281,7.4129,5.9303,275.62,166.4
6616,frame_06616.png,50.45,52.13,6.065,6.038,7.4129,7.4129,418.08,219.75
6631,frame_06631.png,49.35,50.9,5.661,5.795,8.8955,7.4129,477.75,236.49
6646,frame_06646.png,45.34,48.4,5.09,5.323,8.8955,7.4129,592.45,263.32
6661,frame_06661.png,50.7,51.37,6.637,6.635,4.4477,4.4477,215.24,100.12
6676,frame_06676.png,49.58,50.15,6.335,5.89,4.4477,4.4477,144.94,86.88
6691,frame_06691.png,40.72,45.85,5.261,5.293,5.9303,4.4477,413.41,163.55
6706,frame_06706.png,45.32,50.55,5.077,5.533,5.9303,4.4477,466.02,190.47
6721,frame_06721.png,39.56,46.55,4.766,5.161,5.9303,4.4477,531.5,187.68
6736,frame_06736.png,42.05,47.57,5.355,5.508,5.9303,4.4477,468.03,190.44
6751,frame_06751.png,43.84,47.2,6.267,5.956,4.4477,4.4477,355.75,178.09
6766,frame_06766.png,40.33,47.69,5.246,5.206,5.9303,4.4477,522.16,196.89
6781,frame_06781.png,39.41,46.32,5.249,5.622,4.4477,4.4477,478.18,189.69
6796,frame_06796.png,38.14,43.12,5.138,5.538,4.4477,4.4477,457.91,193.21
6811,frame_06811.png,37.11,39.73,6.011,5.996,4.4477,4.4477,363.94,164.43
6826,frame_06826.png,36.73,39.8,5.918,5.923,4.4477,4.4477,350.08,161.26
6841,frame_06841.png,42.09,41.97,6.001,6.028,2.9652,2.9652,161.74,89.28
6856,frame_06856.png,34.92,35.55,6.247,5.873,4.4477,2.9652,324.36,139.09
6871,frame_06871.png,29.24,30.47,5.812,6.007,4.4477,4.4477,341.87,138.09
6886,frame_06886.png,30.74,32.2,5.987,5.615,4.4477,4.4477,311.23,129.97
6901,frame_06901.png,32.94,33.79,6.129,5.765,4.4477,2.9652,324.27,125.53
6916,frame_06916.png,40.96,42.89,7.194,6.82,2.9652,2.9652,223.61,105.64
6931,frame_06931.png,44.16,43.11,6.118,6.335,4.4477,2.9652,168.65,107.76
6946,frame_06946.png,33.39,36.61,5.08,5.196,5.9303,4.4477,460.91,196.93
6961,frame_06961.png,38.95,39.82,5.956,6.049,4.4477,2.9652,413.76,214.63
6976,frame_06976.png,33.03,38.01,5.921,5.797,4.4477,2.9652,590.17,244.38
6991,frame_06991.png,38.04,39.35,5.672,5.698,2.9652,2.9652,424.02,183.66
7006,frame_07006.png,31.42,36.51,5.03,5.295,4.4477,2.9652,595.88,202.22
7021,frame_07021.png,34.28,37.83,4.714,5.191,4.4477,2.9652,546.14,192.76
7036,frame_07036.png,34.3,36.98,5.321,5.496,2.9652,2.9652,389.14,172.63
7051,frame_07051.png,35.83,37.28,5.539,5.595,2.9652,2.9652,332.62,168.84
7066,frame_07066.png,34.23,36.27,5.219,5.306,2.9652,2.9652,491.77,169.28
7081,frame_07081.png,29.57,32.91,5.022,5.265,4.4477,2.9652,641.81,181.55
7096,frame_07096.png,24.51,30.47,4.389,5.037,4.4477,2.9652,709.96,180.53
7111,frame_07111.png,33.87,38.59,5.292,5.794,2.9652,2.9652,652.32,177.53
7126,frame_07126.png,35.23,39.3,5.263,5.797,2.9652,2.9652,635.71,169.04
7141,frame_07141.png,41.35,45.97,5.586,5.958,2.9652,1.4826,515.27,169.32
7156,frame_07156.png,34.82,41.2,4.682,5.511,2.9652,2.9652,697.43,184.78
7171,frame_07171.png,46.02,48.36,6.583,6.242,1.4826,1.4826,442.22,191.62
7186,frame_07186.png,38.66,43.57,5.757,5.958,2.9652,2.9652,514.19,160.36
7201,frame_07201.png,34.96,42.33,5.664,5.769,2.9652,2.9652,623.27,198.31
7216,frame_07216.png,37.33,43.55,5.353,5.687,2.9652,2.9652,517.13,176.14
7231,frame_07231.png,48.4,50.99,6.606,6.376,1.4826,1.4826,420.03,149.34
7246,frame_07246.png,38.47,44.42,5.618,5.858,2.9652,2.9652,642.13,183.52
7261,frame_07261.png,37.84,45.05,5.025,5.418,2.9652,2.9652,626.49,182.8
7276,frame_07276.png,40.75,47.05,5.26,5.522,2.9652,2.9652,538.93,178.76
7291,frame_07291.png,53.75,63.01,7.287,7.687,1.4826,1.4826,899.95,267.15
7306,frame_07306.png,58.64,59.27,7.452,7.596,1.4826,1.4826,496.69,186.76
7321,frame_07321.png,33.55,41.68,5.644,5.823,4.4477,2.9652,696.53,219.8
7336,frame_07336.png,34.45,41.5,5.754,5.664,4.4477,2.9652,636.55,207.65
7351,frame_07351.png,33.78,41.92,5.024,5.114,2.9652,2.9652,585.96,114.09
7366,frame_07366.png,34.24,44.14,5.168,5.362,2.9652,1.4826,591.8,107.46
7381,frame_07381.png,31.0,40.27,4.875,5.358,2.9652,2.9652,614.19,112.53
7396,frame_07396.png,35.93,38.25,5.845,6.068,2.9652,2.9652,357.68,101.1
7411,frame_07411.png,44.78,44.48,5.888,5.864,2.9652,2.9652,224.79,94.55
7426,frame_07426.png,38.57,42.18,6.074,5.679,2.9652,2.9652,335.35,125.01
7441,frame_07441.png,42.72,42.06,6.905,6.199,4.4477,2.9652,244.17,115.05
7456,frame_07456.png,47.27,46.75,6.305,6.175,2.9652,2.9652,175.58,99.4
7471,frame_07471.png,45.78,44.89,5.728,6.046,2.9652,2.9652,215.54,90.4
7486,frame_07486.png,40.02,41.67,5.654,6.143,2.9652,2.9652,306.07,121.76
7501,frame_07501.png,31.69,37.76,5.384,5.636,2.9652,2.9652,415.08,130.54
7516,frame_07516.png,28.12,34.88,4.966,5.617,2.9652,2.9652,470.42,146.69
7531,frame_07531.png,28.48,35.07,4.61,5.369,2.9652,2.9652,543.48,144.12
7546,frame_07546.png,41.05,49.77,5.894,6.335,2.9652,2.9652,300.89,75.02
7561,frame_07561.png,41.24,51.71,6.123,6.471,2.9652,1.4826,376.52,83.9
7576,frame_07576.png,29.18,34.81,5.096,5.488,2.9652,2.9652,508.24,149.28
7591,frame_07591.png,32.04,34.04,6.03,6.072,2.9652,2.9652,376.66,112.36
7606,frame_07606.png,39.35,40.68,6.832,6.358,2.9652,2.9652,256.92,108.93
7621,frame_07621.png,34.84,37.48,6.228,6.34,2.9652,2.9652,253.73,106.93
7636,frame_07636.png,30.57,35.86,5.705,6.156,4.4477,4.4477,505.09,132.39
7651,frame_07651.png,41.81,42.92,6.509,6.25,2.9652,2.9652,232.86,104.01
7666,frame_07666.png,40.01,41.15,6.082,6.124,4.4477,2.9652,266.66,123.2
7681,frame_07681.png,57.0,61.95,6.269,6.293,1.4826,1.4826,1032.25,410.83
7696,frame_07696.png,41.96,42.11,6.34,5.824,2.9652,2.9652,234.56,118.22
7711,frame_07711.png,39.79,41.08,5.885,5.611,4.4477,2.9652,268.26,135.11
7726,frame_07726.png,38.45,41.55,5.74,5.486,4.4477,2.9652,322.23,134.52
7741,frame_07741.png,39.81,42.41,5.954,5.6,4.4477,2.9652,345.09,137.35
7756,frame_07756.png,33.54,38.57,4.683,4.806,5.9303,4.4477,572.05,170.3
7771,frame_07771.png,30.61,38.11,4.277,4.83,4.4477,4.4477,603.9,151.92
7786,frame_07786.png,40.8,44.07,5.304,5.34,4.4477,2.9652,366.59,121.35
7801,frame_07801.png,43.86,46.03,5.96,5.838,4.4477,2.9652,259.95,99.1
7816,frame_07816.png,45.31,47.46,5.631,5.343,4.4477,4.4477,282.35,120.75
7831,frame_07831.png,40.27,45.1,5.376,5.545,4.4477,2.9652,341.64,125.56
7846,frame_07846.png,41.73,43.44,5.303,5.378,4.4477,2.9652,289.03,131.47
7861,frame_07861.png,37.53,43.87,5.286,5.263,2.9652,2.9652,407.3,139.97
7876,frame_07876.png,31.88,41.69,5.01,5.269,2.9652,2.9652,630.98,132.4
7891,frame_07891.png,33.97,41.56,5.202,5.229,2.9652,2.9652,512.21,123.71
7906,frame_07906.png,40.03,51.91,5.532,5.908,1.4826,1.4826,522.97,100.32
7921,frame_07921.png,45.13,50.96,6.122,6.468,1.4826,1.4826,318.82,90.66
7936,frame_07936.png,79.13,90.22,8.029,9.06,0.0,0.0,764.71,168.24
7951,frame_07951.png,88.97,99.23,15.464,27.011,0.0,0.0,866.56,341.45
7966,frame_07966.png,49.27,53.78,6.833,6.763,1.4826,1.4826,288.9,69.17
7981,frame_07981.png,39.09,46.99,5.241,5.78,1.4826,1.4826,482.43,111.25
7996,frame_07996.png,47.36,54.43,4.757,5.306,1.4826,1.4826,632.8,106.74
8011,frame_08011.png,35.98,43.6,4.355,4.901,2.9652,1.4826,609.67,117.9
8026,frame_08026.png,57.51,57.49,6.937,7.525,1.4826,1.4826,104.97,16.51
8041,frame_08041.png,34.59,48.45,5.083,5.608,2.9652,2.9652,593.85,77.81
8056,frame_08056.png,30.53,41.06,4.456,5.274,2.9652,2.9652,651.9,74.68
8071,frame_08071.png,38.56,49.99,5.526,5.664,2.9652,2.9652,548.26,77.02
8086,frame_08086.png,30.51,41.2,4.59,5.344,2.9652,2.9652,632.63,73.97
8101,frame_08101.png,30.32,43.96,4.711,5.54,2.9652,2.9652,583.15,75.59
8116,frame_08116.png,29.41,41.18,4.681,5.499,2.9652,2.9652,622.06,72.6
8131,frame_08131.png,33.47,45.91,4.992,5.399,2.9652,2.9652,590.53,72.81
8146,frame_08146.png,26.66,38.28,4.279,5.292,4.4477,2.9652,628.92,72.27
8161,frame_08161.png,27.3,41.16,4.575,5.361,2.9652,2.9652,570.35,74.69
8176,frame_08176.png,25.32,37.05,4.245,5.505,4.4477,2.9652,628.23,76.61
8191,frame_08191.png,37.4,51.64,5.511,6.072,2.9652,2.9652,513.09,74.86
8206,frame_08206.png,29.43,41.4,4.584,5.367,2.9652,2.9652,578.55,74.48
8221,frame_08221.png,28.36,38.98,4.302,5.231,2.9652,2.9652,593.99,73.53
8236,frame_08236.png,29.88,44.44,4.921,5.418,2.9652,2.9652,443.57,79.52
8251,frame_08251.png,27.97,40.69,4.278,5.195,2.9652,2.9652,598.14,74.04
8266,frame_08266.png,30.26,43.17,4.412,5.291,2.9652,2.9652,565.73,71.85
8281,frame_08281.png,28.24,40.93,4.161,5.278,2.9652,2.9652,574.84,73.8
8296,frame_08296.png,28.44,40.91,4.193,5.258,4.4477,2.9652,578.47,74.29
8311,frame_08311.png,26.93,42.03,4.398,5.549,4.4477,2.9652,610.75,76.0
8326,frame_08326.png,32.31,47.49,4.909,5.802,2.9652,2.9652,601.99,75.14
8341,frame_08341.png,28.59,43.6,4.356,5.495,2.9652,2.9652,613.6,74.91
8356,frame_08356.png,27.62,42.84,4.377,5.662,4.4477,2.9652,589.12,78.36
8371,frame_08371.png,29.14,42.87,4.524,5.571,2.9652,2.9652,609.99,76.1
8386,frame_08386.png,33.6,47.03,5.099,5.692,2.9652,2.9652,564.53,76.12
8401,frame_08401.png,28.21,43.89,4.717,5.688,4.4477,2.9652,548.56,76.77
8416,frame_08416.png,29.59,44.24,4.815,5.602,2.9652,2.9652,602.13,76.99
8431,frame_08431.png,27.22,44.19,4.938,5.87,4.4477,2.9652,571.61,81.24
8446,frame_08446.png,33.71,47.65,5.442,5.92,2.9652,2.9652,573.33,77.01
8461,frame_08461.png,41.59,51.29,5.902,6.306,2.9652,2.9652,280.54,65.46
8476,frame_08476.png,33.52,48.12,5.407,6.04,2.9652,2.9652,568.6,79.83
8491,frame_08491.png,32.92,46.7,5.277,5.713,2.9652,2.9652,556.42,82.05
8506,frame_08506.png,29.87,44.04,4.961,5.582,2.9652,2.9652,595.64,82.69
8521,frame_08521.png,51.18,51.76,5.191,5.307,2.9652,1.4826,393.01,190.93
8536,frame_08536.png,52.3,50.75,6.697,6.424,2.9652,2.9652,229.38,81.81
8551,frame_08551.png,43.48,45.02,5.411,5.529,2.9652,2.9652,415.25,121.23
8566,frame_08566.png,28.59,36.23,3.765,4.51,4.4477,4.4477,723.23,126.29
8581,frame_08581.png,63.96,64.54,8.66,8.485,1.4826,1.4826,331.24,47.53
8596,frame_08596.png,46.51,51.27,6.126,5.531,2.9652,2.9652,416.15,127.86
8611,frame_08611.png,49.28,49.36,5.508,6.105,4.4477,2.9652,207.67,96.97
8626,frame_08626.png,37.18,40.59,4.828,5.284,4.4477,4.4477,486.77,158.1
8641,frame_08641.png,47.21,50.13,5.678,5.631,4.4477,2.9652,175.76,68.53
8656,frame_08656.png,47.37,50.37,5.771,5.469,4.4477,4.4477,176.5,65.69
8671,frame_08671.png,38.25,44.87,4.601,4.715,5.9303,4.4477,343.69,99.1
8686,frame_08686.png,33.14,43.14,4.369,4.691,5.9303,4.4477,424.07,97.75
8701,frame_08701.png,45.41,47.91,5.347,5.125,4.4477,4.4477,215.26,81.24
8716,frame_08716.png,38.06,44.26,4.659,4.743,5.9303,4.4477,461.83,96.76
8731,frame_08731.png,38.76,46.29,4.728,4.663,4.4477,4.4477,366.7,103.66
8746,frame_08746.png,51.99,52.62,6.016,6.0,2.9652,2.9652,125.09,63.48
8761,frame_08761.png,44.3,45.64,5.678,5.414,4.4477,2.9652,181.65,83.18
8776,frame_08776.png,40.6,45.87,5.58,6.21,2.9652,2.9652,397.03,165.14
8791,frame_08791.png,33.21,41.76,5.546,5.608,2.9652,2.9652,592.87,197.77
8806,frame_08806.png,43.47,48.94,5.469,6.035,2.9652,1.4826,425.0,98.1
8821,frame_08821.png,46.65,58.71,6.824,7.129,1.4826,1.4826,649.4,122.33
8836,frame_08836.png,59.81,64.28,6.865,7.151,1.4826,1.4826,237.45,55.91
8851,frame_08851.png,49.91,61.08,6.193,6.843,1.4826,1.4826,796.09,137.64
8866,frame_08866.png,51.56,54.46,7.762,7.696,1.4826,1.4826,238.2,35.72
8881,frame_08881.png,57.02,57.81,7.392,7.891,1.4826,1.4826,287.23,54.49
8896,frame_08896.png,75.5,79.07,8.9,8.975,0.0,0.0,303.24,23.52
8911,frame_08911.png,50.26,51.6,6.656,6.688,2.9652,2.9652,172.16,46.02
8926,frame_08926.png,34.91,47.3,4.918,5.787,2.9652,2.9652,514.96,83.13
8941,frame_08941.png,31.35,44.7,4.366,5.541,2.9652,2.9652,498.29,85.04
8956,frame_08956.png,35.89,51.44,5.254,6.121,2.9652,2.9652,459.18,80.24
8971,frame_08971.png,30.05,42.69,4.252,5.26,2.9652,2.9652,484.32,73.53
8986,frame_08986.png,39.59,50.16,5.356,5.778,2.9652,2.9652,323.86,90.48
9001,frame_09001.png,32.43,44.71,4.405,5.328,2.9652,2.9652,507.03,86.37
9016,frame_09016.png,35.11,48.45,5.121,5.719,2.9652,2.9652,376.21,91.18
9031,frame_09031.png,30.8,44.73,4.331,5.221,2.9652,2.9652,449.51,84.42
9046,frame_09046.png,45.59,48.0,5.803,6.057,2.9652,2.9652,133.9,37.45
9061,frame_09061.png,37.66,50.25,5.176,5.991,2.9652,2.9652,435.44,94.32
9076,frame_09076.png,38.53,50.47,5.606,6.025,2.9652,2.9652,309.22,80.74
9091,frame_09091.png,75.29,90.66,10.176,11.094,0.0,0.0,1250.61,389.73
9106,frame_09106.png,46.97,47.38,5.721,5.512,2.9652,2.9652,170.73,68.62
9121,frame_09121.png,37.96,43.53,5.477,5.737,2.9652,2.9652,351.86,119.31
9136,frame_09136.png,71.27,78.5,12.856,12.185,0.0,0.0,379.82,44.93
9151,frame_09151.png,71.45,78.91,8.611,8.21,0.0,0.0,488.32,236.55
9166,frame_09166.png,45.84,52.32,5.058,5.33,2.9652,2.9652,202.07,89.16
9181,frame_09181.png,41.3,53.81,5.574,5.981,2.9652,2.9652,333.68,80.47
9196,frame_09196.png,48.35,49.6,5.27,5.259,2.9652,2.9652,135.03,69.51
9211,frame_09211.png,43.72,49.99,5.69,5.668,2.9652,2.9652,250.1,106.03
9226,frame_09226.png,32.55,43.89,4.438,4.981,2.9652,2.9652,505.57,133.78
9241,frame_09241.png,50.28,51.0,6.327,6.603,2.9652,2.9652,112.43,38.9
9256,frame_09256.png,32.05,43.47,4.351,4.779,4.4477,2.9652,458.04,117.48
